b8:27:eb:9f:6b:77,80:8d:b7:55:3a:42,b0:be:76:f8:30:5e,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:11,80:8d:b7:55:35:02,80:8d:b7:55:35:01,b4:5d:50:e1:92:33,80:8d:b7:55:25:f0,00:4e:35:df:06:52,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,80:8d:b7:55:39:c0,38:17:c3:19:d7:70,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:50:24:b2,ac:e2:d3:c4:08:e6,38:17:c3:1f:01:91,38:17:c3:1f:0e:10,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:92,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:50:24:b1,38:17:c3:19:45:b2,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,80:8d:b7:55:35:00,38:17:c3:1e:ff:10,20:a6:cd:50:24:b0,38:17:c3:1f:01:81,80:8d:b7:55:39:c2,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,00:4e:35:df:06:51,00:4e:35:df:06:40,80:8d:b7:55:3a:40,00:4e:35:df:06:42,66:2a:2f:53:7c:99,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:45:a1,00:4e:35:df:06:41,38:17:c3:1f:09:83,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,38:17:c3:19:45:a0,80:8d:b7:55:39:c1,72:32:b1:3e:1a:b7,68:ff:7b:e4:af:38,60:32:b1:3e:1a:b8,38:17:c3:19:45:a2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,38:17:c3:19:45:b0,38:17:c3:1f:09:90,20:a6:cd:50:24:a0,38:17:c3:19:55:50,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,44:48:c1:a5:82:22,44:48:c1:a5:82:21,00:4e:35:df:06:50,b4:5d:50:e1:92:22,72:32:b1:3e:1a:b8,38:17:c3:1f:01:80,38:17:c3:19:d7:60,44:48:c1:a5:82:20,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,b4:5d:50:e1:92:31,b4:5d:50:e1:92:21,38:17:c3:1f:09:93,b4:5d:50:e1:96:43,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:19:55:40,b4:5d:50:e1:96:50,38:17:c3:1f:22:31,38:17:c3:19:55:51,b4:5d:50:e1:92:20,38:17:c3:19:55:52,00:4e:35:de:e1:10,38:17:c3:1f:22:30,b4:5d:50:e1:96:52,00:4e:35:de:e1:11,b4:5d:50:e1:96:51,20:a6:cd:42:0b:e3,38:17:c3:19:71:90,38:17:c3:1f:22:32,38:17:c3:19:71:92,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,38:17:c3:1f:22:21,38:17:c3:1f:22:22,00:4e:35:de:e1:00,00:4e:35:de:e1:01,00:4e:35:de:e1:02,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:1f:08:51,44:48:c1:91:95:b3,44:48:c1:91:95:b0,00:4e:35:de:d7:53,00:4e:35:de:d7:52,44:48:c1:91:95:b1,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:08:42,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:1f:08:41,38:17:c3:1f:22:20,a8:bd:27:4c:bd:32,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:19:71:80,00:4e:35:de:d7:42,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:19:71:91,38:17:c3:19:71:82,38:17:c3:19:71:81,00:4e:35:de:d7:41,38:17:c3:1f:08:52,38:17:c3:19:36:30,38:17:c3:19:36:32,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:1e:fc:b0,00:4e:35:df:0e:01,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:12,00:4e:35:df:27:01,38:17:c3:24:4f:10,00:4e:35:df:27:02,38:17:c3:24:4f:11,38:17:c3:24:58:a2,00:4e:35:df:27:00,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:58:a1,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,38:17:c3:24:58:a0,32:f7:72:50:57:3b,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:1b:08:b0,38:17:c3:1b:08:a2,x,y,label
-44,-76,-77,-75,-74,-74,-70,-70,-81,-81,-62,-62,-62,-50,-69,-56,-68,-68,-91,-74,-81,-70,-81,-62,-71,-76,-56,-78,-76,-84,-77,-74,-56,-60,-60,-75,-82,-82,-78,-76,-84,-87,-60,-75,-68,-82,-84,-78,-69,-70,-75,-81,-100,-100,-85,-90,-75,-76,-100,-100,-100,-85,-93,-76,-100,-100,-71,-87,-100,-86,-100,-100,-85,-82,-82,-86,-100,-80,-100,-100,-86,-78,-78,-80,-100,-88,-100,-78,-78,-81,-87,-100,-100,-100,-91,-80,-80,-100,-92,-87,-100,-100,-100,-85,-100,-100,-100,-88,-85,-100,-87,-100,-89,-87,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-43,-74,-72,-74,-74,-74,-69,-69,-81,-81,-61,-61,-61,-52,-68,-62,-68,-67,-89,-75,-80,-69,-81,-61,-71,-76,-62,-77,-77,-83,-75,-73,-62,-62,-63,-74,-80,-80,-76,-76,-84,-90,-63,-74,-68,-82,-84,-100,-71,-75,-75,-80,-100,-100,-85,-89,-74,-74,-100,-100,-100,-85,-93,-74,-100,-100,-71,-87,-87,-86,-100,-100,-87,-82,-81,-90,-100,-80,-89,-100,-100,-78,-78,-80,-100,-86,-100,-78,-78,-81,-87,-90,-100,-100,-100,-82,-82,-100,-92,-100,-100,-100,-100,-86,-88,-100,-88,-87,-86,-100,-87,-100,-90,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-42,-75,-72,-75,-75,-75,-72,-72,-72,-72,-59,-59,-59,-47,-65,-58,-63,-63,-90,-75,-80,-72,-72,-59,-72,-70,-58,-74,-74,-86,-68,-79,-58,-60,-60,-80,-79,-79,-69,-69,-86,-87,-61,-80,-64,-79,-87,-100,-72,-76,-75,-81,-100,-75,-100,-87,-79,-78,-100,-100,-100,-100,-90,-78,-100,-100,-73,-100,-100,-100,-100,-100,-87,-100,-100,-100,-89,-100,-100,-100,-100,-78,-78,-81,-88,-88,-100,-75,-78,-100,-85,-100,-88,-90,-100,-100,-100,-80,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-40,-76,-76,-74,-75,-75,-70,-70,-72,-72,-61,-61,-61,-50,-65,-58,-64,-62,-92,-75,-79,-70,-72,-61,-72,-70,-59,-74,-75,-85,-81,-78,-59,-61,-60,-78,-79,-79,-69,-69,-85,-87,-61,-78,-63,-79,-86,-100,-72,-77,-76,-80,-100,-77,-87,-88,-78,-78,-76,-75,-100,-85,-90,-79,-100,-100,-72,-84,-100,-100,-100,-86,-87,-100,-100,-86,-89,-100,-87,-100,-85,-76,-78,-80,-88,-88,-100,-75,-78,-100,-85,-100,-88,-90,-100,-100,-84,-89,-100,-100,-100,-100,-100,-85,-86,-100,-88,-100,-84,-100,-87,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-40,-76,-71,-74,-75,-75,-71,-71,-71,-72,-60,-60,-60,-49,-63,-58,-63,-63,-91,-75,-81,-71,-72,-60,-72,-70,-58,-75,-75,-86,-74,-78,-58,-61,-60,-78,-78,-79,-70,-70,-86,-87,-100,-78,-63,-79,-86,-100,-72,-72,-76,-81,-86,-77,-87,-91,-78,-78,-76,-75,-100,-85,-90,-79,-75,-100,-72,-85,-100,-100,-100,-86,-100,-100,-100,-86,-100,-86,-87,-63,-85,-77,-78,-81,-100,-100,-100,-75,-77,-84,-86,-100,-86,-100,-100,-100,-84,-85,-91,-100,-100,-100,-92,-85,-86,-86,-88,-100,-83,-100,-100,-100,-100,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-39,-77,-73,-76,-75,-75,-71,-71,-72,-72,-60,-61,-61,-48,-63,-58,-63,-63,-89,-75,-80,-71,-72,-61,-71,-70,-58,-74,-74,-87,-80,-81,-59,-59,-59,-81,-79,-78,-69,-69,-87,-87,-60,-81,-63,-78,-86,-78,-71,-75,-76,-81,-86,-76,-86,-86,-79,-79,-100,-100,-100,-85,-90,-79,-75,-100,-71,-85,-100,-100,-100,-100,-88,-100,-100,-100,-100,-86,-86,-78,-100,-76,-77,-81,-100,-100,-79,-74,-76,-82,-88,-100,-86,-100,-100,-82,-82,-85,-91,-100,-100,-100,-92,-85,-86,-86,-86,-100,-83,-100,-100,-100,-100,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-41,-76,-74,-76,-75,-75,-70,-70,-72,-72,-62,-62,-62,-49,-64,-58,-63,-63,-89,-75,-83,-71,-72,-62,-72,-70,-59,-75,-75,-87,-81,-80,-59,-59,-60,-80,-79,-78,-70,-70,-87,-100,-60,-80,-63,-77,-86,-78,-71,-74,-76,-83,-100,-77,-84,-89,-78,-78,-100,-100,-100,-83,-100,-79,-100,-100,-71,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-86,-78,-100,-76,-76,-81,-100,-100,-79,-75,-76,-83,-88,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-100,-85,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-41,-75,-73,-75,-75,-75,-69,-69,-72,-72,-57,-57,-57,-50,-64,-57,-63,-64,-90,-76,-83,-70,-72,-57,-72,-70,-57,-75,-74,-85,-77,-75,-58,-61,-61,-75,-78,-78,-70,-70,-86,-100,-61,-75,-64,-78,-87,-75,-71,-75,-76,-83,-100,-76,-86,-91,-77,-77,-74,-75,-100,-85,-88,-78,-75,-100,-100,-84,-100,-89,-100,-100,-100,-100,-85,-100,-100,-100,-100,-78,-100,-75,-75,-100,-100,-100,-76,-74,-75,-82,-100,-100,-100,-91,-100,-83,-81,-87,-100,-100,-100,-100,-100,-84,-100,-87,-100,-100,-84,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-45,-73,-79,-73,-73,-73,-67,-67,-74,-74,-59,-59,-59,-51,-64,-60,-66,-67,-86,-73,-78,-67,-74,-59,-66,-69,-60,-100,-100,-78,-75,-73,-60,-61,-61,-74,-80,-80,-68,-69,-78,-84,-61,-74,-68,-80,-78,-77,-66,-71,-74,-78,-100,-73,-100,-89,-73,-75,-81,-100,-100,-100,-92,-73,-100,-100,-66,-100,-100,-100,-100,-100,-83,-100,-72,-100,-89,-100,-100,-78,-78,-72,-72,-78,-84,-100,-79,-100,-73,-100,-100,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-87,-100,-100,-85,-100,-100,-100,-87,-100,-87,-87,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-45,-73,-76,-74,-74,-74,-66,-61,-72,-72,-59,-59,-59,-52,-66,-59,-66,-67,-88,-75,-78,-66,-72,-58,-66,-67,-59,-76,-77,-80,-83,-72,-60,-62,-62,-73,-80,-80,-69,-68,-80,-82,-62,-72,-68,-80,-80,-77,-66,-71,-72,-78,-100,-73,-85,-91,-71,-70,-81,-79,-100,-86,-92,-72,-100,-100,-67,-100,-100,-88,-100,-82,-86,-100,-72,-100,-89,-100,-100,-78,-77,-71,-72,-78,-86,-79,-78,-77,-72,-100,-100,-89,-85,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-100,-87,-100,-100,-85,-100,-91,-100,-87,-100,-88,-87,-87,-89,-86,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-44,-73,-75,-74,-75,-75,-69,-68,-73,-73,-60,-60,-60,-56,-56,-58,-56,-67,-87,-75,-78,-69,-73,-60,-66,-71,-58,-77,-76,-81,-83,-76,-58,-62,-62,-76,-81,-81,-70,-71,-80,-84,-63,-77,-69,-81,-81,-100,-66,-75,-72,-79,-84,-73,-85,-89,-76,-76,-100,-79,-100,-84,-100,-76,-100,-100,-66,-100,-100,-88,-100,-84,-86,-83,-100,-83,-100,-76,-100,-100,-83,-72,-73,-79,-86,-86,-76,-77,-73,-81,-89,-88,-85,-100,-100,-81,-81,-86,-91,-87,-86,-87,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-91,-100,-85,-100,-87,-88,-100,-89,-81,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-43,-100,-76,-74,-74,-74,-68,-68,-74,-74,-59,-59,-59,-54,-66,-59,-56,-67,-87,-75,-77,-67,-74,-59,-65,-71,-59,-77,-77,-80,-75,-75,-59,-62,-62,-75,-81,-81,-71,-71,-79,-85,-62,-75,-69,-79,-81,-76,-65,-73,-73,-79,-84,-100,-84,-90,-76,-76,-81,-81,-100,-84,-100,-76,-81,-100,-65,-83,-89,-90,-87,-85,-86,-83,-82,-86,-100,-83,-88,-76,-83,-72,-73,-79,-85,-86,-76,-77,-73,-81,-87,-88,-100,-100,-100,-81,-81,-84,-91,-87,-86,-87,-92,-85,-90,-100,-90,-100,-85,-100,-100,-100,-100,-100,-85,-100,-87,-88,-88,-100,-81,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-43,-100,-77,-74,-74,-74,-67,-67,-74,-74,-59,-60,-59,-52,-64,-58,-69,-67,-86,-74,-78,-67,-74,-59,-66,-71,-58,-77,-77,-79,-82,-74,-58,-61,-60,-74,-100,-100,-71,-71,-79,-85,-61,-75,-67,-79,-80,-79,-66,-75,-73,-78,-100,-100,-86,-90,-74,-74,-81,-81,-100,-86,-92,-74,-81,-100,-53,-83,-89,-88,-87,-85,-100,-83,-82,-86,-100,-84,-88,-76,-84,-73,-73,-79,-85,-100,-100,-77,-100,-100,-87,-87,-86,-100,-100,-100,-100,-87,-100,-100,-100,-100,-92,-86,-90,-100,-90,-84,-86,-100,-87,-100,-100,-100,-86,-100,-87,-87,-88,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-45,-73,-71,-74,-74,-74,-67,-67,-73,-73,-61,-61,-61,-51,-66,-60,-70,-67,-87,-73,-78,-67,-74,-61,-65,-71,-60,-76,-77,-79,-75,-72,-60,-60,-60,-72,-80,-79,-72,-71,-79,-86,-61,-72,-67,-80,-79,-77,-65,-75,-74,-78,-100,-73,-86,-90,-76,-76,-82,-80,-81,-85,-93,-76,-81,-100,-66,-83,-100,-85,-80,-85,-86,-84,-83,-86,-100,-83,-88,-77,-83,-73,-73,-78,-85,-100,-77,-77,-74,-81,-87,-87,-85,-100,-100,-81,-81,-82,-91,-100,-100,-100,-90,-84,-88,-100,-89,-84,-85,-100,-87,-100,-100,-100,-86,-100,-87,-87,-100,-100,-87,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-44,-74,-77,-73,-73,-73,-67,-67,-76,-76,-63,-63,-63,-54,-69,-63,-69,-70,-89,-73,-81,-67,-77,-63,-64,-75,-63,-76,-100,-82,-79,-76,-63,-64,-64,-76,-83,-83,-74,-75,-81,-100,-64,-76,-70,-82,-82,-100,-64,-100,-74,-80,-100,-74,-79,-88,-72,-72,-77,-78,-100,-100,-100,-72,-100,-100,-64,-100,-100,-100,-100,-100,-86,-80,-81,-100,-100,-81,-100,-100,-84,-72,-72,-80,-100,-85,-100,-77,-73,-100,-84,-88,-86,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-87,-100,-84,-100,-100,-84,-100,-100,-88,-100,-100,-88,-87,-100,-100,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-41,-74,-76,-74,-74,-74,-66,-67,-75,-75,-64,-64,-64,-60,-66,-62,-69,-70,-88,-74,-81,-67,-75,-65,-64,-74,-62,-76,-75,-83,-79,-77,-62,-64,-63,-77,-82,-82,-74,-74,-83,-100,-64,-77,-70,-83,-83,-100,-64,-100,-74,-80,-100,-74,-80,-90,-72,-72,-77,-78,-100,-79,-100,-72,-100,-100,-64,-100,-100,-86,-100,-100,-86,-80,-81,-100,-100,-81,-100,-100,-85,-72,-72,-80,-100,-85,-100,-77,-72,-100,-87,-89,-87,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-86,-100,-89,-100,-84,-86,-100,-87,-100,-92,-89,-85,-100,-90,-90,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-42,-75,-75,-73,-74,-73,-67,-67,-76,-76,-65,-64,-64,-58,-69,-62,-67,-67,-88,-73,-83,-67,-76,-65,-65,-75,-63,-100,-76,-82,-79,-78,-63,-63,-63,-78,-82,-82,-75,-74,-82,-89,-63,-78,-68,-83,-83,-81,-65,-78,-75,-84,-100,-75,-80,-92,-72,-72,-100,-100,-100,-79,-100,-72,-100,-100,-65,-86,-100,-85,-100,-100,-86,-83,-82,-100,-100,-100,-100,-100,-85,-73,-73,-83,-87,-88,-100,-76,-73,-100,-84,-89,-86,-100,-100,-83,-83,-100,-89,-100,-100,-100,-92,-86,-100,-88,-100,-100,-86,-100,-85,-100,-91,-88,-85,-100,-90,-90,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-42,-75,-63,-72,-72,-72,-66,-66,-76,-76,-64,-64,-64,-59,-69,-61,-69,-67,-87,-73,-83,-66,-76,-64,-65,-75,-61,-76,-76,-82,-74,-78,-61,-64,-63,-79,-80,-81,-73,-73,-82,-88,-63,-79,-68,-81,-83,-81,-64,-78,-75,-84,-100,-75,-79,-91,-74,-73,-77,-77,-100,-100,-100,-72,-78,-100,-65,-86,-100,-85,-100,-100,-84,-83,-83,-100,-100,-83,-100,-100,-100,-73,-72,-84,-87,-88,-100,-76,-73,-100,-84,-100,-86,-100,-100,-83,-83,-100,-87,-100,-100,-100,-92,-86,-100,-88,-100,-84,-86,-100,-84,-100,-91,-89,-86,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-39,-76,-77,-73,-73,-73,-65,-65,-73,-73,-62,-62,-62,-54,-72,-64,-70,-72,-88,-73,-83,-66,-72,-62,-64,-73,-64,-75,-77,-82,-81,-79,-64,-65,-63,-79,-85,-86,-73,-73,-82,-87,-66,-79,-71,-84,-100,-100,-64,-79,-75,-84,-74,-75,-79,-87,-72,-73,-77,-77,-100,-78,-100,-73,-77,-100,-64,-85,-100,-100,-100,-100,-86,-82,-83,-100,-100,-82,-100,-100,-100,-74,-72,-84,-87,-87,-100,-77,-74,-100,-84,-100,-86,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-87,-100,-87,-100,-84,-87,-90,-84,-90,-92,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
