38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,38:17:c3:1f:00:a2,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:24:47:52,38:17:c3:1f:09:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,38:17:c3:1f:14:02,38:17:c3:1f:14:01,38:17:c3:1f:14:12,38:17:c3:1f:09:83,38:17:c3:1f:14:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,44:48:c1:91:95:a0,44:48:c1:91:d0:02,44:48:c1:91:95:a1,44:48:c1:91:d0:00,38:17:c3:19:45:a1,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:83,44:48:c1:91:95:a3,38:17:c3:19:45:a2,a8:bd:27:4c:aa:82,38:17:c3:1f:19:d2,20:a6:cd:42:13:f2,a8:bd:27:4c:aa:93,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d2,38:17:c3:1f:09:90,44:48:c1:91:d0:11,38:17:c3:24:47:50,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,44:48:c1:91:95:b2,38:17:c3:1f:14:10,44:48:c1:91:d0:01,44:48:c1:91:95:a2,38:17:c3:1f:19:d0,38:17:c3:19:45:a0,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,a8:bd:27:4c:aa:90,20:a6:cd:42:13:f0,38:17:c3:1f:00:a1,38:17:c3:1f:09:81,38:17:c3:1f:09:82,a8:bd:27:4c:aa:92,38:17:c3:1f:00:a0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:91,38:17:c3:22:5e:f0,66:2a:2f:53:7c:99,ac:e2:d3:c4:08:e6,38:17:c3:22:61:90,38:17:c3:19:d7:70,38:17:c3:1f:19:f0,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,38:17:c3:19:36:30,20:a6:cd:42:0b:f3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:35:03,38:17:c3:19:36:32,38:17:c3:19:36:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:50,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,80:8d:b7:55:35:01,80:8d:b7:55:25:e1,80:8d:b7:55:35:02,80:8d:b7:55:25:e0,80:8d:b7:55:35:00,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,80:8d:b7:55:3a:52,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,38:17:c3:19:71:90,68:ff:7b:e4:af:39,80:8d:b7:55:3a:41,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,ea:9e:b4:53:24:54,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,20:a6:cd:50:24:a2,38:17:c3:1e:ff:00,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,38:17:c3:1e:ff:12,68:ff:7b:e4:af:38,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,38:17:c3:1e:ff:11,80:8d:b7:55:39:d1,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:22,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,38:17:c3:1f:0e:11,38:17:c3:1f:0e:10,38:17:c3:1f:22:20,80:8d:b7:55:4d:02,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,x,y,label
-71,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-83,-100,-100,-100,-84,-100,-100,-100,-86,-62,-100,-54,-100,-100,-100,-100,-100,-88,-59,-59,-69,-59,-89,-100,-54,-54,-100,-100,-100,-100,-79,-100,-100,-77,-78,-77,-77,-76,-76,-80,-76,-77,-80,-68,-84,-68,-83,-76,-83,-78,-88,-80,-79,-80,-89,-86,-79,-100,-100,-100,-100,-100,-81,-100,-100,-100,-81,-81,-87,-100,-81,-89,-100,-100,-87,-100,-89,-100,-87,-86,-85,-85,-77,-86,-100,-100,-100,-88,-86,-85,-100,-100,-100,-90,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-76,-100,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-52,-100,-54,-100,-100,-100,-88,-100,-100,-59,-59,-75,-59,-100,-100,-54,-54,-100,-100,-100,-100,-78,-100,-100,-72,-72,-72,-72,-81,-82,-76,-81,-81,-76,-78,-80,-78,-81,-77,-81,-78,-83,-76,-78,-78,-87,-88,-79,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-92,-81,-81,-100,-100,-100,-77,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-89,-100,-100,-100,-100,-92,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-89,-54,-100,-54,-100,-100,-100,-87,-100,-100,-59,-59,-80,-59,-100,-100,-54,-54,-100,-100,-100,-100,-80,-100,-100,-73,-73,-73,-73,-83,-83,-100,-83,-84,-100,-78,-80,-78,-80,-100,-80,-79,-81,-100,-77,-77,-100,-85,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-87,-87,-87,-79,-100,-87,-80,-81,-78,-100,-91,-100,-100,-100,-100,-87,-83,-84,-83,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-83,-100,-100,-100,-89,-54,-100,-55,-100,-100,-100,-79,-100,-100,-59,-59,-80,-59,-100,-100,-55,-55,-100,-100,-100,-100,-81,-100,-100,-73,-73,-72,-72,-83,-83,-76,-83,-84,-76,-78,-80,-78,-81,-100,-80,-79,-82,-76,-77,-77,-87,-85,-77,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-81,-87,-87,-87,-78,-100,-80,-80,-80,-78,-100,-91,-100,-100,-100,-100,-87,-83,-84,-83,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-52,-100,-54,-100,-100,-100,-79,-100,-100,-59,-59,-79,-59,-100,-100,-55,-54,-100,-100,-100,-100,-81,-100,-100,-72,-72,-72,-73,-82,-82,-76,-83,-82,-76,-78,-80,-78,-81,-78,-80,-79,-83,-76,-78,-78,-87,-100,-77,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-92,-100,-100,-100,-100,-100,-78,-100,-80,-80,-80,-78,-100,-89,-100,-100,-88,-87,-87,-83,-84,-82,-92,-88,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-75,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-55,-100,-55,-100,-100,-100,-100,-100,-100,-57,-57,-80,-59,-100,-100,-55,-55,-100,-100,-100,-100,-78,-100,-100,-73,-73,-73,-72,-82,-83,-75,-82,-82,-75,-78,-80,-78,-81,-78,-81,-78,-82,-75,-77,-77,-87,-100,-77,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-91,-100,-82,-100,-100,-100,-78,-100,-80,-80,-80,-78,-100,-90,-100,-100,-88,-87,-88,-83,-84,-83,-90,-88,-100,-100,-100,-89,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-76,-100,-100,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-55,-100,-55,-100,-100,-100,-100,-100,-100,-59,-59,-78,-59,-100,-100,-55,-55,-100,-100,-100,-100,-78,-100,-100,-72,-73,-72,-72,-75,-82,-76,-72,-82,-75,-78,-81,-78,-81,-79,-81,-78,-81,-75,-77,-77,-86,-88,-77,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-91,-82,-80,-100,-100,-100,-78,-85,-80,-80,-80,-78,-100,-90,-100,-100,-100,-87,-86,-84,-84,-84,-90,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-71,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-88,-41,-100,-60,-100,-100,-100,-100,-100,-100,-53,-53,-100,-53,-100,-100,-60,-60,-100,-100,-100,-100,-80,-100,-100,-74,-74,-74,-74,-81,-81,-78,-81,-81,-78,-77,-79,-100,-79,-100,-78,-100,-81,-78,-76,-77,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-89,-100,-78,-100,-100,-100,-100,-100,-100,-100,-86,-85,-85,-85,-100,-89,-89,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-70,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-79,-100,-100,-100,-80,-100,-100,-100,-85,-45,-100,-60,-100,-100,-100,-92,-100,-100,-53,-53,-100,-53,-100,-100,-60,-60,-100,-100,-100,-100,-81,-100,-100,-74,-74,-74,-74,-82,-81,-79,-82,-81,-79,-77,-79,-100,-79,-100,-78,-100,-85,-79,-77,-76,-87,-78,-76,-100,-88,-100,-100,-100,-100,-100,-100,-100,-78,-79,-89,-100,-79,-90,-100,-100,-83,-100,-100,-80,-87,-85,-85,-85,-100,-92,-89,-100,-100,-100,-87,-92,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-72,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-80,-100,-100,-100,-89,-48,-100,-57,-100,-100,-100,-91,-100,-100,-53,-53,-75,-53,-100,-100,-57,-57,-100,-100,-100,-100,-87,-100,-100,-75,-75,-75,-75,-80,-82,-79,-81,-81,-78,-77,-77,-77,-77,-78,-79,-100,-85,-78,-76,-77,-87,-78,-77,-100,-88,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-84,-79,-90,-100,-100,-84,-84,-84,-80,-86,-100,-100,-100,-100,-90,-100,-100,-100,-100,-87,-88,-100,-88,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-75,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-100,-72,-48,-100,-59,-100,-100,-100,-91,-100,-100,-53,-53,-74,-53,-100,-100,-59,-59,-100,-100,-100,-100,-80,-100,-100,-75,-75,-74,-75,-81,-80,-79,-78,-81,-79,-78,-79,-78,-79,-79,-79,-100,-83,-80,-77,-77,-86,-100,-77,-100,-88,-100,-100,-100,-85,-100,-100,-100,-79,-78,-100,-86,-78,-90,-100,-84,-84,-84,-84,-100,-87,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-88,-100,-88,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-71,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-82,-100,-100,-100,-87,-50,-100,-55,-100,-100,-100,-89,-100,-100,-53,-53,-74,-53,-100,-100,-57,-57,-100,-100,-100,-100,-79,-100,-100,-75,-75,-75,-75,-78,-78,-77,-78,-78,-77,-78,-79,-78,-78,-79,-79,-100,-86,-78,-77,-77,-86,-100,-70,-100,-88,-100,-100,-100,-85,-100,-100,-100,-80,-78,-100,-86,-79,-100,-100,-84,-100,-70,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-76,-100,-100,-75,-76,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-78,-100,-100,-100,-89,-48,-100,-55,-100,-100,-100,-92,-100,-100,-53,-53,-75,-53,-100,-100,-56,-56,-100,-100,-100,-100,-79,-100,-100,-77,-76,-76,-77,-80,-81,-81,-80,-80,-80,-77,-79,-77,-78,-77,-100,-100,-86,-80,-100,-100,-87,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-79,-92,-100,-100,-84,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-44,-100,-53,-100,-100,-100,-100,-100,-100,-58,-58,-80,-58,-100,-100,-54,-53,-100,-100,-100,-100,-84,-100,-100,-78,-77,-77,-78,-82,-83,-82,-82,-83,-81,-80,-80,-80,-80,-80,-80,-73,-100,-81,-81,-81,-100,-89,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-89,-81,-80,-92,-82,-81,-82,-83,-83,-73,-100,-81,-79,-81,-73,-91,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-76,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-82,-100,-100,-100,-89,-43,-100,-53,-100,-100,-100,-100,-100,-100,-58,-58,-81,-57,-100,-100,-53,-53,-100,-100,-100,-100,-84,-100,-100,-77,-78,-77,-78,-81,-81,-81,-82,-81,-81,-79,-80,-81,-80,-81,-80,-73,-100,-81,-81,-79,-100,-87,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-89,-82,-80,-92,-82,-81,-82,-83,-83,-73,-100,-81,-79,-81,-73,-91,-100,-100,-100,-100,-100,-100,-88,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-73,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-81,-100,-100,-100,-74,-44,-100,-54,-100,-100,-100,-94,-100,-100,-58,-57,-79,-58,-100,-100,-54,-54,-100,-100,-100,-100,-81,-100,-100,-78,-78,-78,-78,-80,-81,-79,-80,-80,-78,-80,-80,-79,-79,-81,-80,-100,-100,-78,-100,-79,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-88,-81,-78,-89,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-73,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-100,-88,-61,-100,-54,-100,-100,-100,-94,-100,-100,-58,-58,-78,-59,-100,-100,-54,-54,-100,-100,-100,-100,-83,-100,-100,-78,-77,-78,-78,-82,-82,-79,-82,-82,-78,-79,-79,-79,-80,-80,-80,-100,-100,-78,-100,-81,-89,-89,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-79,-79,-88,-82,-80,-87,-100,-83,-100,-82,-82,-100,-88,-100,-100,-82,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-73,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-100,-90,-62,-100,-54,-100,-100,-100,-92,-100,-100,-58,-58,-80,-56,-100,-100,-55,-54,-100,-100,-100,-100,-83,-100,-100,-78,-79,-79,-78,-81,-82,-79,-82,-77,-79,-80,-79,-80,-79,-81,-80,-100,-100,-79,-100,-80,-87,-100,-80,-100,-100,-100,-100,-100,-88,-100,-100,-100,-79,-78,-88,-81,-80,-88,-82,-82,-100,-83,-82,-100,-88,-81,-82,-82,-72,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-77,-100,-100,-78,-73,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-90,-44,-100,-54,-100,-100,-100,-92,-100,-100,-57,-57,-71,-57,-100,-100,-54,-54,-100,-100,-100,-100,-80,-100,-100,-79,-79,-78,-78,-81,-81,-81,-81,-81,-81,-75,-81,-79,-81,-79,-80,-73,-100,-81,-100,-80,-87,-89,-80,-86,-88,-100,-100,-100,-100,-100,-100,-100,-76,-79,-88,-82,-80,-88,-81,-82,-83,-83,-82,-100,-88,-81,-82,-82,-72,-87,-100,-100,-100,-100,-100,-100,-86,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
