38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,44:48:c1:91:d0:14,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,38:17:c3:1f:09:91,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:24:47:51,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:12,44:48:c1:91:95:a3,38:17:c3:1f:00:a0,44:48:c1:91:d0:11,b4:5d:50:e1:96:50,38:17:c3:1f:09:90,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:19:d0,38:17:c3:1f:14:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:00:a2,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:40,a8:bd:27:4c:aa:80,44:48:c1:91:95:a2,44:48:c1:91:d0:00,44:48:c1:91:d0:02,44:48:c1:91:d0:01,38:17:c3:1f:14:00,72:32:b1:3e:1a:b7,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,b4:5d:50:e1:96:43,44:48:c1:91:95:b1,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,44:48:c1:91:95:b3,44:48:c1:91:95:b0,38:17:c3:19:45:a2,20:a6:cd:42:0a:d2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:1f:09:80,38:17:c3:19:45:a0,44:48:c1:91:aa:30,38:17:c3:24:56:50,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:42,44:48:c1:91:95:a1,20:a6:cd:42:13:f2,44:48:c1:91:95:a0,20:a6:cd:42:0a:c2,20:a6:cd:42:13:f0,38:17:c3:22:61:90,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,38:17:c3:1f:09:81,38:17:c3:1f:09:83,38:17:c3:19:45:a1,20:a6:cd:42:13:f1,38:17:c3:19:d7:71,38:17:c3:19:d7:70,38:17:c3:1f:09:82,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:e2,38:17:c3:1f:19:e0,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e0,38:17:c3:19:d7:60,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,38:17:c3:1e:ff:10,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,80:8d:b7:55:35:10,80:8d:b7:55:35:12,02:54:af:fe:54:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,b0:be:76:f8:30:5e,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:71:91,38:17:c3:19:36:31,ea:9e:b4:53:24:54,20:a6:cd:50:24:a2,38:17:c3:19:71:90,20:a6:cd:50:24:a1,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,20:a6:cd:50:24:a0,80:8d:b7:55:39:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,80:8d:b7:55:29:d0,80:8d:b7:55:39:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c0,68:ff:7b:e4:af:38,00:4e:35:df:06:52,80:8d:b7:55:39:d2,20:a6:cd:50:24:b0,00:4e:35:de:e1:12,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,38:17:c3:1f:0e:10,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,x,y,label
-59,-63,-60,-56,-58,-60,-67,-76,-78,-74,-76,-80,-79,-76,-76,-79,-81,-80,-81,-82,-80,-85,-85,-80,-80,-83,-66,-76,-79,-83,-80,-100,-86,-80,-84,-84,-70,-70,-86,-84,-67,-73,-81,-79,-83,-73,-80,-100,-74,-74,-74,-70,-64,-78,-78,-78,-80,-84,-87,-100,-83,-84,-81,-78,-83,-87,-82,-81,-100,-100,-76,-74,-85,-100,-100,-76,-100,-100,-100,-100,-82,-81,-81,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-59,-66,-60,-64,-58,-60,-69,-76,-76,-75,-75,-80,-79,-76,-76,-79,-82,-80,-82,-83,-80,-86,-87,-80,-80,-83,-69,-76,-79,-82,-80,-100,-88,-81,-84,-84,-70,-70,-100,-83,-68,-100,-100,-75,-83,-100,-80,-100,-75,-74,-75,-70,-100,-78,-78,-78,-82,-84,-100,-100,-84,-85,-100,-78,-85,-88,-83,-81,-100,-100,-76,-74,-100,-100,-100,-75,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-62,-65,-63,-61,-65,-63,-66,-75,-78,-78,-100,-82,-82,-76,-76,-82,-100,-84,-86,-86,-85,-100,-100,-78,-78,-87,-66,-75,-82,-100,-85,-83,-92,-78,-81,-81,-78,-78,-87,-81,-66,-81,-100,-100,-85,-100,-100,-88,-80,-81,-81,-79,-100,-79,-79,-78,-75,-87,-87,-87,-83,-100,-100,-78,-87,-88,-84,-100,-100,-100,-100,-82,-87,-100,-88,-100,-100,-100,-100,-100,-83,-81,-86,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-63,-66,-63,-64,-58,-63,-67,-77,-74,-79,-81,-82,-82,-76,-76,-82,-84,-83,-85,-84,-84,-100,-100,-77,-77,-85,-68,-76,-82,-85,-83,-79,-92,-77,-82,-83,-78,-78,-87,-82,-68,-82,-100,-100,-81,-83,-100,-88,-81,-80,-81,-80,-100,-80,-80,-80,-79,-86,-88,-87,-85,-85,-100,-80,-86,-88,-84,-100,-100,-100,-100,-81,-86,-100,-88,-100,-100,-100,-100,-100,-83,-81,-86,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-66,-62,-65,-61,-62,-64,-76,-81,-80,-83,-81,-81,-76,-76,-81,-85,-83,-84,-84,-83,-100,-100,-81,-81,-87,-64,-75,-81,-84,-83,-83,-100,-81,-81,-82,-81,-80,-88,-82,-64,-83,-100,-100,-81,-83,-100,-86,-82,-81,-81,-81,-100,-77,-76,-76,-80,-85,-88,-87,-84,-84,-100,-77,-84,-88,-85,-86,-100,-100,-81,-82,-87,-100,-88,-81,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-59,-65,-59,-65,-69,-59,-66,-77,-76,-80,-80,-80,-80,-77,-77,-80,-86,-83,-86,-86,-83,-100,-100,-79,-79,-88,-66,-77,-80,-84,-84,-81,-100,-79,-83,-82,-79,-80,-88,-82,-66,-83,-100,-100,-85,-83,-100,-86,-81,-80,-81,-80,-100,-78,-78,-78,-79,-84,-100,-100,-85,-84,-86,-78,-84,-100,-85,-86,-100,-100,-81,-82,-87,-100,-88,-81,-100,-100,-100,-100,-86,-83,-100,-100,-100,-100,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-60,-65,-60,-64,-66,-60,-65,-76,-80,-80,-80,-80,-80,-76,-76,-80,-87,-84,-87,-86,-84,-100,-100,-79,-79,-63,-65,-76,-80,-85,-84,-81,-100,-79,-82,-83,-80,-79,-100,-82,-65,-84,-100,-100,-84,-83,-100,-100,-81,-80,-81,-79,-100,-79,-78,-78,-79,-86,-100,-100,-86,-86,-86,-78,-85,-100,-85,-100,-100,-100,-81,-100,-87,-100,-87,-81,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-85,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-63,-65,-64,-66,-67,-64,-64,-76,-80,-79,-82,-80,-80,-76,-76,-80,-84,-84,-85,-84,-85,-100,-100,-79,-79,-87,-64,-75,-77,-84,-84,-85,-90,-79,-82,-82,-72,-77,-100,-83,-64,-82,-100,-100,-87,-82,-100,-100,-81,-81,-81,-78,-100,-78,-78,-78,-81,-85,-100,-100,-83,-86,-100,-78,-84,-100,-85,-100,-100,-100,-83,-78,-87,-100,-87,-82,-100,-100,-100,-100,-84,-70,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-56,-66,-58,-61,-61,-58,-66,-79,-82,-77,-80,-82,-81,-79,-79,-81,-84,-85,-84,-83,-100,-100,-100,-79,-79,-83,-66,-80,-82,-83,-87,-100,-92,-79,-84,-85,-73,-73,-84,-86,-66,-100,-82,-80,-80,-100,-81,-100,-79,-80,-79,-73,-100,-85,-86,-85,-83,-100,-84,-85,-88,-100,-81,-86,-87,-85,-100,-81,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-84,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-55,-66,-55,-62,-59,-55,-69,-80,-82,-78,-81,-82,-82,-80,-80,-82,-85,-86,-84,-84,-86,-100,-100,-79,-79,-87,-69,-80,-82,-86,-86,-82,-92,-78,-86,-86,-74,-74,-84,-87,-69,-80,-79,-79,-81,-100,-78,-100,-79,-80,-78,-61,-100,-84,-84,-84,-83,-100,-84,-81,-88,-100,-81,-84,-87,-83,-100,-81,-100,-100,-80,-79,-100,-100,-100,-81,-100,-100,-100,-100,-85,-84,-82,-100,-100,-100,-85,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-56,-68,-56,-58,-63,-56,-70,-78,-81,-79,-81,-82,-82,-78,-78,-82,-85,-86,-85,-84,-86,-100,-100,-81,-82,-84,-70,-78,-82,-84,-86,-87,-100,-81,-86,-88,-74,-73,-84,-88,-71,-79,-79,-79,-82,-80,-78,-100,-80,-100,-78,-72,-100,-82,-82,-82,-77,-87,-85,-84,-87,-87,-100,-82,-86,-84,-88,-100,-100,-100,-80,-79,-100,-100,-100,-80,-100,-100,-100,-100,-85,-83,-100,-100,-100,-100,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-67,-59,-61,-61,-59,-66,-76,-82,-78,-82,-82,-82,-77,-77,-81,-86,-84,-87,-88,-85,-100,-100,-79,-80,-86,-66,-77,-80,-87,-84,-80,-100,-80,-87,-86,-74,-72,-86,-87,-66,-84,-79,-79,-83,-83,-100,-100,-80,-80,-80,-72,-100,-83,-82,-83,-79,-87,-86,-84,-89,-87,-84,-83,-86,-86,-88,-83,-100,-100,-82,-84,-100,-100,-100,-82,-100,-100,-100,-100,-86,-83,-83,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-56,-66,-57,-62,-62,-57,-69,-77,-82,-78,-80,-80,-80,-77,-77,-80,-87,-86,-87,-86,-86,-100,-100,-80,-80,-89,-68,-77,-80,-87,-85,-83,-90,-81,-87,-86,-72,-73,-84,-87,-68,-81,-63,-63,-66,-81,-64,-100,-80,-80,-80,-73,-66,-83,-82,-85,-78,-100,-84,-84,-86,-100,-81,-85,-88,-85,-88,-82,-100,-100,-81,-80,-100,-100,-100,-81,-100,-100,-100,-92,-86,-77,-82,-100,-100,-100,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-55,-66,-55,-61,-58,-55,-66,-77,-82,-78,-81,-81,-82,-77,-78,-82,-86,-84,-87,-86,-84,-100,-100,-79,-80,-84,-65,-77,-82,-87,-84,-83,-89,-80,-86,-87,-74,-73,-84,-86,-66,-80,-80,-79,-82,-80,-79,-100,-80,-80,-80,-74,-66,-100,-100,-85,-79,-100,-84,-84,-86,-100,-81,-86,-90,-85,-86,-81,-100,-100,-82,-81,-100,-100,-100,-81,-100,-100,-100,-92,-87,-85,-82,-100,-100,-100,-86,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-59,-65,-61,-61,-62,-60,-100,-76,-72,-78,-77,-83,-83,-76,-75,-83,-86,-87,-86,-85,-87,-92,-100,-74,-75,-82,-63,-75,-84,-86,-87,-82,-89,-75,-84,-100,-60,-70,-100,-100,-100,-80,-80,-100,-77,-80,-82,-100,-79,-80,-79,-71,-100,-83,-82,-82,-81,-88,-100,-100,-88,-88,-100,-83,-86,-100,-100,-100,-100,-100,-77,-79,-100,-100,-100,-76,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-65,-61,-61,-62,-61,-63,-76,-72,-79,-78,-85,-85,-76,-77,-86,-86,-85,-86,-85,-85,-92,-100,-75,-75,-84,-63,-76,-85,-86,-85,-82,-89,-75,-85,-84,-72,-72,-100,-85,-63,-81,-81,-81,-77,-81,-82,-100,-81,-81,-80,-72,-65,-82,-82,-81,-84,-87,-100,-100,-87,-87,-100,-82,-85,-100,-100,-88,-100,-100,-78,-80,-100,-100,-100,-78,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-64,-60,-64,-66,-60,-63,-76,-78,-78,-74,-84,-85,-75,-76,-85,-100,-87,-86,-87,-86,-100,-100,-75,-75,-85,-63,-76,-85,-100,-86,-84,-100,-75,-86,-84,-72,-72,-100,-85,-63,-80,-81,-81,-71,-81,-83,-100,-81,-84,-80,-71,-65,-82,-82,-82,-66,-87,-100,-100,-88,-89,-100,-82,-88,-88,-100,-88,-100,-100,-72,-80,-100,-100,-100,-78,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-65,-61,-64,-66,-61,-63,-76,-72,-80,-78,-85,-84,-76,-76,-84,-86,-87,-87,-87,-85,-100,-100,-74,-74,-85,-63,-76,-86,-87,-87,-82,-100,-74,-85,-86,-71,-72,-100,-86,-63,-81,-81,-82,-77,-80,-79,-100,-81,-81,-81,-71,-65,-82,-82,-82,-84,-89,-100,-100,-89,-89,-87,-82,-87,-88,-86,-100,-100,-100,-76,-81,-100,-100,-100,-77,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-65,-61,-57,-63,-61,-63,-76,-77,-75,-78,-85,-85,-76,-76,-85,-86,-86,-86,-87,-86,-100,-100,-74,-74,-83,-63,-76,-86,-87,-86,-82,-100,-75,-85,-86,-71,-72,-91,-87,-63,-81,-72,-71,-78,-80,-79,-85,-81,-80,-80,-71,-100,-83,-83,-83,-86,-89,-100,-100,-86,-100,-87,-83,-87,-90,-86,-100,-100,-100,-78,-81,-100,-100,-100,-78,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-61,-65,-61,-62,-65,-61,-63,-75,-77,-79,-78,-85,-85,-75,-76,-85,-87,-86,-86,-87,-86,-100,-100,-74,-74,-85,-63,-76,-84,-87,-87,-82,-91,-75,-87,-86,-71,-71,-90,-85,-63,-81,-65,-66,-64,-80,-66,-86,-80,-80,-80,-71,-100,-82,-82,-81,-83,-89,-100,-100,-87,-86,-100,-82,-87,-90,-100,-100,-100,-100,-77,-81,-86,-100,-87,-77,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-92,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
