38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,b4:5d:50:e1:96:51,38:17:c3:1f:14:12,b4:5d:50:e1:96:53,38:17:c3:1f:14:11,b4:5d:50:e1:96:52,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d1,44:48:c1:91:d0:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,44:48:c1:91:d0:10,44:48:c1:91:d0:14,38:17:c3:1f:14:01,44:48:c1:91:d0:04,b4:5d:50:e1:96:41,38:17:c3:1f:14:02,a8:bd:27:4c:aa:82,44:48:c1:91:d0:00,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:45:b2,38:17:c3:19:45:b1,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c0,38:17:c3:1f:09:92,38:17:c3:24:47:52,38:17:c3:1f:09:91,38:17:c3:24:47:51,38:17:c3:1f:09:93,44:48:c1:91:95:a3,38:17:c3:1f:09:83,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:81,38:17:c3:1f:09:82,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:31,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,44:48:c1:91:d0:11,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,38:17:c3:1f:19:d0,38:17:c3:19:45:b0,44:48:c1:91:95:b2,9c:d6:43:60:92:e0,38:17:c3:1f:09:90,38:17:c3:24:47:50,38:17:c3:1f:09:80,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,38:17:c3:22:61:90,38:17:c3:19:36:30,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c1,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,20:a6:cd:42:13:e1,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:22:5e:f0,38:17:c3:1a:cf:d0,38:17:c3:1f:1c:10,72:32:b1:3e:1a:b8,44:48:c1:91:95:a1,44:48:c1:91:aa:22,b0:b8:67:3d:c2:f1,b0:b8:67:3d:c2:f0,38:17:c3:19:d7:70,b0:b8:67:3d:c2:f2,44:48:c1:91:d0:02,38:17:c3:1f:19:c1,20:a6:cd:42:13:e2,38:17:c3:1f:1c:12,20:a6:cd:42:13:e0,44:48:c1:91:aa:21,44:48:c1:91:aa:20,44:48:c1:91:9d:50,38:17:c3:1a:cf:d1,38:17:c3:1a:cf:d2,38:17:c3:1f:19:c2,44:48:c1:91:95:a2,b6:e6:2d:69:d5:58,38:17:c3:1f:19:f0,38:17:c3:1f:19:c0,86:0d:8e:aa:25:a4,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:19:36:31,38:17:c3:19:36:32,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,38:17:c3:19:d7:72,20:a6:cd:42:0b:e1,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:71,80:8d:b7:55:35:03,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e3,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:35:02,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,ea:9e:b4:53:24:54,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,80:8d:b7:55:29:d0,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:35:01,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:00,20:a6:cd:50:24:a2,68:ff:7b:e4:af:39,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b0,68:ff:7b:e4:af:38,20:a6:cd:50:24:b2,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:71:92,20:a6:cd:50:24:a1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,38:17:c3:1e:ff:11,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,00:4e:35:df:06:52,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,38:17:c3:1e:ff:12,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:1e:ff:10,38:17:c3:19:36:20,38:17:c3:1e:ff:00,38:17:c3:1f:22:31,38:17:c3:1f:0e:12,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,00:4e:35:df:06:42,38:17:c3:1f:22:32,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:51,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:de:e1:11,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:de:e1:10,44:48:c1:a5:82:30,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,b4:5d:50:e1:92:23,00:4e:35:de:e1:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,38:17:c3:1f:0e:02,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,80:8d:b7:55:4d:11,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,x,y,label
-62,-59,-62,-62,-75,-70,-75,-70,-75,-51,-64,-64,-71,-75,-71,-71,-76,-76,-66,-70,-74,-66,-79,-73,-83,-83,-82,-82,-82,-79,-80,-73,-73,-80,-80,-79,-80,-80,-78,-81,-79,-82,-83,-84,-100,-79,-84,-100,-70,-74,-63,-71,-75,-72,-66,-100,-83,-80,-82,-70,-80,-80,-80,-83,-100,-100,-100,-100,-100,-59,-74,-70,-73,-76,-75,-79,-100,-88,-89,-86,-100,-74,-76,-87,-87,-100,-51,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-88,-88,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-62,-59,-62,-62,-75,-70,-75,-70,-75,-54,-64,-64,-71,-75,-71,-71,-76,-75,-66,-69,-74,-66,-79,-73,-82,-83,-81,-82,-82,-80,-80,-74,-73,-80,-81,-80,-80,-80,-76,-79,-79,-83,-83,-83,-100,-79,-86,-100,-70,-76,-64,-71,-75,-73,-66,-100,-82,-80,-82,-73,-81,-80,-79,-83,-100,-100,-100,-100,-100,-59,-74,-70,-73,-76,-75,-79,-79,-88,-89,-86,-100,-74,-76,-87,-87,-100,-51,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-89,-88,-88,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-58,-59,-58,-58,-78,-71,-78,-71,-77,-57,-63,-63,-77,-74,-77,-77,-75,-74,-68,-69,-74,-69,-79,-73,-85,-86,-81,-80,-81,-77,-77,-68,-74,-83,-80,-82,-79,-82,-82,-74,-74,-83,-84,-83,-100,-77,-81,-100,-71,-78,-63,-77,-75,-73,-68,-100,-86,-77,-81,-83,-82,-80,-77,-85,-100,-100,-100,-100,-87,-58,-74,-88,-74,-100,-78,-79,-77,-88,-86,-100,-100,-74,-76,-88,-87,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-88,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-58,-58,-58,-58,-76,-72,-76,-72,-76,-51,-62,-62,-78,-75,-78,-78,-74,-74,-68,-72,-73,-69,-76,-100,-85,-85,-81,-80,-81,-77,-78,-69,-74,-82,-80,-82,-80,-82,-77,-75,-74,-84,-85,-84,-100,-77,-86,-100,-72,-77,-62,-78,-74,-73,-68,-100,-85,-78,-81,-79,-83,-80,-77,-84,-100,-100,-100,-100,-87,-59,-73,-71,-74,-100,-78,-100,-77,-88,-86,-100,-100,-100,-77,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-58,-58,-58,-58,-77,-72,-77,-72,-77,-54,-62,-62,-78,-75,-78,-78,-75,-75,-68,-73,-73,-69,-77,-100,-85,-84,-80,-81,-81,-78,-78,-70,-75,-82,-80,-82,-80,-82,-82,-75,-75,-84,-84,-84,-76,-77,-84,-100,-73,-76,-63,-78,-75,-74,-69,-100,-85,-78,-81,-82,-82,-80,-77,-84,-100,-100,-100,-100,-87,-58,-73,-72,-74,-100,-78,-100,-77,-89,-86,-100,-100,-74,-77,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-57,-58,-58,-58,-76,-71,-76,-71,-76,-57,-63,-63,-78,-75,-78,-78,-75,-76,-100,-70,-73,-69,-78,-100,-86,-85,-81,-81,-81,-77,-77,-68,-75,-82,-80,-82,-80,-83,-79,-75,-75,-84,-84,-85,-76,-76,-83,-100,-72,-75,-62,-78,-76,-74,-69,-100,-86,-78,-80,-73,-83,-80,-77,-84,-100,-100,-100,-100,-87,-58,-73,-73,-74,-100,-78,-100,-77,-89,-100,-84,-100,-74,-77,-87,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-58,-57,-58,-58,-75,-72,-76,-71,-75,-57,-62,-62,-78,-74,-78,-78,-75,-74,-100,-70,-100,-69,-78,-100,-85,-85,-80,-81,-82,-78,-77,-69,-74,-83,-80,-82,-81,-82,-79,-75,-75,-84,-84,-85,-76,-76,-83,-100,-72,-76,-62,-78,-75,-74,-69,-100,-86,-78,-81,-73,-83,-81,-77,-84,-100,-100,-100,-100,-87,-58,-73,-73,-74,-100,-100,-100,-77,-88,-100,-84,-100,-74,-100,-89,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-58,-58,-58,-58,-76,-72,-76,-72,-75,-54,-62,-62,-78,-74,-78,-78,-74,-74,-100,-72,-100,-68,-75,-100,-86,-86,-81,-80,-81,-78,-78,-69,-74,-81,-80,-81,-80,-82,-79,-76,-75,-84,-84,-85,-77,-72,-81,-100,-72,-76,-63,-78,-74,-74,-68,-100,-86,-78,-80,-72,-81,-80,-77,-84,-77,-100,-100,-100,-87,-58,-73,-73,-74,-100,-100,-100,-77,-89,-100,-84,-100,-100,-78,-89,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-57,-63,-57,-57,-76,-68,-76,-68,-76,-56,-62,-61,-76,-75,-76,-77,-75,-75,-69,-86,-68,-69,-76,-75,-83,-83,-81,-80,-81,-79,-79,-73,-71,-81,-80,-84,-79,-84,-76,-78,-75,-85,-83,-84,-78,-72,-85,-100,-68,-76,-62,-76,-75,-74,-69,-100,-83,-79,-80,-76,-85,-80,-77,-85,-77,-100,-100,-100,-87,-63,-73,-72,-74,-100,-100,-100,-77,-89,-100,-100,-100,-100,-78,-89,-100,-100,-63,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-58,-63,-58,-58,-76,-68,-76,-68,-76,-56,-62,-63,-77,-76,-77,-77,-76,-76,-69,-86,-68,-69,-76,-75,-83,-82,-82,-82,-100,-78,-78,-69,-71,-85,-80,-84,-80,-85,-76,-81,-75,-84,-84,-84,-77,-100,-85,-100,-68,-76,-63,-77,-75,-100,-69,-100,-82,-79,-82,-75,-84,-80,-80,-84,-77,-100,-100,-88,-100,-63,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-63,-58,-57,-76,-68,-76,-68,-76,-54,-62,-63,-76,-75,-76,-77,-75,-75,-69,-86,-68,-69,-76,-75,-83,-82,-82,-82,-83,-78,-78,-69,-71,-85,-80,-84,-79,-84,-83,-80,-75,-84,-84,-84,-77,-80,-85,-100,-68,-76,-63,-76,-75,-100,-69,-100,-83,-78,-82,-75,-84,-80,-79,-84,-77,-100,-100,-88,-100,-63,-100,-72,-72,-79,-79,-100,-81,-100,-100,-100,-100,-70,-80,-87,-100,-100,-55,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-63,-57,-58,-76,-68,-76,-68,-76,-57,-62,-63,-76,-75,-77,-77,-75,-75,-100,-100,-70,-69,-100,-100,-82,-83,-82,-82,-83,-79,-79,-71,-72,-85,-79,-84,-79,-83,-82,-80,-74,-84,-83,-82,-77,-81,-83,-100,-68,-77,-63,-77,-76,-72,-69,-100,-83,-78,-81,-78,-84,-79,-80,-84,-100,-100,-100,-87,-100,-63,-70,-72,-72,-79,-79,-80,-80,-87,-88,-84,-100,-70,-80,-87,-100,-100,-57,-100,-100,-100,-100,-100,-100,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-63,-58,-58,-76,-68,-76,-68,-76,-58,-62,-61,-76,-76,-77,-77,-76,-76,-100,-74,-70,-69,-76,-100,-83,-83,-82,-82,-83,-78,-78,-76,-72,-86,-79,-100,-79,-84,-81,-81,-74,-83,-84,-84,-76,-79,-71,-100,-68,-76,-62,-77,-76,-72,-69,-100,-83,-79,-80,-76,-84,-80,-79,-84,-76,-100,-100,-86,-100,-63,-70,-73,-72,-79,-79,-80,-79,-87,-88,-85,-100,-70,-80,-88,-100,-100,-59,-100,-100,-100,-100,-100,-100,-76,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-85,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-56,-63,-57,-57,-76,-68,-76,-68,-76,-55,-62,-61,-76,-76,-76,-77,-76,-75,-100,-74,-70,-69,-76,-100,-82,-83,-82,-82,-83,-78,-78,-73,-72,-85,-79,-84,-79,-83,-84,-82,-73,-83,-84,-83,-76,-79,-83,-100,-68,-76,-62,-76,-75,-72,-69,-100,-83,-79,-80,-78,-84,-80,-79,-83,-77,-100,-100,-86,-100,-63,-70,-71,-72,-100,-100,-80,-79,-87,-88,-85,-100,-70,-80,-88,-100,-100,-59,-100,-100,-100,-100,-100,-100,-75,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-85,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-57,-61,-58,-58,-74,-61,-73,-61,-74,-52,-60,-60,-77,-72,-76,-77,-73,-72,-67,-71,-71,-67,-76,-100,-83,-83,-85,-100,-83,-75,-75,-71,-75,-85,-79,-84,-79,-83,-79,-78,-71,-84,-86,-83,-76,-80,-83,-100,-61,-73,-60,-77,-72,-74,-67,-100,-83,-75,-85,-78,-84,-79,-80,-84,-77,-100,-100,-85,-100,-61,-71,-72,-74,-100,-100,-100,-80,-87,-100,-85,-87,-72,-100,-88,-100,-100,-52,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-100,-100,-81,-81,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-56,-61,-56,-56,-74,-61,-73,-61,-74,-53,-59,-59,-76,-72,-76,-76,-73,-72,-67,-71,-71,-67,-74,-100,-81,-82,-85,-86,-100,-76,-76,-73,-75,-83,-78,-82,-78,-83,-79,-80,-72,-84,-84,-100,-74,-82,-100,-100,-61,-74,-59,-76,-72,-76,-67,-100,-82,-76,-85,-83,-82,-79,-80,-84,-74,-100,-100,-87,-100,-62,-71,-72,-75,-100,-100,-100,-80,-100,-100,-100,-87,-72,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-81,-81,-86,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
