60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,b4:5d:50:e1:96:53,38:17:c3:1f:14:12,38:17:c3:1f:14:11,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:19:45:b2,38:17:c3:19:45:b1,44:48:c1:91:d0:14,38:17:c3:1f:19:d2,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:d1,44:48:c1:91:d0:04,b4:5d:50:e1:96:43,38:17:c3:1f:09:92,38:17:c3:1f:09:83,38:17:c3:1f:09:93,a8:bd:27:4c:aa:91,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b3,38:17:c3:1f:09:81,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:83,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,44:48:c1:91:d0:11,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,38:17:c3:24:47:50,9c:d6:43:60:92:e0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:90,44:48:c1:91:95:b2,38:17:c3:1f:09:91,a8:bd:27:4c:aa:82,38:17:c3:1f:09:90,38:17:c3:1f:09:82,38:17:c3:1f:1c:10,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:d0:02,20:a6:cd:42:0a:c1,66:2a:2f:53:7c:99,b6:e6:2d:69:d5:58,38:17:c3:1a:cf:d1,44:48:c1:91:d0:00,b4:5d:50:e1:96:42,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:22:5e:f0,86:0d:8e:aa:25:a4,38:17:c3:1f:14:01,44:48:c1:91:95:a3,38:17:c3:19:45:a1,ac:e2:d3:c4:08:e6,44:48:c1:91:aa:22,80:8d:b7:55:25:e3,44:48:c1:91:95:a2,38:17:c3:19:36:30,20:a6:cd:42:13:f0,b4:5d:50:e1:96:41,44:48:c1:91:aa:21,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,a8:bd:27:4c:aa:80,44:48:c1:91:aa:20,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:45:a0,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,20:a6:cd:42:13:e0,38:17:c3:22:61:80,38:17:c3:1a:cf:d2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:1f:19:f1,44:48:c1:91:95:a0,38:17:c3:19:45:a2,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,38:17:c3:19:d7:60,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:36:31,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,b0:be:76:f8:30:5e,80:8d:b7:55:29:d0,80:8d:b7:55:35:13,80:8d:b7:55:3a:50,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:01,80:8d:b7:55:35:00,68:ff:7b:e4:af:39,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:35:02,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,80:8d:b7:55:39:d0,20:a6:cd:50:24:a2,80:8d:b7:55:39:d1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,68:ff:7b:e4:af:38,80:8d:b7:55:39:d2,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:19:71:90,38:17:c3:19:71:82,20:a6:cd:50:24:a1,20:a6:cd:50:24:b0,20:a6:cd:50:24:a0,20:a6:cd:50:24:b1,38:17:c3:19:36:22,80:8d:b7:55:39:c2,00:4e:35:df:06:40,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:1f:22:30,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:19:71:81,38:17:c3:19:71:80,80:8d:b7:55:39:c1,00:4e:35:df:06:41,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,00:4e:35:df:06:42,38:17:c3:1f:22:21,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:22,b4:5d:50:e1:92:23,38:17:c3:1f:0e:02,00:4e:35:de:e1:11,00:4e:35:de:e1:10,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,80:8d:b7:55:4d:02,80:8d:b7:55:4d:10,80:8d:b7:55:4d:11,80:8d:b7:55:4d:12,x,y,label
-100,-66,-66,-100,-73,-74,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-74,-88,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-52,-100,-41,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-74,-100,-62,-100,-100,-100,-78,-62,-62,-78,-78,-78,-62,-61,-62,-83,-79,-83,-78,-74,-79,-78,-78,-72,-72,-100,-80,-78,-79,-82,-78,-79,-78,-75,-74,-100,-74,-74,-82,-81,-75,-76,-76,-80,-82,-80,-75,-100,-85,-80,-74,-85,-85,-85,-100,-100,-88,-100,-89,-100,-82,-100,-100,-76,-100,-81,-86,-100,-100,-86,-100,-100,-100,-82,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-66,-67,-100,-72,-73,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-74,-88,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-60,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-74,-100,-62,-100,-100,-67,-78,-61,-62,-78,-78,-78,-61,-61,-61,-83,-78,-83,-78,-74,-79,-78,-78,-100,-72,-100,-80,-78,-79,-83,-82,-79,-79,-75,-100,-100,-100,-74,-83,-83,-75,-77,-76,-81,-82,-81,-78,-78,-100,-81,-74,-84,-85,-85,-100,-100,-88,-100,-89,-100,-82,-100,-100,-76,-100,-80,-86,-100,-100,-86,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-67,-67,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-73,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-59,-100,-71,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-74,-100,-62,-100,-100,-67,-78,-62,-62,-78,-78,-78,-61,-61,-61,-84,-78,-83,-78,-75,-79,-78,-78,-100,-72,-100,-80,-79,-79,-82,-82,-79,-79,-75,-100,-100,-100,-74,-82,-82,-75,-76,-76,-81,-82,-80,-78,-78,-85,-80,-74,-84,-85,-84,-100,-100,-87,-100,-87,-100,-100,-100,-100,-77,-100,-80,-86,-100,-100,-86,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-87,-67,-67,-85,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-74,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-59,-100,-71,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-100,-62,-100,-100,-67,-79,-61,-62,-79,-79,-78,-62,-61,-62,-84,-79,-84,-77,-75,-79,-78,-78,-100,-72,-100,-80,-79,-79,-82,-76,-79,-79,-75,-100,-100,-74,-75,-82,-82,-75,-77,-76,-80,-73,-81,-78,-78,-85,-81,-74,-84,-84,-86,-83,-100,-87,-100,-87,-100,-100,-100,-100,-76,-81,-80,-100,-100,-100,-86,-100,-100,-100,-100,-82,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-87,-61,-61,-85,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-69,-100,-89,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-71,-100,-84,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-75,-100,-100,-64,-100,-100,-100,-79,-64,-64,-79,-79,-78,-62,-61,-62,-85,-78,-85,-78,-75,-76,-79,-78,-100,-100,-100,-84,-79,-76,-79,-76,-76,-76,-75,-100,-100,-78,-76,-78,-78,-75,-80,-79,-86,-73,-85,-78,-78,-85,-86,-76,-81,-81,-81,-83,-100,-85,-100,-85,-100,-81,-100,-82,-80,-80,-80,-87,-100,-85,-86,-100,-100,-100,-100,-82,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-60,-60,-100,-70,-70,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-69,-100,-89,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-63,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-70,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-62,-100,-100,-71,-76,-61,-61,-76,-76,-76,-100,-59,-59,-85,-77,-85,-78,-75,-79,-77,-77,-100,-100,-100,-84,-81,-79,-79,-100,-78,-78,-100,-100,-84,-78,-76,-80,-80,-76,-76,-76,-83,-100,-84,-81,-81,-85,-83,-76,-82,-82,-83,-100,-100,-85,-100,-85,-100,-81,-100,-82,-76,-79,-80,-87,-100,-85,-86,-100,-100,-100,-100,-82,-100,-79,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-62,-62,-100,-66,-64,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-64,-100,-89,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-75,-100,-86,-100,-100,-100,-100,-100,-100,-100,-86,-100,-69,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-75,-75,-76,-63,-100,-100,-71,-78,-63,-63,-78,-78,-77,-62,-62,-62,-86,-77,-86,-76,-73,-80,-77,-77,-76,-76,-77,-84,-79,-79,-82,-84,-79,-79,-76,-77,-84,-76,-76,-80,-81,-76,-76,-76,-83,-100,-83,-79,-79,-85,-83,-77,-83,-83,-85,-100,-100,-85,-100,-85,-100,-81,-100,-82,-76,-79,-77,-87,-100,-85,-86,-100,-100,-100,-100,-82,-100,-79,-84,-86,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-63,-63,-83,-63,-63,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-63,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-75,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-69,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-75,-76,-61,-100,-100,-71,-79,-61,-61,-79,-79,-78,-62,-62,-62,-86,-78,-85,-78,-73,-82,-78,-78,-76,-76,-77,-100,-79,-81,-79,-83,-82,-82,-76,-76,-84,-76,-76,-79,-78,-77,-76,-76,-82,-100,-83,-79,-79,-86,-82,-78,-87,-87,-85,-82,-100,-100,-100,-100,-100,-100,-100,-83,-76,-79,-77,-87,-100,-100,-86,-100,-100,-82,-83,-83,-100,-79,-84,-86,-79,-78,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-88,-63,-62,-83,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-74,-100,-86,-100,-100,-100,-100,-100,-100,-100,-87,-100,-69,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-75,-75,-76,-62,-100,-100,-100,-79,-62,-62,-79,-79,-79,-61,-62,-62,-86,-77,-85,-77,-73,-81,-77,-77,-76,-76,-77,-86,-78,-81,-79,-80,-81,-81,-76,-75,-100,-76,-100,-79,-79,-75,-76,-75,-82,-81,-83,-78,-79,-86,-82,-78,-84,-84,-84,-82,-81,-100,-81,-100,-100,-100,-100,-82,-75,-79,-78,-100,-100,-100,-100,-100,-100,-82,-83,-82,-100,-78,-100,-100,-79,-78,-87,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-88,-63,-63,-83,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-81,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-71,-71,-72,-62,-100,-100,-70,-79,-62,-62,-79,-79,-79,-61,-61,-61,-86,-77,-85,-77,-79,-81,-77,-77,-74,-75,-75,-80,-78,-81,-79,-82,-81,-81,-75,-75,-75,-100,-100,-78,-78,-75,-76,-75,-81,-81,-81,-77,-79,-86,-81,-78,-84,-84,-84,-84,-81,-88,-81,-100,-100,-100,-100,-82,-75,-79,-78,-100,-100,-100,-87,-100,-100,-84,-84,-82,-100,-78,-100,-100,-100,-100,-87,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-88,-68,-68,-84,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-63,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-72,-100,-85,-100,-100,-100,-100,-100,-100,-100,-86,-100,-70,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-71,-71,-72,-60,-100,-100,-71,-77,-60,-59,-77,-77,-77,-57,-57,-56,-86,-75,-85,-76,-79,-75,-75,-75,-74,-75,-75,-76,-78,-74,-80,-68,-74,-75,-75,-75,-75,-100,-100,-80,-80,-75,-79,-78,-82,-76,-82,-77,-79,-85,-82,-100,-84,-85,-86,-84,-76,-86,-77,-86,-100,-100,-100,-82,-79,-79,-78,-83,-100,-86,-88,-84,-100,-84,-84,-82,-100,-78,-100,-100,-100,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-68,-68,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-75,-100,-100,-60,-100,-100,-71,-78,-60,-60,-77,-77,-77,-56,-56,-56,-100,-76,-100,-76,-100,-74,-76,-76,-100,-100,-100,-77,-100,-75,-80,-68,-74,-75,-75,-75,-85,-100,-100,-80,-80,-75,-79,-78,-82,-76,-82,-100,-100,-85,-82,-73,-100,-85,-86,-100,-76,-86,-77,-86,-100,-82,-100,-82,-79,-100,-100,-86,-100,-86,-86,-84,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-69,-68,-84,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-70,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-75,-75,-60,-100,-100,-71,-77,-59,-60,-77,-77,-77,-57,-56,-56,-100,-75,-100,-75,-77,-75,-75,-75,-74,-74,-100,-76,-100,-75,-80,-80,-75,-75,-76,-76,-83,-100,-100,-79,-80,-74,-79,-78,-82,-76,-82,-100,-100,-85,-82,-72,-100,-85,-85,-100,-76,-86,-77,-86,-100,-82,-100,-82,-79,-78,-78,-85,-100,-86,-87,-84,-85,-100,-100,-83,-84,-100,-100,-100,-79,-100,-100,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-68,-68,-100,-100,-74,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-75,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-75,-75,-75,-59,-100,-100,-100,-78,-59,-60,-78,-78,-78,-56,-56,-56,-100,-75,-100,-75,-68,-75,-76,-75,-74,-74,-100,-77,-100,-75,-80,-80,-74,-75,-76,-76,-83,-100,-100,-80,-80,-74,-78,-78,-82,-100,-82,-100,-100,-100,-82,-72,-100,-100,-86,-100,-100,-100,-100,-100,-100,-82,-100,-82,-79,-78,-79,-86,-100,-100,-89,-86,-85,-100,-100,-83,-85,-78,-100,-100,-79,-100,-100,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-68,-67,-100,-74,-73,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-75,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-75,-75,-75,-60,-100,-100,-100,-78,-60,-60,-77,-78,-78,-57,-56,-57,-100,-76,-100,-75,-68,-75,-75,-75,-69,-67,-100,-68,-100,-75,-80,-80,-74,-75,-75,-76,-83,-73,-74,-80,-80,-75,-78,-79,-82,-100,-82,-100,-100,-100,-81,-72,-86,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-85,-100,-100,-87,-86,-85,-100,-100,-83,-85,-77,-100,-100,-79,-100,-100,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-68,-68,-85,-72,-73,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-72,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-75,-100,-100,-60,-100,-100,-100,-78,-60,-60,-78,-78,-78,-56,-57,-57,-100,-76,-100,-75,-76,-75,-75,-76,-74,-74,-75,-77,-100,-75,-80,-81,-75,-75,-74,-100,-100,-73,-74,-80,-80,-74,-79,-79,-81,-100,-81,-100,-100,-85,-81,-100,-86,-85,-85,-100,-100,-85,-100,-85,-100,-82,-100,-100,-79,-78,-77,-85,-100,-86,-87,-86,-100,-100,-100,-82,-85,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-71,-71,-85,-67,-66,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-68,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-75,-100,-100,-62,-100,-100,-100,-84,-62,-62,-84,-83,-83,-56,-57,-59,-100,-73,-100,-74,-76,-80,-74,-74,-74,-74,-75,-81,-100,-79,-82,-80,-79,-79,-74,-100,-100,-75,-75,-82,-82,-74,-79,-79,-82,-100,-82,-100,-100,-85,-82,-75,-86,-85,-85,-100,-100,-85,-100,-85,-100,-82,-100,-100,-79,-78,-79,-86,-100,-87,-87,-100,-100,-100,-100,-82,-100,-77,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,707,175,32
-100,-71,-71,-82,-67,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-54,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-71,-85,-62,-62,-86,-87,-85,-100,-61,-60,-100,-73,-100,-73,-76,-79,-73,-73,-100,-100,-100,-81,-77,-79,-82,-80,-79,-79,-75,-74,-100,-75,-75,-83,-82,-74,-78,-78,-82,-100,-82,-77,-77,-85,-82,-75,-100,-100,-100,-100,-100,-85,-100,-85,-100,-100,-100,-100,-78,-100,-79,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,707,175,32
