38:17:c3:1f:00:a0,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:14:02,38:17:c3:1f:14:01,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:1f:14:12,38:17:c3:1f:14:11,44:48:c1:91:d0:02,44:48:c1:91:d0:04,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:d0:14,38:17:c3:19:45:b1,38:17:c3:19:45:b2,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:1f:19:d1,38:17:c3:24:47:51,38:17:c3:1f:19:d2,38:17:c3:24:47:52,38:17:c3:1f:09:83,38:17:c3:1f:09:81,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:83,38:17:c3:1f:09:92,44:48:c1:91:95:b1,38:17:c3:1f:09:91,38:17:c3:1f:09:93,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:95:b0,44:48:c1:91:95:b3,44:48:c1:91:aa:32,38:17:c3:22:61:91,ac:e2:d3:c4:08:e6,92:32:4b:b2:cc:47,38:17:c3:1f:00:b0,38:17:c3:1f:14:00,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:1f:14:10,44:48:c1:91:d0:01,20:a6:cd:42:0a:c2,44:48:c1:91:d0:11,38:17:c3:19:45:b0,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:09:80,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,20:a6:cd:42:13:e0,38:17:c3:22:61:90,66:2a:2f:53:7c:99,44:48:c1:91:d0:00,20:a6:cd:42:0a:c3,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:95:a3,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:13:e2,20:a6:cd:42:13:e1,44:48:c1:91:aa:31,38:17:c3:1a:cf:d2,38:17:c3:1a:cf:d1,38:17:c3:19:45:a0,44:48:c1:91:95:a2,38:17:c3:1f:19:f0,44:48:c1:91:aa:30,38:17:c3:1a:cf:d0,44:48:c1:91:9d:50,38:17:c3:1f:09:82,44:48:c1:91:aa:21,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,a8:bd:27:4c:aa:80,38:17:c3:1f:19:c0,b0:b8:67:3d:c2:f2,44:48:c1:91:aa:22,38:17:c3:22:5e:f2,44:48:c1:91:aa:20,38:17:c3:1f:1c:10,38:17:c3:22:5e:f0,b6:e6:2d:69:d5:58,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:40,20:a6:cd:42:0b:f3,38:17:c3:22:5e:f1,86:0d:8e:aa:25:a4,20:a6:cd:42:0b:f0,38:17:c3:19:d7:70,38:17:c3:1f:19:f2,38:17:c3:1f:19:e1,38:17:c3:1f:19:f1,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,38:17:c3:19:36:30,80:8d:b7:55:35:10,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:13,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:3a:42,b0:be:76:f8:30:5e,20:a6:cd:50:24:a0,80:8d:b7:55:3a:40,20:a6:cd:50:24:a2,38:17:c3:1e:ff:10,68:ff:7b:e4:af:38,80:8d:b7:55:29:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:71:92,80:8d:b7:55:29:d1,38:17:c3:19:71:90,80:8d:b7:55:39:d0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,38:17:c3:19:71:91,80:8d:b7:55:35:02,80:8d:b7:55:35:00,20:a6:cd:50:24:b0,38:17:c3:19:71:80,38:17:c3:19:71:81,00:4e:35:df:06:52,38:17:c3:19:71:82,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,20:a6:cd:50:24:b1,80:8d:b7:55:39:c0,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,38:17:c3:19:36:21,38:17:c3:19:36:20,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,00:4e:35:df:06:50,80:8d:b7:55:29:c2,38:17:c3:1f:22:31,80:8d:b7:55:29:c0,38:17:c3:1f:22:32,00:4e:35:de:e1:12,00:4e:35:df:06:41,80:8d:b7:55:29:c1,00:4e:35:df:06:42,00:4e:35:df:06:40,00:4e:35:df:06:51,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:4d:10,80:8d:b7:55:4d:00,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-61,-60,-60,-55,-51,-61,-61,-71,-61,-61,-66,-66,-76,-72,-75,-76,-72,-72,-68,-68,-72,-71,-71,-70,-76,-79,-80,-76,-76,-81,-81,-81,-81,-76,-76,-75,-75,-76,-82,-80,-81,-81,-81,-82,-82,-81,-81,-100,-100,-100,-100,-60,-66,-72,-76,-68,-100,-70,-76,-80,-81,-71,-80,-81,-75,-80,-82,-84,-100,-87,-100,-74,-100,-78,-76,-100,-76,-84,-83,-100,-88,-87,-100,-77,-100,-100,-87,-100,-75,-100,-100,-100,-75,-100,-100,-100,-87,-100,-100,-86,-100,-100,-70,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-61,-61,-61,-52,-51,-61,-61,-71,-61,-61,-66,-66,-77,-72,-76,-77,-72,-72,-68,-68,-71,-69,-71,-70,-75,-79,-80,-74,-75,-81,-81,-81,-81,-76,-76,-75,-75,-76,-80,-81,-80,-81,-82,-81,-82,-80,-80,-100,-100,-100,-100,-60,-66,-72,-77,-68,-71,-70,-75,-80,-81,-70,-81,-80,-75,-80,-82,-83,-100,-100,-100,-74,-100,-78,-83,-100,-76,-100,-84,-100,-88,-87,-100,-77,-100,-100,-87,-100,-76,-100,-100,-100,-75,-100,-100,-100,-87,-100,-100,-86,-100,-72,-73,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-61,-63,-63,-56,-51,-61,-60,-68,-59,-59,-66,-66,-75,-72,-75,-75,-72,-72,-68,-68,-71,-70,-71,-71,-74,-78,-78,-74,-75,-81,-81,-81,-82,-80,-79,-75,-75,-76,-84,-83,-84,-83,-83,-82,-82,-83,-83,-100,-100,-100,-100,-58,-66,-72,-75,-68,-71,-71,-74,-78,-81,-74,-81,-85,-78,-84,-83,-83,-100,-100,-100,-71,-75,-75,-83,-100,-100,-100,-84,-100,-100,-100,-75,-77,-100,-100,-100,-100,-79,-100,-100,-100,-75,-100,-100,-100,-87,-100,-100,-87,-88,-69,-73,-100,-100,-90,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-63,-63,-56,-100,-61,-61,-71,-59,-59,-66,-66,-75,-72,-75,-75,-73,-72,-69,-69,-72,-70,-70,-71,-74,-78,-78,-74,-75,-86,-81,-86,-81,-80,-79,-74,-76,-74,-83,-82,-83,-82,-83,-83,-83,-83,-83,-100,-100,-82,-100,-58,-66,-72,-75,-69,-71,-71,-74,-78,-86,-74,-81,-83,-78,-83,-83,-100,-100,-100,-72,-68,-75,-75,-85,-78,-79,-100,-100,-100,-100,-100,-75,-78,-100,-100,-100,-100,-79,-100,-100,-100,-76,-100,-100,-100,-87,-100,-100,-87,-88,-69,-100,-100,-100,-90,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-63,-64,-52,-100,-61,-61,-38,-58,-58,-66,-66,-75,-73,-75,-75,-73,-73,-69,-69,-72,-70,-70,-71,-74,-77,-78,-74,-74,-84,-80,-86,-81,-80,-79,-74,-76,-75,-82,-84,-81,-82,-83,-83,-83,-83,-82,-100,-100,-82,-100,-58,-66,-73,-75,-69,-71,-71,-74,-78,-85,-74,-81,-82,-78,-83,-83,-100,-100,-100,-72,-72,-75,-75,-85,-78,-79,-100,-100,-100,-100,-100,-75,-78,-100,-100,-100,-100,-79,-100,-100,-100,-76,-100,-100,-100,-87,-100,-100,-87,-88,-69,-100,-100,-100,-90,-87,-100,-90,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-62,-61,-54,-58,-62,-62,-70,-59,-59,-66,-67,-75,-73,-75,-75,-73,-73,-69,-69,-72,-68,-70,-71,-74,-78,-78,-73,-74,-84,-80,-85,-80,-100,-100,-76,-76,-75,-82,-83,-82,-82,-83,-83,-84,-84,-84,-100,-100,-82,-100,-58,-67,-73,-75,-69,-71,-71,-74,-78,-85,-73,-81,-82,-80,-84,-84,-100,-100,-100,-72,-69,-75,-100,-85,-78,-79,-100,-100,-100,-100,-100,-75,-78,-100,-100,-100,-100,-79,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-63,-63,-53,-58,-62,-62,-74,-59,-59,-66,-66,-77,-76,-77,-77,-76,-76,-67,-67,-71,-68,-71,-100,-75,-78,-78,-75,-75,-85,-80,-84,-81,-100,-79,-76,-76,-75,-84,-83,-83,-84,-84,-84,-85,-84,-83,-100,-100,-100,-100,-59,-66,-76,-77,-67,-100,-71,-75,-79,-85,-76,-80,-83,-80,-82,-85,-100,-100,-100,-100,-74,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-79,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-87,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-62,-62,-62,-52,-58,-62,-61,-74,-58,-58,-66,-66,-77,-75,-77,-77,-75,-75,-68,-68,-72,-72,-72,-71,-75,-78,-78,-75,-74,-86,-81,-86,-82,-78,-79,-77,-76,-75,-84,-85,-84,-83,-84,-84,-85,-84,-83,-100,-100,-100,-100,-58,-67,-75,-77,-68,-100,-71,-75,-79,-85,-75,-81,-84,-80,-85,-84,-100,-100,-100,-72,-66,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-70,-87,-100,-89,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-61,-62,-62,-66,-58,-61,-61,-71,-57,-57,-72,-72,-77,-74,-77,-77,-74,-74,-67,-67,-72,-72,-72,-71,-73,-82,-82,-73,-73,-86,-81,-86,-80,-58,-76,-74,-75,-75,-82,-82,-80,-82,-84,-84,-84,-81,-81,-100,-100,-100,-100,-56,-67,-74,-74,-67,-100,-72,-73,-82,-86,-79,-80,-84,-76,-81,-86,-100,-100,-100,-72,-74,-100,-100,-79,-100,-100,-85,-100,-100,-100,-100,-100,-80,-86,-100,-100,-100,-76,-100,-100,-83,-74,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-87,-100,-89,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-67,-67,-59,-100,-58,-60,-70,-57,-57,-68,-67,-78,-74,-78,-77,-74,-74,-67,-67,-74,-75,-100,-64,-74,-82,-82,-74,-74,-85,-78,-86,-79,-76,-76,-75,-75,-75,-83,-83,-83,-82,-85,-85,-83,-82,-83,-100,-100,-100,-100,-57,-70,-74,-78,-67,-100,-72,-74,-82,-86,-77,-79,-82,-68,-83,-85,-100,-100,-100,-100,-74,-100,-100,-79,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-83,-74,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-64,-64,-60,-100,-62,-62,-70,-58,-58,-68,-67,-78,-78,-79,-79,-78,-79,-67,-67,-74,-75,-75,-74,-74,-80,-81,-74,-74,-85,-79,-86,-79,-76,-76,-72,-73,-72,-83,-83,-83,-83,-85,-85,-83,-83,-82,-100,-100,-83,-100,-56,-72,-78,-79,-67,-100,-75,-74,-81,-86,-78,-79,-83,-76,-83,-85,-100,-100,-100,-100,-71,-100,-100,-76,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-83,-74,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-63,-64,-64,-57,-59,-62,-63,-70,-57,-58,-68,-67,-78,-78,-78,-78,-77,-78,-67,-67,-77,-73,-74,-73,-74,-80,-80,-74,-74,-87,-78,-87,-79,-77,-75,-73,-73,-69,-82,-82,-82,-82,-85,-85,-85,-83,-82,-100,-100,-83,-100,-57,-72,-77,-78,-67,-76,-73,-74,-80,-87,-78,-79,-79,-76,-83,-86,-100,-100,-100,-100,-71,-100,-100,-79,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-63,-63,-57,-59,-62,-62,-70,-56,-56,-72,-72,-75,-76,-75,-75,-76,-76,-67,-67,-77,-73,-74,-73,-72,-80,-81,-72,-72,-86,-79,-86,-78,-77,-75,-67,-76,-77,-83,-82,-84,-83,-84,-85,-84,-83,-83,-100,-100,-83,-100,-56,-72,-76,-75,-67,-76,-73,-72,-81,-86,-78,-79,-84,-75,-82,-84,-100,-100,-100,-100,-71,-100,-100,-79,-100,-100,-85,-86,-100,-100,-100,-100,-82,-100,-100,-100,-100,-74,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-62,-63,-63,-60,-59,-63,-63,-70,-57,-57,-70,-71,-75,-76,-75,-76,-76,-75,-67,-67,-75,-73,-74,-73,-72,-82,-82,-72,-72,-84,-79,-84,-79,-78,-75,-75,-75,-75,-83,-82,-84,-83,-84,-84,-84,-83,-82,-100,-100,-100,-100,-57,-71,-76,-76,-67,-74,-73,-72,-82,-84,-77,-79,-81,-75,-82,-85,-100,-100,-88,-100,-71,-100,-100,-82,-100,-100,-85,-86,-100,-100,-100,-100,-82,-100,-100,-100,-100,-74,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-63,-63,-60,-58,-61,-61,-70,-57,-57,-70,-71,-76,-75,-76,-76,-75,-75,-66,-66,-76,-71,-100,-100,-75,-76,-76,-75,-75,-84,-78,-84,-78,-76,-100,-75,-75,-75,-83,-84,-84,-83,-84,-84,-84,-86,-85,-100,-100,-100,-100,-57,-66,-75,-77,-66,-74,-100,-75,-76,-84,-74,-78,-83,-75,-86,-85,-100,-100,-88,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-78,-82,-100,-100,-100,-100,-74,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-72,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-62,-62,-57,-58,-62,-62,-100,-57,-57,-100,-100,-77,-76,-77,-77,-76,-76,-67,-67,-76,-71,-100,-74,-74,-77,-77,-74,-74,-85,-78,-86,-78,-76,-100,-78,-100,-72,-82,-85,-83,-83,-84,-85,-85,-85,-84,-100,-100,-100,-100,-56,-66,-76,-78,-67,-100,-75,-74,-77,-85,-74,-78,-82,-100,-85,-85,-100,-100,-88,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-78,-100,-86,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-62,-63,-62,-56,-58,-62,-62,-73,-57,-57,-67,-100,-78,-74,-77,-77,-73,-73,-67,-67,-76,-76,-76,-76,-74,-77,-77,-74,-74,-85,-79,-85,-79,-75,-78,-78,-100,-72,-83,-85,-83,-83,-87,-84,-85,-85,-86,-100,-100,-83,-100,-57,-68,-73,-78,-67,-100,-75,-74,-77,-84,-56,-80,-83,-78,-86,-85,-100,-100,-88,-100,-72,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-78,-100,-86,-100,-100,-100,-78,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-89,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
