b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,ea:9e:b4:53:24:54,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,38:17:c3:1f:0e:01,38:17:c3:19:d7:72,38:17:c3:19:d7:71,38:17:c3:1f:0e:02,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,44:48:c1:a5:82:30,80:8d:b7:55:25:f0,00:4e:35:de:e1:12,80:8d:b7:55:35:00,38:17:c3:19:d7:70,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,20:a6:cd:50:24:b2,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:0e:10,38:17:c3:1f:01:90,80:8d:b7:55:35:12,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:39:c1,38:17:c3:19:d7:61,20:a6:cd:50:24:b1,80:8d:b7:55:35:10,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:25:e3,44:48:c1:a5:82:21,38:17:c3:19:45:b2,38:17:c3:19:45:b1,b4:5d:50:e1:92:23,80:8d:b7:55:3a:40,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,38:17:c3:1f:01:82,00:4e:35:df:06:50,44:48:c1:a5:82:22,60:32:b1:3e:1a:b7,00:4e:35:df:06:51,00:4e:35:df:06:40,38:17:c3:1f:22:32,00:4e:35:de:e1:11,ac:e2:d3:c4:08:e6,00:4e:35:df:06:41,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,68:ff:7b:e4:af:39,44:48:c1:a5:82:20,80:8d:b7:55:35:01,38:17:c3:19:d7:62,38:17:c3:1f:01:81,00:4e:35:de:e1:10,b4:5d:50:e1:92:33,38:17:c3:19:d7:60,38:17:c3:19:71:90,b4:5d:50:e1:92:31,20:a6:cd:50:24:a0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,00:4e:35:df:06:42,72:32:b1:3e:1a:b7,38:17:c3:19:45:a2,38:17:c3:1e:ff:02,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:45:a1,38:17:c3:1f:01:80,38:17:c3:19:45:b0,38:17:c3:19:55:50,38:17:c3:19:45:a0,38:17:c3:1e:ff:01,80:8d:b7:55:25:e0,38:17:c3:1e:ff:00,72:32:b1:3e:1a:b8,38:17:c3:19:55:40,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,38:17:c3:1f:09:83,38:17:c3:1f:09:90,68:ff:7b:e4:af:38,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,38:17:c3:1f:22:31,00:4e:35:de:e1:00,44:48:c1:91:95:b3,00:4e:35:de:e1:02,b4:5d:50:e1:92:32,00:4e:35:de:e1:01,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:92:30,38:17:c3:19:55:41,38:17:c3:1f:09:93,38:17:c3:19:71:91,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:21,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:55:42,20:a6:cd:42:0b:f2,38:17:c3:1f:08:50,38:17:c3:19:71:92,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,44:48:c1:91:95:b2,00:4e:35:de:d7:53,38:17:c3:1f:08:42,a8:bd:27:4c:bd:30,44:48:c1:91:95:b0,a8:bd:27:4c:bd:22,00:4e:35:de:d7:52,44:48:c1:91:95:b1,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:1f:08:41,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:21,38:17:c3:1f:22:22,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:19:71:81,38:17:c3:19:71:82,00:4e:35:de:d7:41,38:17:c3:19:71:80,00:4e:35:de:d7:42,a8:bd:27:4c:bd:20,38:17:c3:1f:22:21,00:4e:35:de:d7:43,00:4e:35:de:d7:40,38:17:c3:1e:fc:b0,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1f:22:20,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a1,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:4f:10,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:a2,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b2,38:17:c3:1b:08:a2,38:17:c3:1b:08:a0,38:17:c3:1b:08:a1,38:17:c3:1b:08:b1,9c:d6:43:60:92:e0,x,y,timestamp
-72,-78,-79,-68,-68,-69,-48,-81,-81,-76,-76,-75,-60,-73,-73,-60,-78,-68,-69,-81,-75,-87,-73,-73,-77,-77,-77,-86,-61,-54,-54,-77,-76,-54,-76,-66,-66,-66,-69,-78,-86,-66,-80,-87,-100,-67,-73,-79,-76,-82,-82,-87,-81,-100,-87,-100,-80,-100,-87,-80,-86,-100,-100,-80,-85,-88,-90,-91,-100,-73,-77,-100,-89,-93,-77,-100,-100,-100,-80,-80,-84,-89,-86,-100,-100,-100,-100,-100,-82,-91,-100,-100,-100,-100,-100,-100,-100,-81,-82,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,634,2675119695958
-72,-78,-79,-69,-69,-69,-50,-72,-75,-75,-75,-75,-58,-74,-75,-59,-79,-68,-69,-80,-75,-88,-71,-72,-76,-76,-77,-85,-59,-54,-54,-77,-77,-54,-77,-65,-64,-64,-69,-78,-86,-65,-81,-87,-100,-72,-71,-80,-76,-83,-83,-87,-81,-100,-88,-100,-80,-76,-87,-81,-85,-100,-86,-78,-85,-100,-90,-91,-76,-71,-78,-100,-87,-89,-78,-100,-90,-100,-81,-81,-86,-88,-100,-100,-100,-100,-100,-100,-83,-90,-100,-100,-83,-100,-76,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,634,2679716400644
-73,-75,-75,-70,-70,-100,-53,-79,-79,-72,-72,-72,-57,-71,-71,-58,-76,-70,-100,-79,-72,-88,-72,-71,-100,-100,-100,-84,-58,-58,-58,-73,-74,-58,-74,-58,-58,-58,-100,-77,-85,-59,-80,-100,-100,-68,-73,-75,-75,-88,-100,-100,-77,-100,-91,-76,-80,-74,-82,-80,-100,-100,-100,-100,-100,-100,-100,-100,-75,-72,-100,-76,-89,-89,-77,-88,-90,-100,-78,-77,-82,-100,-100,-100,-100,-89,-100,-76,-100,-90,-100,-100,-79,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,617,2722984956565
-71,-75,-75,-71,-71,-100,-51,-78,-78,-71,-71,-71,-59,-71,-71,-60,-75,-71,-100,-79,-71,-88,-72,-72,-78,-77,-78,-84,-59,-58,-58,-73,-73,-58,-73,-60,-60,-60,-100,-77,-84,-60,-79,-85,-100,-59,-73,-75,-75,-86,-86,-100,-79,-100,-87,-76,-78,-74,-81,-78,-100,-100,-100,-80,-83,-100,-100,-100,-75,-72,-77,-75,-89,-89,-77,-88,-90,-100,-78,-78,-84,-82,-100,-82,-100,-89,-100,-75,-87,-91,-100,-82,-80,-82,-100,-100,-100,-79,-79,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,617,2727475717604
-72,-75,-75,-70,-70,-69,-52,-78,-78,-71,-71,-71,-59,-71,-71,-60,-75,-71,-69,-79,-71,-100,-73,-72,-79,-79,-79,-84,-59,-58,-58,-73,-73,-58,-73,-60,-60,-60,-69,-77,-84,-59,-81,-84,-100,-70,-68,-75,-75,-87,-87,-100,-78,-100,-69,-76,-82,-74,-80,-81,-82,-100,-100,-77,-82,-100,-100,-85,-75,-73,-77,-76,-100,-89,-77,-100,-90,-86,-78,-78,-81,-82,-100,-83,-100,-100,-100,-75,-87,-91,-100,-82,-80,-82,-100,-100,-100,-79,-79,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,617,2732153673019
-72,-76,-75,-70,-69,-69,-51,-79,-79,-71,-71,-70,-58,-71,-71,-58,-76,-70,-69,-79,-72,-100,-72,-71,-79,-79,-79,-85,-58,-58,-58,-74,-74,-58,-74,-58,-58,-58,-69,-77,-84,-58,-78,-85,-100,-69,-71,-100,-74,-87,-87,-100,-77,-88,-69,-100,-82,-74,-81,-78,-82,-100,-100,-77,-81,-100,-100,-85,-75,-72,-77,-76,-100,-91,-77,-90,-90,-86,-78,-78,-81,-100,-100,-83,-100,-100,-100,-78,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,617,2736862377549
-72,-75,-75,-72,-72,-69,-53,-79,-79,-72,-72,-72,-58,-71,-71,-58,-75,-72,-69,-79,-72,-88,-73,-72,-77,-78,-77,-84,-58,-57,-57,-73,-73,-57,-73,-58,-58,-58,-69,-100,-84,-58,-78,-84,-100,-67,-73,-100,-74,-86,-87,-90,-79,-88,-91,-77,-78,-76,-81,-78,-100,-100,-100,-83,-83,-100,-100,-92,-75,-73,-77,-77,-100,-89,-77,-90,-100,-100,-79,-79,-83,-81,-100,-81,-89,-89,-100,-77,-87,-89,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,617,2741485465828
-74,-76,-76,-71,-70,-69,-52,-78,-78,-71,-71,-71,-58,-72,-72,-58,-76,-71,-69,-78,-71,-86,-72,-71,-77,-78,-77,-84,-58,-57,-57,-73,-73,-57,-73,-60,-60,-60,-69,-76,-84,-60,-82,-84,-100,-67,-72,-76,-75,-85,-85,-90,-78,-100,-89,-77,-81,-75,-82,-81,-100,-100,-86,-83,-83,-100,-100,-92,-75,-72,-76,-76,-86,-90,-76,-100,-100,-100,-78,-79,-83,-82,-100,-82,-89,-89,-100,-77,-86,-89,-100,-82,-79,-82,-100,-100,-100,-78,-79,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,617,2746017795879
-77,-75,-75,-70,-69,-67,-62,-77,-77,-74,-74,-73,-56,-70,-70,-56,-75,-70,-67,-77,-74,-86,-100,-70,-82,-81,-81,-81,-57,-59,-59,-76,-76,-59,-76,-61,-61,-61,-67,-76,-81,-61,-82,-81,-100,-66,-100,-74,-73,-86,-86,-100,-100,-87,-89,-100,-82,-72,-100,-82,-82,-85,-87,-76,-82,-100,-100,-100,-72,-100,-76,-100,-87,-90,-77,-100,-100,-100,-76,-76,-82,-87,-100,-83,-100,-100,-100,-100,-87,-89,-100,-82,-100,-83,-100,-86,-100,-100,-100,-100,-100,-88,-89,-100,-86,-86,-92,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,600,2806700253460
-72,-76,-75,-71,-71,-67,-55,-78,-78,-73,-73,-72,-57,-70,-70,-57,-76,-71,-67,-78,-73,-87,-69,-71,-82,-82,-82,-80,-57,-58,-58,-76,-76,-58,-77,-61,-61,-62,-67,-76,-80,-61,-80,-80,-84,-69,-100,-74,-72,-86,-86,-100,-78,-86,-89,-100,-81,-72,-88,-82,-81,-87,-87,-77,-82,-100,-100,-100,-72,-69,-76,-100,-87,-91,-76,-100,-90,-84,-78,-77,-81,-87,-100,-83,-100,-100,-100,-100,-87,-89,-100,-82,-78,-83,-86,-86,-100,-78,-80,-100,-100,-88,-90,-100,-85,-86,-92,-84,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,600,2811048885802
-71,-75,-75,-70,-69,-67,-58,-75,-75,-74,-73,-74,-57,-69,-69,-57,-75,-69,-67,-75,-74,-86,-71,-69,-80,-81,-79,-80,-57,-59,-59,-77,-77,-59,-78,-61,-61,-61,-67,-77,-81,-61,-82,-80,-84,-74,-70,-73,-72,-86,-100,-87,-77,-83,-79,-100,-82,-73,-87,-81,-81,-85,-87,-82,-81,-100,-100,-100,-73,-71,-77,-100,-87,-90,-76,-88,-91,-84,-77,-77,-81,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-82,-78,-83,-86,-100,-100,-78,-80,-94,-100,-100,-90,-100,-85,-85,-100,-86,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,600,2815788127154
-72,-75,-75,-69,-69,-67,-57,-76,-76,-74,-74,-74,-58,-70,-69,-57,-75,-69,-66,-76,-74,-88,-70,-69,-82,-82,-82,-80,-57,-59,-59,-78,-78,-59,-79,-61,-61,-61,-67,-77,-80,-61,-82,-81,-100,-75,-70,-73,-73,-85,-85,-87,-78,-83,-72,-100,-82,-73,-87,-82,-82,-85,-87,-79,-82,-100,-100,-100,-72,-70,-77,-100,-87,-90,-77,-88,-91,-84,-78,-79,-80,-88,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-78,-83,-86,-100,-100,-78,-78,-94,-100,-88,-90,-100,-85,-86,-100,-86,-90,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,600,2820679848975
-75,-75,-75,-70,-70,-67,-57,-76,-76,-73,-73,-73,-59,-70,-70,-58,-75,-70,-66,-77,-73,-87,-70,-70,-81,-81,-81,-80,-58,-58,-58,-78,-79,-58,-79,-61,-61,-61,-67,-77,-80,-61,-83,-80,-84,-70,-69,-76,-73,-85,-85,-100,-78,-84,-91,-100,-83,-72,-100,-82,-81,-87,-100,-79,-81,-84,-100,-100,-73,-69,-77,-80,-100,-87,-76,-100,-90,-84,-78,-78,-81,-88,-100,-100,-100,-100,-100,-80,-100,-90,-100,-100,-80,-100,-87,-100,-100,-78,-79,-100,-100,-88,-89,-90,-86,-86,-100,-84,-100,-85,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,600,2825520910067
-73,-75,-75,-71,-71,-66,-58,-77,-76,-74,-74,-74,-60,-70,-70,-60,-75,-77,-100,-76,-74,-87,-70,-70,-81,-82,-81,-82,-59,-58,-58,-76,-77,-58,-77,-61,-61,-61,-66,-76,-81,-61,-84,-80,-84,-65,-69,-68,-73,-84,-85,-88,-76,-84,-92,-100,-83,-72,-87,-83,-83,-85,-100,-77,-81,-84,-100,-100,-73,-70,-76,-80,-86,-89,-76,-100,-89,-74,-76,-77,-82,-100,-85,-82,-100,-100,-100,-80,-100,-100,-100,-82,-76,-82,-87,-86,-100,-77,-77,-92,-100,-100,-89,-90,-87,-86,-100,-85,-89,-84,-88,-88,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,600,2830343143763
-73,-73,-72,-71,-71,-100,-55,-75,-75,-73,-73,-73,-67,-71,-71,-70,-73,-71,-100,-75,-73,-87,-69,-71,-79,-79,-79,-84,-66,-61,-61,-76,-77,-61,-77,-58,-58,-58,-100,-79,-83,-58,-82,-84,-75,-67,-68,-75,-72,-83,-82,-88,-73,-100,-92,-81,-100,-72,-100,-81,-100,-100,-85,-52,-100,-83,-100,-100,-100,-69,-100,-81,-87,-100,-100,-87,-100,-83,-73,-73,-100,-84,-100,-100,-100,-100,-100,-100,-83,-91,-100,-100,-77,-100,-100,-100,-100,-76,-77,-100,-87,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,583,2868780107238
-74,-75,-72,-71,-70,-69,-57,-73,-73,-74,-74,-74,-66,-70,-70,-66,-75,-70,-69,-73,-74,-83,-69,-70,-80,-80,-80,-83,-67,-60,-60,-77,-78,-60,-78,-58,-58,-58,-69,-79,-82,-58,-82,-83,-83,-58,-68,-75,-71,-83,-82,-88,-73,-82,-63,-80,-83,-71,-84,-82,-82,-83,-85,-82,-82,-84,-74,-100,-71,-68,-100,-81,-87,-100,-100,-87,-100,-84,-73,-74,-82,-84,-100,-100,-100,-100,-100,-80,-83,-91,-100,-100,-77,-100,-100,-100,-100,-76,-77,-90,-82,-100,-90,-91,-79,-100,-100,-100,-100,-100,-91,-90,-100,-100,-84,-88,-91,-83,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,583,2873339219997
-72,-74,-73,-70,-70,-71,-56,-77,-77,-73,-73,-73,-66,-70,-69,-66,-75,-71,-69,-77,-73,-88,-68,-71,-80,-80,-80,-83,-67,-60,-60,-76,-77,-60,-78,-57,-57,-57,-69,-79,-83,-57,-82,-83,-83,-67,-69,-81,-72,-83,-83,-88,-73,-82,-81,-80,-81,-72,-84,-82,-81,-83,-100,-81,-81,-84,-74,-100,-72,-69,-100,-82,-100,-100,-100,-88,-100,-84,-73,-73,-82,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-90,-82,-87,-90,-91,-79,-100,-100,-100,-100,-100,-91,-90,-100,-87,-84,-88,-84,-83,-86,-84,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,583,2878137848849
-74,-73,-73,-71,-71,-70,-59,-75,-75,-75,-75,-75,-67,-71,-70,-67,-74,-71,-71,-75,-75,-87,-68,-71,-79,-100,-100,-84,-66,-62,-62,-74,-75,-62,-74,-58,-59,-58,-70,-100,-84,-59,-81,-84,-83,-67,-69,-81,-72,-82,-83,-88,-72,-100,-81,-100,-82,-71,-84,-82,-82,-100,-100,-78,-81,-82,-100,-100,-72,-69,-80,-82,-88,-100,-100,-87,-100,-82,-73,-72,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-87,-89,-91,-100,-100,-100,-100,-100,-100,-90,-90,-100,-87,-100,-100,-91,-100,-91,-84,-87,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,583,2882776438587
-77,-74,-74,-71,-71,-69,-53,-75,-75,-74,-74,-74,-65,-70,-70,-66,-74,-71,-69,-75,-74,-86,-68,-71,-79,-78,-79,-83,-66,-59,-59,-77,-77,-59,-77,-57,-57,-57,-69,-80,-83,-57,-81,-83,-83,-66,-68,-77,-71,-82,-82,-87,-72,-100,-89,-100,-82,-72,-84,-81,-82,-100,-100,-75,-82,-82,-100,-100,-72,-68,-79,-100,-88,-100,-80,-88,-100,-82,-72,-72,-81,-85,-100,-100,-89,-88,-100,-100,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-100,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-88,-91,-100,-91,-100,-87,-90,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,258,583,2887389662960
