80:8d:b7:55:29:c0,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:19:71:90,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,38:17:c3:1f:0e:12,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:d7:60,38:17:c3:1f:0e:10,38:17:c3:19:d7:61,38:17:c3:19:45:a0,38:17:c3:1f:0e:11,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,80:8d:b7:55:29:d0,38:17:c3:1f:00:b0,80:8d:b7:55:29:d1,38:17:c3:1f:00:b1,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,00:4e:35:df:06:51,00:4e:35:df:06:52,38:17:c3:1f:22:21,66:2a:2f:53:7c:99,38:17:c3:1f:00:b2,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,68:ff:7b:e4:af:39,80:8d:b7:55:29:c2,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1f:00:a0,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,38:17:c3:1f:22:22,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1f:22:32,38:17:c3:1e:ff:02,38:17:c3:1f:22:31,38:17:c3:1e:ff:01,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:29:d2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,80:8d:b7:55:4d:01,80:8d:b7:55:4d:00,00:4e:35:df:06:50,38:17:c3:1f:22:20,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,80:8d:b7:55:4d:10,80:8d:b7:55:4d:02,20:a6:cd:42:0b:e3,00:4e:35:de:e1:11,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,00:4e:35:df:06:42,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,b4:5d:50:e1:92:23,38:17:c3:1f:08:50,00:4e:35:df:06:41,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,00:4e:35:df:06:40,38:17:c3:1f:09:93,38:17:c3:19:36:30,38:17:c3:1f:09:83,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:1f:09:90,38:17:c3:1f:14:10,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,a8:bd:27:4c:aa:83,80:3f:5d:c5:f8:e4,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:91,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:80,38:17:c3:1f:19:f0,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:81,22:ad:56:24:6b:8b,a8:bd:27:4c:aa:81,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:92,b4:5d:50:e1:96:43,20:a6:cd:42:0a:d1,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:04,38:17:c3:24:47:50,44:48:c1:91:d0:10,b4:5d:50:e1:96:52,38:17:c3:24:47:52,38:17:c3:24:47:51,f0:ab:54:14:10:2c,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:d0:02,b4:5d:50:e1:96:40,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,44:48:c1:91:d0:01,38:17:c3:1f:19:d0,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:d2,44:48:c1:91:95:b3,44:48:c1:91:d0:00,38:17:c3:1f:19:d1,44:48:c1:91:95:b0,44:48:c1:91:95:b2,44:48:c1:91:95:a3,44:48:c1:91:95:b1,44:48:c1:91:95:a1,44:48:c1:91:95:a2,38:17:c3:22:5e:f0,x,y,label
-84,-91,-91,-91,-67,-82,-100,-82,-81,-80,-79,-66,-100,-66,-79,-100,-86,-70,-73,-72,-73,-72,-81,-67,-81,-66,-79,-91,-91,-54,-55,-55,-77,-83,-77,-88,-89,-100,-92,-67,-91,-86,-84,-85,-78,-84,-78,-83,-84,-82,-83,-100,-85,-80,-80,-75,-92,-80,-87,-80,-87,-79,-81,-80,-81,-84,-83,-82,-82,-82,-81,-100,-100,-86,-85,-73,-49,-73,-75,-100,-82,-80,-82,-82,-82,-81,-81,-82,-100,-100,-85,-100,-100,-100,-100,-100,-81,-90,-91,-91,-88,-91,-91,-94,-91,-89,-86,-83,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-84,-91,-91,-93,-63,-81,-100,-81,-81,-80,-79,-62,-100,-63,-79,-100,-81,-70,-75,-74,-75,-75,-82,-67,-80,-66,-79,-91,-91,-53,-54,-54,-76,-83,-76,-86,-85,-100,-90,-67,-89,-86,-84,-85,-75,-84,-75,-83,-81,-84,-83,-100,-84,-77,-79,-74,-90,-79,-87,-80,-87,-79,-79,-79,-81,-81,-82,-83,-84,-83,-76,-100,-100,-81,-80,-73,-47,-73,-75,-100,-82,-81,-82,-82,-82,-81,-81,-82,-100,-100,-85,-100,-100,-100,-100,-100,-81,-90,-91,-90,-88,-91,-90,-94,-91,-89,-86,-83,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-84,-92,-91,-93,-64,-81,-100,-81,-82,-76,-79,-64,-100,-64,-78,-100,-80,-79,-75,-74,-75,-75,-85,-66,-83,-68,-79,-91,-90,-54,-53,-53,-75,-83,-75,-84,-85,-100,-90,-68,-86,-86,-84,-85,-75,-84,-73,-83,-81,-83,-83,-100,-83,-77,-79,-74,-90,-80,-86,-80,-87,-79,-80,-80,-83,-82,-83,-83,-84,-83,-76,-100,-100,-80,-80,-72,-48,-72,-73,-100,-82,-81,-82,-81,-80,-81,-82,-82,-100,-100,-86,-100,-100,-100,-100,-100,-83,-90,-90,-88,-88,-92,-90,-91,-91,-89,-85,-86,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-84,-91,-91,-91,-63,-81,-100,-81,-81,-76,-79,-61,-100,-63,-79,-100,-80,-79,-75,-75,-74,-75,-86,-67,-83,-66,-79,-93,-90,-54,-53,-53,-74,-83,-76,-85,-85,-100,-88,-68,-85,-85,-87,-85,-76,-87,-75,-83,-83,-82,-83,-100,-82,-78,-76,-76,-90,-79,-86,-80,-86,-79,-80,-80,-83,-82,-83,-83,-84,-83,-77,-100,-100,-79,-81,-72,-49,-74,-72,-100,-82,-81,-82,-83,-82,-81,-83,-78,-100,-100,-86,-100,-100,-100,-100,-100,-83,-90,-90,-89,-88,-91,-91,-91,-91,-89,-84,-86,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-84,-84,-82,-84,-67,-81,-100,-83,-81,-76,-79,-68,-100,-67,-79,-100,-82,-78,-75,-75,-75,-75,-82,-67,-81,-66,-79,-91,-90,-55,-56,-55,-78,-86,-79,-89,-87,-100,-88,-67,-87,-85,-87,-85,-77,-87,-77,-86,-84,-83,-83,-100,-82,-78,-76,-76,-90,-78,-88,-80,-86,-79,-79,-77,-82,-85,-86,-83,-84,-83,-77,-100,-100,-82,-83,-77,-49,-77,-77,-100,-80,-76,-83,-76,-74,-81,-77,-79,-100,-100,-86,-100,-100,-100,-100,-100,-84,-90,-92,-90,-88,-90,-92,-91,-91,-89,-87,-86,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,758,175,35
-84,-79,-79,-79,-60,-84,-100,-85,-84,-78,-79,-60,-92,-60,-73,-100,-83,-78,-69,-69,-71,-71,-81,-68,-79,-69,-79,-89,-90,-54,-54,-55,-78,-87,-80,-84,-84,-100,-86,-69,-84,-85,-84,-85,-79,-88,-81,-86,-83,-77,-77,-100,-81,-76,-76,-78,-90,-77,-85,-80,-88,-79,-77,-77,-79,-81,-82,-85,-85,-85,-77,-100,-100,-82,-83,-74,-54,-73,-73,-100,-80,-76,-78,-78,-77,-81,-81,-78,-100,-100,-83,-100,-100,-100,-100,-100,-85,-90,-92,-91,-88,-89,-91,-91,-91,-89,-88,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-84,-79,-80,-79,-59,-85,-100,-85,-84,-78,-79,-59,-92,-60,-73,-100,-83,-83,-69,-70,-69,-71,-79,-70,-78,-69,-79,-89,-90,-54,-54,-55,-79,-86,-80,-84,-84,-100,-86,-69,-84,-85,-84,-87,-80,-88,-79,-87,-81,-77,-77,-100,-86,-80,-80,-76,-90,-78,-87,-80,-88,-79,-78,-77,-81,-81,-81,-85,-85,-84,-79,-100,-100,-83,-84,-73,-60,-74,-73,-100,-79,-81,-77,-81,-80,-81,-79,-78,-100,-100,-83,-100,-100,-100,-100,-100,-84,-90,-91,-91,-87,-90,-91,-91,-91,-90,-88,-88,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-84,-79,-78,-78,-58,-83,-100,-83,-83,-78,-72,-59,-92,-60,-84,-100,-83,-77,-69,-69,-69,-70,-80,-68,-83,-69,-79,-89,-90,-55,-55,-54,-81,-87,-80,-84,-84,-100,-85,-69,-84,-85,-80,-87,-81,-87,-80,-87,-82,-77,-78,-100,-85,-78,-79,-72,-90,-76,-87,-80,-88,-79,-77,-77,-82,-82,-81,-84,-85,-86,-78,-100,-100,-82,-83,-74,-54,-74,-73,-100,-77,-78,-76,-80,-81,-81,-78,-77,-100,-100,-83,-100,-100,-100,-100,-100,-84,-90,-90,-91,-87,-90,-90,-91,-91,-90,-88,-89,-86,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-84,-78,-78,-79,-58,-83,-100,-83,-83,-78,-77,-60,-92,-60,-84,-100,-82,-77,-69,-70,-70,-69,-80,-68,-80,-69,-79,-91,-92,-55,-54,-54,-80,-86,-80,-85,-84,-100,-85,-67,-84,-85,-80,-87,-81,-87,-82,-87,-81,-77,-77,-100,-87,-77,-80,-77,-90,-76,-86,-80,-88,-79,-77,-77,-80,-84,-81,-84,-85,-86,-78,-100,-100,-82,-82,-73,-60,-74,-73,-100,-81,-80,-78,-79,-78,-81,-80,-79,-100,-100,-83,-100,-100,-100,-100,-100,-84,-90,-90,-90,-87,-90,-91,-91,-91,-90,-88,-88,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-84,-79,-79,-79,-61,-83,-100,-84,-83,-76,-76,-59,-92,-59,-84,-100,-82,-76,-70,-70,-71,-69,-82,-69,-82,-69,-79,-91,-92,-55,-55,-54,-81,-86,-81,-83,-84,-100,-86,-68,-84,-85,-81,-85,-81,-87,-80,-87,-81,-76,-77,-100,-84,-79,-79,-78,-90,-77,-85,-80,-88,-79,-77,-76,-81,-82,-81,-85,-85,-86,-80,-100,-100,-81,-83,-73,-54,-73,-73,-100,-83,-81,-76,-80,-79,-81,-80,-79,-100,-100,-87,-100,-100,-100,-100,-100,-85,-90,-91,-90,-89,-92,-90,-91,-91,-91,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-84,-84,-83,-83,-61,-84,-100,-86,-86,-86,-83,-60,-92,-60,-84,-100,-83,-81,-72,-72,-74,-72,-80,-69,-79,-68,-79,-91,-92,-53,-51,-52,-78,-86,-79,-83,-88,-100,-89,-68,-88,-85,-81,-85,-79,-87,-79,-85,-85,-76,-74,-100,-84,-80,-79,-74,-90,-79,-86,-80,-88,-79,-79,-80,-77,-83,-83,-79,-77,-76,-79,-100,-100,-84,-84,-76,-64,-76,-76,-100,-83,-81,-75,-82,-79,-81,-79,-79,-100,-100,-87,-100,-100,-100,-100,-100,-85,-90,-93,-88,-90,-91,-90,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-85,-89,-90,-95,-57,-82,-88,-83,-82,-86,-83,-57,-92,-57,-84,-87,-82,-79,-75,-75,-74,-75,-82,-89,-82,-70,-79,-92,-92,-50,-48,-49,-81,-84,-80,-83,-85,-100,-91,-71,-83,-85,-75,-85,-82,-85,-81,-84,-86,-78,-92,-100,-89,-76,-79,-74,-86,-72,-86,-80,-89,-79,-73,-73,-82,-87,-87,-79,-77,-80,-81,-100,-100,-82,-82,-76,-57,-76,-75,-100,-78,-78,-80,-80,-83,-80,-80,-79,-89,-100,-87,-100,-100,-100,-100,-88,-85,-90,-92,-90,-90,-91,-90,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-85,-89,-90,-91,-57,-82,-88,-83,-81,-86,-83,-58,-92,-57,-85,-87,-84,-78,-73,-75,-74,-73,-84,-65,-84,-67,-79,-92,-92,-50,-49,-49,-78,-85,-78,-83,-85,-100,-88,-66,-85,-85,-86,-85,-77,-86,-78,-86,-86,-79,-79,-100,-86,-76,-79,-77,-86,-72,-86,-80,-89,-79,-73,-71,-86,-87,-87,-79,-79,-77,-81,-100,-100,-83,-83,-74,-48,-76,-76,-100,-78,-78,-79,-80,-81,-80,-80,-79,-89,-100,-87,-100,-100,-100,-100,-88,-85,-90,-93,-91,-90,-90,-91,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-88,-88,-89,-91,-57,-80,-88,-82,-81,-86,-83,-58,-92,-57,-85,-87,-84,-78,-74,-74,-74,-74,-83,-67,-84,-67,-79,-92,-92,-49,-50,-49,-77,-84,-77,-86,-85,-100,-90,-66,-85,-85,-86,-86,-77,-86,-77,-83,-86,-79,-80,-100,-86,-81,-81,-75,-86,-72,-89,-80,-88,-79,-72,-74,-84,-87,-87,-79,-77,-79,-81,-100,-100,-82,-83,-76,-54,-76,-76,-100,-78,-78,-79,-80,-80,-80,-81,-80,-89,-100,-87,-100,-100,-100,-100,-88,-85,-90,-90,-90,-90,-90,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-84,-89,-89,-89,-57,-81,-88,-81,-83,-86,-83,-56,-92,-59,-85,-87,-84,-81,-74,-74,-74,-75,-79,-66,-79,-67,-79,-93,-86,-49,-49,-49,-78,-82,-77,-86,-86,-100,-90,-67,-86,-86,-86,-85,-77,-86,-77,-82,-87,-80,-80,-100,-88,-81,-81,-75,-86,-72,-89,-80,-88,-79,-72,-71,-79,-87,-87,-80,-77,-77,-81,-100,-100,-84,-83,-76,-49,-76,-76,-100,-78,-78,-80,-80,-80,-80,-81,-80,-89,-100,-87,-100,-100,-100,-100,-88,-84,-86,-90,-90,-90,-91,-91,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-84,-89,-89,-89,-60,-84,-88,-83,-83,-86,-83,-59,-92,-60,-85,-87,-87,-79,-74,-74,-73,-74,-78,-67,-80,-66,-79,-88,-86,-49,-49,-49,-77,-84,-77,-83,-83,-100,-93,-66,-87,-83,-86,-87,-76,-86,-77,-84,-89,-78,-78,-100,-86,-81,-81,-76,-86,-72,-88,-80,-89,-79,-72,-73,-80,-87,-86,-80,-77,-77,-81,-100,-100,-84,-85,-76,-59,-75,-76,-100,-78,-78,-77,-80,-82,-80,-81,-80,-89,-100,-87,-100,-100,-100,-100,-88,-89,-86,-89,-91,-90,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-84,-91,-90,-90,-60,-85,-88,-85,-86,-86,-87,-59,-92,-60,-85,-87,-84,-72,-78,-77,-77,-77,-82,-69,-80,-69,-79,-91,-86,-50,-51,-52,-80,-89,-80,-87,-89,-100,-88,-69,-89,-83,-86,-84,-80,-86,-81,-86,-86,-78,-78,-100,-82,-81,-80,-81,-86,-77,-89,-80,-89,-79,-77,-78,-80,-85,-85,-81,-79,-79,-80,-100,-100,-85,-85,-80,-52,-79,-79,-100,-81,-78,-78,-81,-80,-80,-81,-80,-89,-100,-87,-100,-100,-100,-100,-88,-89,-89,-93,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-84,-90,-91,-90,-61,-85,-88,-87,-85,-82,-85,-61,-92,-61,-85,-87,-85,-72,-79,-79,-79,-79,-79,-70,-80,-71,-79,-91,-86,-51,-51,-50,-81,-86,-81,-87,-87,-88,-91,-71,-89,-83,-86,-84,-80,-86,-80,-86,-87,-79,-92,-87,-82,-80,-79,-77,-86,-75,-87,-80,-85,-79,-76,-76,-80,-86,-87,-79,-81,-79,-79,-100,-89,-88,-89,-79,-52,-80,-80,-100,-81,-80,-79,-80,-79,-80,-77,-80,-89,-100,-87,-100,-100,-100,-93,-88,-89,-89,-94,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-84,-89,-91,-91,-61,-85,-88,-87,-85,-82,-85,-61,-92,-62,-85,-87,-85,-72,-82,-83,-83,-82,-78,-70,-79,-69,-79,-92,-86,-48,-47,-47,-80,-89,-80,-86,-89,-88,-88,-69,-92,-83,-86,-84,-79,-90,-79,-87,-88,-80,-80,-87,-82,-80,-80,-77,-86,-77,-85,-80,-85,-79,-77,-78,-80,-86,-86,-79,-81,-79,-80,-100,-89,-86,-84,-76,-63,-77,-78,-100,-81,-81,-80,-80,-79,-81,-80,-80,-89,-100,-87,-100,-100,-100,-93,-88,-90,-89,-94,-93,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-84,-89,-89,-89,-58,-84,-88,-87,-85,-82,-81,-58,-92,-59,-86,-87,-85,-72,-78,-78,-77,-78,-80,-68,-80,-68,-79,-91,-86,-50,-50,-49,-91,-86,-79,-86,-85,-88,-88,-68,-91,-83,-86,-84,-78,-84,-79,-88,-88,-77,-78,-87,-82,-81,-80,-77,-86,-76,-85,-80,-85,-79,-75,-75,-92,-88,-88,-81,-81,-79,-80,-100,-89,-86,-86,-75,-63,-74,-75,-100,-81,-80,-79,-78,-80,-81,-81,-81,-89,-100,-87,-100,-100,-100,-93,-88,-90,-89,-92,-92,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
