b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:35:13,b8:27:eb:9f:6b:77,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,ea:9e:b4:53:24:54,80:8d:b7:55:35:12,80:8d:b7:55:35:11,38:17:c3:1f:01:82,38:17:c3:1f:01:81,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:01:91,44:48:c1:a5:82:32,44:48:c1:a5:82:31,80:8d:b7:55:35:02,80:8d:b7:55:35:01,44:48:c1:a5:82:21,80:8d:b7:55:25:e3,44:48:c1:a5:82:22,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:19:45:b1,38:17:c3:19:45:b2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,b4:5d:50:e1:92:23,00:4e:35:df:06:41,38:17:c3:19:55:52,b4:5d:50:e1:92:33,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,60:32:b1:3e:1a:b8,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:39:c0,80:8d:b7:55:35:00,38:17:c3:1f:01:90,44:48:c1:a5:82:30,44:48:c1:a5:82:20,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:25:e0,80:8d:b7:55:3a:50,38:17:c3:19:45:b0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:00,b4:5d:50:e1:92:31,00:4e:35:df:06:42,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:19:55:51,00:4e:35:df:06:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:32,b4:5d:50:e1:96:43,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,38:17:c3:19:55:50,66:2a:2f:53:7c:99,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:30,00:4e:35:df:06:51,38:17:c3:1e:ff:10,00:4e:35:df:06:52,00:4e:35:de:e1:12,b4:5d:50:e1:96:53,20:a6:cd:50:24:a0,38:17:c3:19:d7:60,38:17:c3:19:45:a1,38:17:c3:19:45:a2,00:4e:35:df:06:50,20:a6:cd:42:0b:f3,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:19:55:42,00:4e:35:de:e1:00,a8:bd:27:4c:bd:30,00:4e:35:de:e1:10,00:4e:35:de:e1:11,00:4e:35:de:e1:01,60:32:b1:3e:1a:b7,38:17:c3:1f:08:40,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:08:42,a8:bd:27:4c:bd:31,00:4e:35:de:d7:53,38:17:c3:1f:22:21,38:17:c3:1f:08:41,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,00:4e:35:de:d7:50,00:4e:35:de:d7:52,00:4e:35:de:d7:51,38:17:c3:19:71:90,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:30,00:4e:35:de:d7:43,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1f:08:50,00:4e:35:df:0e:12,00:4e:35:df:0e:01,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:02,00:4e:35:df:0e:00,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:24:4f:10,38:17:c3:1e:fc:b1,38:17:c3:24:58:a1,00:4e:35:df:27:00,38:17:c3:24:58:b0,38:17:c3:1f:0f:90,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:12,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:24:4f:11,38:17:c3:24:4f:00,38:17:c3:1b:08:a2,38:17:c3:1b:08:b0,38:17:c3:1b:08:b1,38:17:c3:1b:08:a1,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:1b:08:a0,x,y,label
-39,-77,-77,-87,-29,-78,-82,-79,-87,-100,-100,-100,-79,-79,-85,-100,-100,-86,-85,-100,-100,-100,-75,-100,-100,-100,-86,-86,-86,-78,-78,-100,-87,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-62,-69,-100,-100,-100,-100,-78,-88,-78,-80,-77,-100,-100,-86,-100,-100,-86,-78,-80,-100,-100,-100,-100,-62,-78,-77,-69,-69,-69,-58,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-71,-100,-71,-81,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-66,-81,-81,-78,-100,-100,-66,-66,-100,-100,-100,-65,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-39,-77,-77,-88,-30,-100,-82,-75,-87,-88,-100,-100,-81,-80,-85,-100,-100,-86,-85,-100,-100,-100,-75,-100,-100,-100,-85,-85,-85,-79,-78,-100,-100,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-62,-73,-100,-100,-100,-100,-77,-88,-100,-80,-77,-100,-100,-86,-100,-100,-85,-78,-82,-100,-100,-100,-100,-62,-78,-77,-69,-69,-73,-58,-100,-100,-100,-100,-69,-73,-100,-100,-100,-100,-69,-100,-69,-83,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-74,-65,-83,-83,-73,-100,-100,-65,-66,-100,-100,-100,-65,-100,-100,-100,-65,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-39,-79,-79,-88,-31,-100,-100,-73,-100,-88,-100,-100,-81,-80,-85,-100,-100,-86,-86,-100,-100,-100,-75,-100,-100,-100,-85,-85,-85,-79,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-63,-70,-100,-100,-100,-100,-80,-88,-100,-80,-77,-100,-100,-86,-100,-100,-85,-78,-79,-100,-100,-100,-100,-63,-100,-78,-69,-69,-70,-63,-100,-100,-100,-100,-69,-73,-86,-100,-100,-100,-74,-100,-74,-82,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-74,-65,-82,-83,-73,-100,-100,-66,-65,-100,-100,-100,-65,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-38,-76,-76,-100,-30,-100,-100,-76,-88,-100,-100,-100,-81,-80,-85,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-77,-77,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-63,-70,-100,-100,-100,-100,-76,-100,-100,-80,-77,-100,-100,-85,-100,-100,-85,-100,-79,-100,-100,-100,-100,-63,-77,-77,-71,-71,-70,-63,-100,-100,-100,-100,-71,-71,-88,-100,-100,-100,-74,-100,-74,-85,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-74,-66,-82,-86,-74,-100,-100,-66,-66,-100,-100,-100,-66,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-38,-76,-76,-87,-30,-100,-100,-77,-88,-87,-100,-100,-81,-80,-85,-100,-100,-87,-87,-84,-83,-100,-76,-100,-100,-100,-84,-83,-83,-81,-77,-100,-85,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-65,-69,-100,-100,-100,-100,-76,-87,-100,-81,-100,-100,-100,-88,-100,-100,-83,-81,-80,-100,-100,-100,-100,-65,-77,-77,-69,-69,-69,-65,-100,-100,-100,-100,-69,-69,-88,-100,-100,-100,-73,-100,-73,-82,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-77,-66,-82,-82,-77,-100,-100,-66,-66,-100,-100,-100,-66,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-34,-100,-100,-100,-31,-100,-100,-73,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-100,-81,-81,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-66,-74,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-100,-83,-100,-100,-87,-82,-86,-100,-100,-100,-100,-66,-78,-77,-70,-71,-74,-66,-100,-100,-100,-100,-71,-74,-88,-100,-100,-100,-73,-100,-73,-87,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-67,-63,-100,-100,-100,-63,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-34,-100,-100,-100,-27,-83,-100,-78,-100,-100,-100,-100,-81,-81,-84,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-87,-88,-100,-81,-81,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-66,-74,-100,-100,-100,-100,-100,-90,-100,-82,-81,-100,-100,-85,-82,-100,-87,-82,-82,-100,-100,-100,-100,-66,-82,-83,-69,-69,-74,-66,-100,-100,-100,-100,-69,-74,-87,-100,-100,-100,-76,-100,-76,-86,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-62,-87,-86,-78,-100,-100,-66,-62,-100,-100,-100,-62,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-35,-80,-80,-89,-27,-83,-100,-74,-100,-89,-100,-100,-80,-80,-84,-100,-100,-83,-84,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-69,-74,-100,-100,-100,-100,-81,-90,-100,-81,-80,-100,-100,-83,-82,-100,-100,-78,-82,-100,-100,-100,-100,-69,-80,-83,-71,-71,-74,-64,-100,-100,-100,-100,-72,-74,-87,-100,-100,-100,-77,-100,-77,-86,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-64,-88,-88,-79,-100,-100,-68,-64,-100,-100,-100,-64,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-36,-81,-81,-89,-29,-100,-100,-74,-100,-89,-100,-100,-80,-80,-83,-100,-100,-83,-84,-100,-100,-82,-79,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-67,-71,-100,-100,-100,-100,-81,-90,-100,-80,-80,-100,-100,-83,-81,-100,-100,-82,-81,-100,-100,-100,-100,-66,-80,-100,-71,-72,-71,-67,-100,-100,-100,-100,-73,-72,-88,-100,-100,-100,-76,-100,-76,-88,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-63,-88,-88,-79,-100,-100,-67,-63,-100,-100,-100,-63,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-35,-82,-83,-100,-29,-80,-100,-77,-100,-100,-100,-100,-82,-82,-83,-100,-100,-84,-84,-100,-100,-82,-82,-100,-100,-100,-100,-88,-100,-80,-80,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-67,-69,-100,-100,-100,-100,-82,-88,-100,-82,-79,-100,-100,-85,-81,-100,-100,-80,-80,-100,-100,-100,-100,-67,-79,-78,-100,-72,-69,-67,-100,-100,-100,-100,-71,-69,-90,-100,-100,-100,-75,-100,-75,-86,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-65,-86,-85,-100,-100,-100,-67,-65,-100,-100,-100,-65,-100,-100,-100,-67,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-35,-81,-81,-100,-29,-80,-100,-77,-100,-100,-100,-100,-82,-82,-83,-100,-100,-85,-85,-81,-100,-100,-83,-100,-100,-100,-100,-88,-100,-80,-80,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-68,-70,-100,-100,-100,-100,-81,-88,-100,-82,-80,-100,-100,-85,-81,-100,-100,-80,-81,-100,-100,-100,-100,-68,-79,-79,-71,-71,-69,-68,-100,-100,-100,-100,-71,-69,-87,-100,-100,-100,-76,-100,-75,-87,-100,-100,-100,-100,-100,-76,-100,-100,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-78,-72,-78,-65,-86,-85,-78,-100,-100,-67,-65,-100,-100,-100,-65,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-40,-100,-100,-100,-29,-100,-100,-77,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-65,-75,-100,-100,-100,-100,-85,-100,-100,-86,-100,-100,-100,-86,-100,-100,-83,-80,-81,-100,-100,-100,-100,-65,-100,-100,-76,-100,-75,-65,-100,-100,-100,-100,-75,-75,-86,-100,-100,-100,-76,-100,-76,-85,-100,-100,-100,-100,-100,-76,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-67,-79,-64,-85,-85,-78,-100,-100,-68,-64,-100,-100,-100,-64,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-38,-100,-100,-89,-29,-100,-100,-74,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-86,-100,-100,-100,-77,-100,-100,-100,-83,-83,-83,-77,-77,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-66,-75,-100,-100,-100,-100,-85,-89,-100,-83,-79,-100,-100,-84,-100,-100,-83,-77,-81,-100,-100,-100,-100,-66,-100,-79,-79,-79,-74,-66,-100,-100,-100,-100,-75,-75,-86,-100,-100,-100,-73,-100,-73,-83,-100,-100,-100,-100,-100,-73,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-81,-67,-81,-65,-83,-82,-81,-100,-100,-66,-65,-100,-100,-100,-65,-100,-100,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-43,-82,-82,-89,-30,-100,-100,-74,-100,-100,-100,-100,-84,-83,-77,-100,-100,-85,-100,-100,-100,-100,-81,-100,-100,-100,-80,-80,-80,-77,-76,-100,-100,-100,-80,-80,-100,-100,-100,-100,-100,-100,-100,-64,-74,-100,-100,-100,-100,-82,-88,-100,-83,-79,-100,-100,-85,-100,-100,-80,-77,-80,-100,-100,-100,-100,-64,-79,-79,-79,-79,-74,-64,-100,-100,-100,-100,-100,-74,-84,-100,-100,-100,-74,-100,-74,-82,-100,-100,-100,-100,-100,-74,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-81,-69,-81,-66,-82,-82,-81,-100,-100,-66,-66,-100,-100,-100,-66,-100,-100,-100,-68,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-43,-83,-82,-100,-31,-100,-100,-72,-100,-100,-100,-100,-84,-85,-82,-100,-100,-86,-100,-100,-100,-86,-81,-100,-100,-100,-82,-83,-82,-77,-76,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-64,-72,-100,-100,-100,-100,-83,-88,-80,-84,-79,-100,-100,-86,-100,-100,-83,-79,-81,-100,-100,-100,-100,-64,-79,-79,-100,-100,-72,-64,-100,-100,-100,-100,-100,-72,-87,-100,-100,-100,-73,-100,-73,-85,-100,-100,-100,-100,-100,-73,-100,-100,-100,-66,-66,-100,-100,-100,-100,-100,-100,-100,-78,-66,-78,-66,-84,-82,-78,-100,-100,-68,-66,-100,-100,-100,-66,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-43,-85,-82,-100,-31,-100,-100,-76,-100,-100,-100,-100,-83,-83,-82,-100,-100,-86,-100,-100,-100,-86,-81,-100,-100,-100,-82,-81,-82,-100,-78,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-66,-72,-100,-100,-100,-100,-83,-100,-80,-83,-100,-100,-100,-87,-100,-100,-82,-79,-83,-100,-100,-100,-100,-66,-100,-100,-77,-77,-72,-65,-100,-100,-100,-100,-77,-71,-87,-100,-100,-100,-70,-100,-70,-85,-100,-100,-100,-100,-100,-70,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-76,-71,-78,-66,-84,-100,-78,-100,-100,-69,-65,-100,-100,-100,-65,-100,-100,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-44,-84,-85,-100,-31,-100,-100,-75,-100,-100,-100,-100,-83,-83,-82,-100,-100,-86,-86,-100,-100,-100,-81,-100,-100,-100,-82,-83,-83,-79,-79,-100,-100,-100,-81,-80,-100,-100,-100,-100,-100,-100,-100,-67,-71,-100,-100,-100,-100,-85,-100,-100,-83,-81,-100,-100,-86,-100,-100,-83,-79,-81,-100,-100,-100,-100,-67,-100,-100,-75,-75,-71,-67,-100,-100,-100,-100,-75,-71,-86,-100,-100,-100,-74,-100,-74,-85,-100,-100,-100,-100,-100,-74,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-78,-69,-78,-66,-85,-100,-78,-100,-100,-69,-66,-100,-100,-100,-66,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-42,-83,-83,-100,-38,-79,-100,-75,-100,-100,-100,-100,-83,-83,-100,-100,-100,-86,-100,-100,-100,-100,-77,-100,-100,-100,-85,-85,-100,-77,-77,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-83,-100,-79,-83,-83,-100,-100,-86,-100,-100,-85,-77,-82,-100,-100,-100,-100,-71,-100,-83,-74,-74,-71,-100,-100,-100,-100,-100,-74,-100,-85,-100,-100,-100,-80,-100,-81,-85,-100,-100,-100,-100,-100,-81,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-68,-85,-86,-100,-100,-100,-100,-67,-100,-100,-100,-67,-100,-100,-100,-66,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-42,-81,-82,-100,-35,-79,-100,-77,-100,-100,-100,-100,-80,-80,-100,-100,-100,-85,-84,-100,-100,-100,-78,-100,-100,-100,-85,-88,-100,-76,-76,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-68,-72,-100,-100,-100,-100,-82,-100,-79,-80,-83,-100,-100,-85,-100,-100,-87,-76,-85,-100,-100,-100,-100,-68,-100,-83,-78,-78,-72,-68,-100,-100,-100,-100,-74,-72,-85,-100,-100,-100,-76,-100,-76,-85,-100,-100,-100,-100,-100,-76,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-80,-74,-100,-69,-85,-86,-100,-100,-100,-100,-68,-100,-100,-100,-68,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-43,-81,-81,-100,-37,-77,-76,-72,-100,-100,-100,-100,-80,-80,-84,-100,-100,-83,-83,-100,-100,-86,-79,-100,-100,-100,-85,-85,-85,-77,-77,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-65,-74,-100,-100,-100,-100,-81,-100,-77,-80,-80,-100,-100,-83,-85,-100,-86,-76,-87,-100,-100,-100,-100,-63,-81,-81,-78,-79,-73,-66,-100,-100,-100,-100,-100,-74,-85,-100,-100,-100,-76,-100,-76,-91,-100,-100,-100,-100,-100,-76,-100,-100,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-80,-73,-78,-68,-100,-100,-100,-100,-100,-69,-68,-100,-100,-100,-68,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-43,-81,-81,-100,-37,-77,-76,-78,-100,-100,-100,-100,-80,-81,-84,-100,-100,-83,-83,-100,-100,-86,-77,-100,-100,-100,-85,-89,-85,-77,-75,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-71,-74,-100,-100,-100,-100,-81,-100,-77,-81,-82,-100,-100,-84,-85,-100,-89,-100,-84,-100,-100,-100,-100,-71,-82,-81,-79,-79,-74,-71,-100,-100,-100,-100,-100,-74,-86,-100,-100,-100,-76,-100,-76,-84,-100,-100,-100,-100,-100,-76,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-82,-71,-82,-66,-84,-85,-100,-100,-100,-69,-67,-100,-100,-100,-67,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
