60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:a1,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:c3,44:48:c1:91:d0:04,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:02,38:17:c3:1f:14:01,44:48:c1:91:d0:00,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:19:d2,44:48:c1:91:95:a0,38:17:c3:19:45:a1,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:19:45:a2,44:48:c1:91:95:a1,38:17:c3:1f:19:d1,44:48:c1:91:d0:12,a8:bd:27:4c:aa:83,44:48:c1:91:d0:14,44:48:c1:91:d0:10,44:48:c1:91:95:a3,38:17:c3:1f:09:93,38:17:c3:1f:09:92,44:48:c1:91:95:b3,38:17:c3:1f:09:91,38:17:c3:1f:00:b0,38:17:c3:1f:00:a0,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,b4:5d:50:e1:96:40,38:17:c3:1f:14:00,44:48:c1:91:d0:01,44:48:c1:91:95:a2,38:17:c3:19:45:a0,38:17:c3:1f:09:80,38:17:c3:1f:19:d0,9c:d6:43:60:92:e0,44:48:c1:91:d0:11,38:17:c3:1f:14:10,38:17:c3:1f:19:c0,38:17:c3:1f:09:90,66:2a:2f:53:7c:99,38:17:c3:1f:00:a2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:09:83,38:17:c3:24:47:51,a8:bd:27:4c:aa:81,20:a6:cd:42:0a:c2,38:17:c3:24:47:50,a8:bd:27:4c:aa:80,44:48:c1:91:95:b2,a8:bd:27:4c:aa:90,38:17:c3:24:47:52,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:1f:19:e1,38:17:c3:1f:19:e2,38:17:c3:1f:19:e0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:70,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,38:17:c3:19:d7:71,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:f3,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,b0:be:76:f8:30:5e,80:8d:b7:55:3a:50,38:17:c3:19:36:22,38:17:c3:19:36:20,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:36:21,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:12,38:17:c3:19:71:90,80:8d:b7:55:35:11,80:8d:b7:55:3a:52,38:17:c3:19:71:91,80:8d:b7:55:39:c2,38:17:c3:19:71:92,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:3a:51,38:17:c3:1e:ff:11,80:8d:b7:55:29:d0,80:8d:b7:55:29:c1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:36:31,38:17:c3:19:36:30,20:a6:cd:50:24:b0,38:17:c3:1e:ff:12,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,38:17:c3:1e:ff:10,80:8d:b7:55:29:c2,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:29:c0,00:4e:35:df:06:40,00:4e:35:de:e1:00,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:0e:10,00:4e:35:de:e1:01,38:17:c3:1f:22:30,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:31,38:17:c3:1f:22:32,80:8d:b7:55:4d:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,x,y,label
-71,-62,-70,-70,-63,-72,-72,-72,-81,-100,-78,-78,-82,-78,-55,-76,-71,-71,-77,-70,-70,-77,-78,-77,-83,-100,-78,-76,-75,-78,-100,-83,-81,-80,-80,-81,-100,-86,-87,-100,-86,-70,-64,-78,-82,-72,-71,-77,-100,-78,-100,-83,-75,-80,-77,-100,-86,-100,-63,-77,-78,-75,-87,-79,-72,-87,-80,-100,-100,-88,-100,-78,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-70,-61,-69,-70,-63,-71,-71,-72,-81,-81,-78,-78,-81,-78,-55,-77,-71,-71,-77,-100,-70,-100,-78,-78,-83,-100,-78,-76,-75,-100,-100,-83,-80,-78,-80,-80,-100,-86,-87,-100,-86,-70,-64,-78,-81,-72,-70,-77,-100,-78,-100,-83,-68,-80,-78,-100,-86,-100,-64,-78,-78,-100,-87,-80,-72,-86,-80,-100,-100,-88,-100,-78,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-68,-51,-71,-71,-71,-73,-100,-71,-80,-80,-76,-76,-81,-76,-69,-72,-77,-100,-76,-68,-68,-76,-82,-82,-100,-100,-78,-82,-100,-78,-100,-100,-82,-100,-82,-81,-100,-100,-100,-100,-100,-71,-70,-76,-80,-100,-69,-75,-100,-78,-100,-90,-77,-82,-79,-100,-100,-100,-70,-78,-78,-79,-100,-100,-71,-88,-100,-91,-91,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-69,-55,-73,-73,-69,-74,-76,-76,-82,-82,-78,-78,-82,-78,-73,-62,-74,-74,-77,-68,-68,-77,-82,-82,-100,-100,-78,-82,-100,-78,-100,-100,-82,-100,-82,-82,-81,-100,-100,-90,-100,-73,-69,-78,-81,-75,-69,-75,-100,-78,-100,-88,-74,-82,-76,-100,-100,-100,-69,-76,-76,-79,-100,-100,-76,-88,-100,-89,-91,-100,-100,-82,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-68,-54,-74,-73,-68,-74,-76,-77,-83,-83,-78,-79,-83,-78,-74,-62,-74,-74,-77,-70,-70,-77,-81,-80,-100,-84,-100,-100,-100,-100,-100,-100,-81,-82,-81,-81,-81,-100,-100,-90,-100,-73,-68,-78,-83,-75,-70,-77,-100,-100,-100,-89,-79,-81,-79,-100,-100,-90,-68,-79,-79,-82,-100,-77,-76,-87,-77,-89,-100,-86,-100,-80,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-68,-56,-74,-74,-69,-73,-74,-74,-85,-85,-78,-78,-85,-78,-77,-62,-74,-74,-76,-70,-70,-77,-80,-80,-100,-84,-100,-100,-100,-100,-100,-100,-81,-82,-81,-81,-81,-100,-100,-91,-100,-74,-69,-78,-84,-74,-70,-76,-100,-100,-100,-90,-80,-81,-78,-100,-100,-90,-68,-78,-78,-82,-86,-76,-74,-87,-77,-91,-90,-87,-90,-80,-100,-100,-76,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-69,-57,-74,-74,-68,-73,-75,-75,-84,-84,-78,-78,-85,-78,-77,-62,-74,-74,-76,-70,-70,-79,-80,-80,-100,-84,-79,-100,-100,-78,-100,-100,-81,-100,-80,-80,-100,-100,-100,-91,-100,-74,-68,-78,-84,-74,-70,-79,-100,-79,-100,-90,-80,-80,-80,-100,-100,-100,-68,-79,-79,-100,-86,-76,-75,-100,-77,-91,-91,-87,-90,-81,-100,-100,-76,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-68,-54,-73,-72,-69,-73,-74,-73,-84,-85,-78,-78,-84,-78,-73,-73,-73,-74,-100,-70,-70,-79,-80,-81,-100,-84,-79,-100,-100,-78,-100,-100,-83,-84,-83,-83,-77,-100,-100,-100,-100,-73,-70,-78,-84,-74,-70,-79,-100,-79,-82,-100,-79,-82,-79,-100,-100,-100,-70,-79,-79,-100,-100,-76,-73,-100,-76,-89,-91,-100,-91,-79,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-74,-61,-67,-66,-61,-74,-77,-78,-77,-78,-82,-82,-78,-82,-100,-100,-78,-77,-100,-70,-70,-81,-81,-81,-86,-82,-100,-100,-100,-100,-83,-86,-83,-76,-83,-84,-100,-100,-100,-100,-100,-66,-61,-82,-100,-77,-70,-100,-83,-100,-100,-86,-80,-84,-75,-100,-100,-100,-61,-75,-75,-80,-100,-79,-77,-100,-79,-100,-91,-100,-91,-81,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-74,-56,-65,-65,-61,-76,-78,-78,-78,-78,-82,-82,-78,-82,-100,-100,-77,-77,-80,-71,-71,-81,-81,-81,-85,-82,-100,-100,-78,-100,-84,-86,-84,-72,-85,-84,-100,-100,-100,-91,-100,-65,-61,-82,-78,-78,-70,-80,-84,-100,-100,-86,-79,-84,-75,-100,-100,-100,-61,-75,-75,-79,-100,-79,-77,-100,-79,-100,-90,-100,-90,-81,-100,-100,-79,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-74,-55,-65,-65,-61,-77,-78,-78,-79,-78,-83,-83,-79,-83,-77,-78,-77,-77,-80,-70,-70,-81,-79,-80,-86,-82,-82,-100,-78,-81,-83,-86,-85,-72,-85,-85,-79,-100,-100,-91,-100,-65,-60,-83,-79,-77,-70,-80,-84,-82,-100,-86,-80,-85,-74,-100,-100,-100,-61,-74,-73,-79,-100,-100,-78,-100,-100,-100,-90,-100,-90,-81,-100,-100,-79,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-74,-54,-65,-65,-61,-75,-77,-78,-79,-79,-83,-83,-79,-83,-77,-77,-77,-77,-80,-70,-70,-81,-79,-80,-86,-100,-82,-100,-78,-82,-83,-86,-85,-76,-84,-85,-79,-100,-100,-100,-100,-65,-61,-83,-78,-78,-70,-80,-100,-81,-79,-86,-78,-84,-73,-100,-100,-100,-61,-74,-79,-79,-100,-79,-78,-100,-79,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-74,-56,-65,-64,-61,-77,-78,-78,-79,-79,-83,-83,-79,-83,-74,-77,-77,-78,-80,-70,-70,-81,-80,-79,-86,-100,-81,-100,-79,-82,-83,-86,-84,-75,-85,-85,-100,-100,-100,-100,-100,-64,-61,-83,-79,-77,-69,-80,-83,-81,-79,-86,-77,-85,-74,-100,-100,-100,-61,-74,-74,-79,-100,-80,-78,-89,-79,-100,-92,-88,-90,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-74,-59,-65,-65,-61,-76,-78,-77,-79,-79,-82,-83,-79,-83,-74,-77,-77,-77,-100,-70,-70,-80,-79,-79,-86,-100,-81,-79,-80,-100,-83,-86,-84,-75,-85,-85,-100,-100,-100,-100,-100,-65,-61,-83,-78,-77,-70,-100,-83,-100,-79,-87,-76,-85,-75,-100,-100,-100,-61,-75,-74,-79,-100,-80,-78,-89,-100,-100,-91,-88,-89,-80,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-73,-62,-67,-67,-61,-78,-100,-100,-81,-81,-82,-83,-81,-81,-75,-76,-77,-77,-100,-68,-68,-100,-82,-82,-100,-100,-100,-100,-100,-82,-100,-100,-84,-82,-85,-85,-100,-100,-89,-100,-90,-67,-61,-82,-100,-78,-68,-100,-100,-100,-100,-89,-73,-85,-69,-100,-100,-100,-62,-69,-69,-81,-86,-74,-78,-86,-74,-100,-100,-86,-100,-82,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-72,-60,-69,-69,-63,-78,-78,-78,-81,-81,-82,-82,-81,-82,-75,-76,-76,-76,-76,-69,-69,-76,-82,-82,-100,-100,-100,-81,-80,-82,-100,-100,-84,-83,-84,-84,-80,-100,-89,-100,-90,-69,-63,-82,-81,-76,-69,-76,-100,-100,-82,-90,-74,-83,-69,-100,-89,-100,-63,-69,-69,-82,-85,-74,-78,-86,-74,-100,-100,-85,-100,-82,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-72,-57,-67,-66,-63,-77,-78,-78,-82,-81,-82,-82,-82,-82,-76,-100,-76,-76,-75,-69,-69,-76,-82,-82,-100,-100,-100,-79,-80,-82,-100,-100,-83,-83,-83,-84,-79,-89,-89,-100,-100,-66,-63,-82,-82,-76,-69,-76,-100,-100,-82,-88,-74,-83,-69,-100,-89,-100,-62,-69,-69,-81,-86,-74,-78,-86,-74,-100,-100,-86,-100,-82,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-72,-53,-66,-66,-62,-77,-78,-78,-81,-81,-82,-83,-81,-83,-76,-100,-76,-76,-75,-69,-69,-76,-82,-82,-100,-100,-100,-81,-80,-82,-100,-100,-83,-82,-82,-82,-79,-89,-100,-100,-100,-66,-63,-82,-81,-76,-69,-76,-100,-100,-100,-88,-74,-82,-69,-100,-100,-100,-63,-69,-69,-82,-86,-73,-78,-86,-74,-100,-100,-86,-100,-82,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-72,-56,-69,-69,-63,-78,-78,-77,-81,-81,-82,-82,-81,-82,-76,-74,-76,-76,-100,-69,-69,-100,-82,-82,-100,-100,-100,-80,-80,-100,-100,-100,-83,-82,-83,-82,-81,-100,-100,-100,-100,-69,-63,-83,-81,-77,-69,-100,-100,-82,-100,-89,-75,-82,-69,-100,-100,-100,-64,-69,-69,-82,-86,-73,-77,-86,-73,-100,-100,-86,-100,-82,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-72,-58,-69,-69,-63,-76,-77,-78,-81,-82,-83,-83,-82,-83,-76,-74,-76,-77,-76,-69,-69,-76,-82,-82,-100,-100,-82,-80,-80,-82,-100,-100,-81,-82,-83,-83,-81,-100,-100,-100,-89,-69,-63,-83,-81,-77,-69,-76,-82,-82,-81,-88,-74,-83,-69,-100,-89,-100,-63,-69,-69,-100,-85,-73,-78,-86,-71,-100,-100,-86,-100,-82,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-75,-59,-69,-69,-66,-74,-74,-74,-81,-82,-81,-81,-81,-81,-100,-100,-77,-76,-78,-63,-63,-100,-81,-82,-100,-100,-82,-80,-100,-100,-100,-100,-86,-74,-86,-85,-100,-100,-100,-100,-100,-69,-66,-80,-100,-77,-63,-78,-100,-82,-100,-100,-81,-86,-74,-100,-100,-100,-66,-73,-73,-82,-100,-74,-73,-100,-74,-100,-100,-100,-100,-81,-100,-100,-74,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
-73,-61,-69,-69,-65,-72,-74,-74,-81,-81,-83,-83,-81,-83,-100,-79,-76,-76,-81,-64,-63,-81,-81,-81,-100,-100,-82,-84,-100,-81,-100,-100,-86,-74,-85,-85,-100,-100,-100,-100,-100,-69,-66,-83,-81,-77,-63,-81,-85,-82,-100,-89,-81,-86,-73,-100,-100,-100,-66,-73,-73,-83,-100,-75,-75,-100,-75,-100,-100,-100,-100,-81,-100,-100,-75,-100,-100,-82,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
