38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:39:c2,38:17:c3:1f:01:91,38:17:c3:1f:01:92,38:17:c3:1f:01:82,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:19:d7:62,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:19:d7:61,44:48:c1:a5:82:21,44:48:c1:a5:82:22,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,38:17:c3:19:55:52,38:17:c3:19:55:51,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:1e:ff:01,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,20:a6:cd:50:24:b1,38:17:c3:1e:ff:12,2a:16:ad:ec:da:ab,38:17:c3:1f:0e:10,38:17:c3:1f:0e:00,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,38:17:c3:1f:01:80,80:8d:b7:55:25:e0,38:17:c3:19:d7:70,80:8d:b7:55:25:f0,80:8d:b7:55:3a:40,44:48:c1:a5:82:20,80:8d:b7:55:3a:50,00:4e:35:df:06:52,38:17:c3:19:55:50,38:17:c3:1e:ff:00,20:a6:cd:50:24:b0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:10,66:2a:2f:53:7c:99,b0:be:76:f8:30:5e,80:8d:b7:55:39:c1,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,44:48:c1:a5:82:30,20:a6:cd:50:24:a0,00:4e:35:df:06:42,38:17:c3:19:45:b0,38:17:c3:19:45:b2,38:17:c3:1e:ff:11,38:17:c3:19:d7:60,60:32:b1:3e:1a:b8,b4:5d:50:e1:92:22,38:17:c3:19:45:b1,38:17:c3:19:45:a1,38:17:c3:19:45:a0,b4:5d:50:e1:92:23,38:17:c3:19:45:a2,60:32:b1:3e:1a:b7,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:19:55:40,b4:5d:50:e1:92:21,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:20,b4:5d:50:e1:92:30,a8:bd:27:4c:bd:30,00:4e:35:de:e1:00,00:4e:35:de:e1:11,00:4e:35:de:e1:10,00:4e:35:de:e1:01,00:4e:35:de:e1:12,00:4e:35:de:e1:02,38:17:c3:1f:08:41,44:48:c1:91:95:b2,38:17:c3:1f:08:50,38:17:c3:1f:08:42,38:17:c3:1f:08:40,a8:bd:27:4c:bd:31,38:17:c3:1f:22:21,00:4e:35:de:d7:52,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,00:4e:35:de:d7:40,38:17:c3:1f:22:30,38:17:c3:1f:22:22,a8:bd:27:4c:bd:21,38:17:c3:19:71:90,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:32,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:19:71:81,a8:bd:27:4c:bd:22,38:17:c3:19:71:92,00:4e:35:de:d7:43,38:17:c3:1f:22:32,38:17:c3:1f:08:52,38:17:c3:1f:08:51,38:17:c3:1f:22:31,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,64:e5:99:c3:13:3c,38:17:c3:24:58:a2,38:17:c3:24:58:b0,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,00:4e:35:df:27:00,38:17:c3:24:4f:10,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,label
-81,-81,-67,-72,-71,-67,-67,-80,-80,-80,-69,-69,-64,-63,-100,-100,-100,-72,-100,-100,-100,-100,-81,-81,-80,-73,-73,-100,-68,-68,-67,-67,-100,-75,-75,-77,-77,-100,-100,-100,-100,-85,-85,-100,-100,-100,-82,-100,-67,-80,-100,-68,-63,-100,-100,-100,-80,-64,-68,-67,-77,-75,-100,-91,-85,-100,-82,-67,-63,-68,-68,-64,-64,-72,-72,-100,-68,-100,-73,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-100,-100,-85,-86,-81,-84,-84,-81,-84,-81,-100,-100,-100,-100,-100,-86,-82,-89,-81,-89,-100,-100,-100,-90,-81,-100,-100,-100,-86,-83,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-79,-79,-69,-73,-73,-68,-68,-78,-78,-78,-69,-68,-64,-62,-87,-88,-100,-75,-100,-83,-100,-100,-82,-83,-83,-74,-74,-84,-66,-67,-70,-70,-100,-75,-76,-76,-76,-100,-100,-100,-100,-84,-84,-100,-100,-100,-79,-73,-68,-78,-88,-69,-61,-100,-74,-100,-84,-62,-67,-70,-76,-73,-100,-100,-83,-100,-85,-57,-62,-70,-70,-62,-62,-73,-74,-100,-70,-100,-73,-100,-100,-100,-83,-83,-82,-100,-100,-100,-100,-100,-100,-77,-78,-77,-100,-100,-100,-83,-100,-81,-84,-85,-79,-85,-81,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-89,-89,-100,-100,-82,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,487.1999999999998,16
-100,-81,-70,-77,-77,-67,-67,-100,-79,-79,-71,-71,-100,-58,-100,-100,-100,-71,-100,-82,-100,-100,-80,-81,-80,-75,-100,-82,-64,-64,-68,-68,-100,-74,-74,-76,-76,-100,-100,-100,-100,-88,-87,-100,-100,-100,-100,-78,-67,-79,-100,-72,-59,-100,-74,-100,-81,-64,-64,-68,-76,-74,-100,-100,-100,-100,-76,-58,-58,-73,-73,-64,-64,-100,-72,-100,-73,-100,-72,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-88,-78,-86,-85,-79,-85,-78,-81,-100,-100,-100,-81,-100,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-78,-79,-71,-77,-77,-66,-66,-78,-78,-78,-70,-70,-69,-58,-100,-100,-100,-71,-100,-82,-88,-88,-81,-81,-80,-75,-75,-82,-66,-66,-67,-67,-100,-80,-80,-76,-81,-100,-100,-100,-100,-88,-89,-100,-100,-100,-79,-78,-66,-78,-100,-70,-59,-100,-76,-100,-81,-64,-66,-67,-81,-80,-100,-100,-89,-100,-75,-60,-58,-70,-70,-64,-64,-71,-70,-100,-70,-100,-71,-100,-100,-100,-82,-100,-85,-100,-100,-100,-100,-100,-100,-75,-75,-75,-84,-100,-84,-100,-88,-82,-84,-84,-82,-85,-82,-81,-100,-100,-100,-81,-100,-83,-88,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-87,-82,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-82,-82,-71,-80,-79,-65,-65,-79,-79,-80,-72,-71,-72,-61,-100,-100,-100,-71,-100,-83,-88,-89,-80,-81,-80,-73,-73,-100,-66,-66,-68,-68,-85,-75,-75,-75,-76,-100,-100,-100,-100,-87,-87,-100,-100,-100,-82,-79,-65,-79,-100,-70,-100,-100,-73,-89,-79,-61,-66,-68,-76,-75,-100,-100,-87,-100,-76,-58,-61,-71,-71,-61,-61,-72,-72,-100,-71,-100,-72,-90,-100,-100,-82,-100,-85,-100,-100,-100,-100,-100,-100,-78,-78,-77,-84,-100,-84,-88,-89,-78,-84,-83,-79,-83,-80,-100,-100,-100,-100,-100,-100,-82,-85,-100,-86,-100,-86,-100,-100,-82,-100,-89,-100,-100,-100,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-81,-81,-70,-78,-77,-68,-68,-80,-80,-80,-71,-70,-69,-59,-100,-100,-100,-71,-100,-84,-100,-90,-79,-80,-80,-73,-73,-84,-64,-64,-68,-68,-85,-76,-76,-78,-78,-100,-100,-100,-100,-87,-90,-100,-100,-100,-81,-78,-68,-80,-100,-71,-59,-100,-79,-89,-79,-64,-64,-68,-78,-76,-100,-100,-89,-100,-84,-59,-59,-72,-72,-63,-63,-64,-69,-100,-72,-100,-69,-90,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-78,-78,-77,-100,-100,-100,-88,-89,-80,-84,-85,-81,-85,-81,-100,-100,-100,-100,-100,-100,-84,-87,-100,-86,-100,-86,-100,-100,-85,-100,-100,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-81,-81,-71,-77,-77,-67,-68,-80,-80,-80,-72,-71,-68,-59,-100,-100,-100,-80,-100,-84,-100,-90,-80,-80,-80,-78,-78,-84,-64,-64,-68,-68,-100,-75,-76,-78,-78,-100,-100,-100,-100,-100,-90,-100,-100,-100,-81,-77,-67,-79,-100,-72,-59,-100,-78,-90,-80,-63,-64,-68,-78,-75,-100,-100,-89,-100,-74,-59,-59,-72,-72,-63,-63,-70,-69,-100,-72,-100,-70,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-80,-100,-100,-100,-100,-100,-80,-85,-85,-81,-85,-81,-100,-100,-100,-100,-100,-100,-84,-86,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-81,-81,-71,-77,-77,-68,-68,-80,-100,-80,-70,-70,-69,-59,-100,-100,-100,-79,-100,-100,-100,-100,-80,-80,-80,-79,-79,-100,-64,-64,-67,-67,-80,-75,-76,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-77,-68,-80,-100,-70,-59,-100,-79,-90,-79,-63,-64,-67,-77,-75,-100,-100,-100,-100,-74,-56,-59,-72,-71,-63,-63,-69,-70,-100,-72,-100,-69,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-79,-80,-80,-100,-100,-100,-100,-100,-80,-85,-85,-80,-84,-80,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,501.3999999999998,17
-81,-80,-72,-80,-80,-66,-66,-79,-79,-79,-71,-72,-72,-63,-100,-100,-100,-73,-100,-100,-100,-100,-76,-77,-77,-76,-76,-100,-67,-67,-100,-100,-83,-76,-75,-77,-75,-100,-100,-100,-100,-100,-89,-100,-100,-100,-81,-100,-66,-80,-100,-72,-66,-100,-72,-89,-77,-60,-67,-100,-75,-75,-100,-100,-89,-100,-82,-63,-66,-67,-67,-60,-59,-71,-72,-100,-67,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-74,-100,-100,-100,-100,-87,-81,-87,-87,-81,-87,-81,-100,-100,-100,-100,-100,-87,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-83,-83,-71,-79,-78,-70,-70,-79,-79,-79,-73,-72,-73,-65,-100,-100,-100,-73,-100,-100,-100,-100,-78,-77,-78,-73,-73,-80,-69,-67,-66,-66,-84,-73,-74,-74,-74,-100,-100,-100,-100,-100,-89,-100,-100,-100,-83,-78,-70,-79,-100,-73,-65,-100,-73,-100,-78,-59,-68,-66,-73,-73,-100,-100,-89,-100,-79,-66,-65,-69,-69,-60,-59,-70,-70,-100,-70,-100,-72,-100,-100,-100,-80,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-75,-100,-100,-100,-100,-87,-80,-87,-86,-82,-87,-81,-100,-100,-90,-100,-100,-88,-100,-100,-85,-100,-100,-100,-100,-100,-100,-85,-100,-85,-100,-81,-81,-81,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-80,-81,-71,-79,-79,-67,-67,-80,-80,-80,-71,-72,-72,-65,-100,-100,-100,-73,-100,-100,-100,-100,-77,-77,-77,-74,-74,-100,-67,-67,-70,-70,-82,-75,-75,-78,-78,-100,-100,-100,-100,-100,-88,-100,-100,-100,-81,-80,-67,-80,-100,-72,-65,-100,-74,-100,-77,-60,-67,-70,-78,-75,-100,-100,-88,-100,-82,-61,-65,-68,-68,-61,-61,-72,-72,-100,-69,-100,-72,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-75,-100,-100,-100,-100,-86,-81,-86,-86,-80,-86,-80,-100,-100,-100,-100,-100,-86,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-80,-81,-72,-79,-80,-66,-66,-81,-80,-80,-71,-72,-72,-64,-100,-100,-100,-73,-100,-100,-89,-100,-77,-77,-77,-74,-74,-80,-67,-67,-71,-70,-83,-76,-76,-75,-75,-100,-100,-100,-100,-100,-88,-100,-100,-100,-81,-100,-67,-80,-100,-72,-65,-100,-74,-89,-77,-60,-67,-70,-75,-75,-100,-100,-88,-100,-81,-61,-64,-68,-68,-60,-59,-71,-71,-100,-68,-100,-72,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-87,-87,-81,-86,-81,-100,-100,-100,-100,-100,-86,-100,-91,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-87,-82,-83,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-81,-81,-71,-79,-100,-66,-66,-81,-80,-81,-100,-100,-100,-64,-100,-100,-100,-73,-100,-100,-89,-100,-77,-77,-77,-74,-74,-79,-67,-67,-70,-70,-83,-76,-76,-75,-75,-100,-100,-100,-100,-100,-88,-100,-100,-100,-81,-100,-67,-81,-100,-73,-65,-100,-74,-89,-77,-61,-67,-70,-75,-76,-100,-100,-88,-100,-80,-62,-64,-68,-68,-60,-60,-72,-71,-100,-68,-100,-71,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-81,-86,-87,-81,-87,-81,-100,-100,-100,-100,-100,-86,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-86,-82,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-85,-85,-70,-79,-100,-68,-68,-79,-79,-79,-72,-72,-69,-66,-100,-100,-100,-73,-100,-78,-100,-100,-77,-77,-77,-72,-72,-79,-65,-65,-69,-69,-83,-74,-74,-77,-77,-100,-100,-100,-100,-100,-91,-100,-100,-100,-85,-100,-68,-79,-100,-72,-66,-100,-72,-88,-78,-59,-64,-69,-77,-74,-100,-100,-89,-100,-79,-65,-66,-73,-74,-59,-59,-71,-72,-100,-74,-100,-71,-100,-100,-100,-79,-100,-83,-100,-100,-100,-83,-100,-100,-74,-74,-74,-100,-100,-100,-100,-86,-80,-87,-87,-79,-87,-80,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-77,-69,-77,-76,-68,-68,-77,-77,-77,-75,-75,-80,-59,-100,-100,-100,-74,-100,-100,-86,-86,-81,-81,-81,-71,-71,-82,-100,-72,-67,-67,-85,-76,-75,-75,-75,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-77,-68,-77,-100,-75,-60,-100,-71,-86,-81,-61,-72,-67,-75,-76,-100,-100,-86,-100,-100,-67,-59,-71,-71,-61,-61,-70,-71,-100,-71,-100,-71,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-74,-100,-100,-100,-86,-86,-100,-82,-81,-100,-81,-79,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-100,-77,-69,-76,-77,-68,-68,-78,-78,-77,-75,-75,-72,-60,-100,-100,-100,-72,-100,-100,-86,-86,-82,-81,-82,-71,-70,-82,-71,-72,-68,-68,-85,-75,-75,-75,-76,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-77,-68,-78,-100,-75,-60,-100,-71,-86,-82,-60,-71,-68,-75,-75,-100,-100,-86,-100,-100,-65,-60,-71,-71,-60,-60,-70,-70,-100,-71,-100,-70,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-74,-74,-74,-100,-100,-100,-86,-86,-78,-81,-82,-79,-82,-78,-84,-100,-89,-100,-100,-88,-100,-100,-100,-92,-100,-100,-100,-89,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-100,-77,-70,-77,-77,-67,-67,-78,-78,-78,-74,-74,-81,-60,-100,-100,-100,-69,-100,-81,-86,-86,-82,-82,-82,-72,-71,-100,-70,-70,-68,-68,-100,-75,-75,-77,-77,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-77,-67,-78,-100,-74,-59,-100,-71,-85,-82,-60,-70,-68,-77,-75,-100,-100,-86,-100,-85,-67,-60,-72,-72,-60,-60,-70,-70,-100,-72,-100,-70,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-73,-100,-100,-100,-86,-86,-78,-82,-82,-79,-82,-78,-84,-100,-89,-100,-100,-86,-83,-100,-84,-92,-100,-100,-100,-90,-84,-84,-100,-100,-85,-100,-100,-100,-84,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-78,-77,-70,-77,-78,-68,-68,-77,-77,-77,-74,-74,-81,-60,-100,-100,-100,-68,-100,-81,-86,-86,-81,-81,-81,-71,-71,-100,-70,-70,-67,-67,-100,-76,-76,-77,-77,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-78,-68,-76,-100,-75,-59,-100,-71,-85,-81,-61,-70,-67,-77,-76,-100,-100,-86,-100,-80,-64,-60,-73,-73,-61,-61,-71,-70,-100,-73,-100,-70,-87,-100,-100,-100,-100,-84,-87,-100,-100,-84,-100,-100,-72,-72,-72,-100,-100,-100,-87,-86,-78,-82,-82,-79,-82,-78,-100,-100,-100,-100,-100,-86,-83,-100,-84,-92,-100,-100,-100,-90,-84,-84,-100,-100,-87,-100,-100,-100,-84,-100,-100,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-78,-100,-68,-77,-78,-65,-65,-77,-81,-77,-76,-76,-81,-100,-100,-100,-100,-68,-100,-80,-86,-86,-78,-78,-78,-72,-72,-81,-69,-69,-68,-68,-100,-75,-75,-76,-76,-100,-100,-100,-100,-100,-88,-100,-100,-100,-78,-78,-65,-82,-100,-76,-100,-100,-72,-100,-78,-64,-69,-68,-76,-76,-100,-100,-87,-100,-80,-67,-100,-68,-69,-64,-64,-72,-72,-100,-69,-100,-72,-87,-100,-100,-100,-100,-84,-87,-100,-100,-84,-100,-100,-72,-72,-72,-100,-100,-100,-87,-100,-78,-82,-82,-74,-82,-78,-100,-100,-89,-100,-100,-86,-82,-100,-100,-100,-100,-100,-100,-89,-83,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-79,-79,-72,-100,-100,-66,-66,-100,-79,-79,-78,-78,-76,-64,-100,-100,-100,-72,-100,-80,-87,-87,-80,-80,-80,-72,-71,-82,-71,-71,-67,-67,-100,-74,-74,-75,-75,-100,-100,-100,-100,-100,-86,-100,-100,-100,-80,-100,-66,-80,-100,-78,-100,-100,-71,-87,-81,-59,-71,-67,-75,-74,-100,-100,-87,-100,-81,-67,-100,-70,-70,-61,-59,-69,-70,-100,-71,-100,-70,-88,-100,-100,-82,-100,-100,-100,-100,-100,-82,-100,-100,-71,-71,-71,-100,-100,-100,-86,-85,-100,-83,-83,-74,-82,-100,-100,-100,-89,-100,-100,-85,-82,-91,-100,-91,-100,-100,-100,-89,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-83,-84,-72,-74,-75,-70,-70,-82,-82,-82,-73,-73,-71,-69,-100,-100,-100,-69,-100,-100,-100,-100,-78,-78,-78,-72,-100,-100,-69,-70,-71,-71,-100,-72,-72,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-75,-70,-82,-100,-73,-69,-100,-72,-87,-78,-100,-70,-72,-79,-72,-100,-100,-100,-100,-81,-65,-69,-76,-76,-60,-60,-71,-71,-100,-76,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-87,-82,-80,-100,-100,-80,-80,-86,-84,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-82,-82,-71,-75,-75,-67,-68,-83,-83,-83,-100,-75,-100,-64,-100,-100,-100,-73,-100,-100,-87,-87,-78,-78,-78,-74,-74,-100,-67,-68,-70,-70,-86,-75,-75,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-68,-83,-100,-75,-65,-100,-73,-86,-79,-63,-68,-70,-77,-75,-100,-100,-91,-100,-79,-66,-65,-75,-75,-63,-63,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-100,-87,-100,-100,-85,-83,-84,-100,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-82,-82,-71,-75,-75,-68,-68,-83,-83,-83,-75,-75,-77,-65,-100,-100,-100,-71,-100,-100,-87,-87,-80,-80,-80,-74,-74,-100,-68,-68,-70,-70,-86,-75,-75,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-75,-68,-83,-100,-75,-65,-100,-73,-87,-80,-63,-68,-70,-78,-76,-100,-100,-90,-100,-85,-66,-65,-74,-74,-63,-63,-71,-71,-100,-74,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-100,-87,-100,-100,-86,-83,-85,-83,-82,-100,-88,-100,-82,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-82,-82,-70,-76,-75,-68,-68,-83,-83,-83,-75,-75,-77,-65,-100,-100,-100,-71,-100,-84,-87,-87,-79,-79,-79,-100,-73,-100,-68,-67,-70,-70,-84,-75,-75,-79,-79,-100,-100,-100,-100,-100,-90,-100,-100,-100,-82,-75,-68,-84,-100,-75,-65,-100,-100,-87,-79,-64,-68,-70,-79,-74,-100,-100,-90,-100,-80,-66,-64,-74,-74,-63,-64,-71,-71,-100,-73,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-71,-100,-100,-100,-100,-87,-100,-100,-86,-100,-84,-84,-82,-100,-88,-82,-82,-87,-100,-100,-100,-100,-100,-100,-100,-88,-83,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-89,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
