38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:19:55:42,68:ff:7b:e4:af:38,b0:be:76:f8:30:5e,38:17:c3:24:58:b2,38:17:c3:24:58:b1,00:4e:35:df:06:51,00:4e:35:df:06:50,38:17:c3:19:55:50,38:17:c3:1e:fc:b0,38:17:c3:24:58:b0,00:4e:35:df:06:52,80:8d:b7:55:3a:50,32:f7:72:50:57:3b,70:56:81:c9:91:ab,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a1,68:ff:7b:e4:af:39,38:17:c3:1e:fc:a0,66:2a:2f:53:7c:99,64:e5:99:c3:13:3c,38:17:c3:24:58:a0,38:17:c3:24:58:a1,56:13:79:14:54:6d,20:4e:7f:c2:ff:e8,80:8d:b7:55:3a:51,00:4e:35:df:06:40,80:8d:b7:55:3a:52,00:4e:35:df:06:42,00:4e:35:de:e1:12,38:17:c3:19:55:41,44:48:c1:a5:82:32,44:48:c1:a5:82:31,38:17:c3:1f:08:52,38:17:c3:1f:08:51,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:21,38:17:c3:19:55:40,44:48:c1:a5:82:30,38:17:c3:1f:08:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:22,38:17:c3:24:58:a2,44:48:c1:a5:82:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:11,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:25:f3,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e3,80:8d:b7:55:39:c2,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1e:ff:12,38:17:c3:19:45:b1,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:45:b2,20:a6:cd:50:24:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,20:a6:cd:50:24:a1,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f3,b4:5d:50:e1:92:23,38:17:c3:1f:09:83,38:17:c3:1f:0e:10,80:8d:b7:55:35:10,38:17:c3:1f:01:90,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,38:17:c3:19:d7:70,80:8d:b7:55:25:e0,20:a6:cd:50:24:b0,38:17:c3:1e:ff:10,38:17:c3:19:45:b0,38:17:c3:19:d7:60,38:17:c3:1f:09:90,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:1f:01:81,38:17:c3:1f:01:82,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,38:17:c3:1f:01:80,38:17:c3:1f:22:30,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,38:17:c3:1f:09:91,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,b4:5d:50:e1:92:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:31,b4:5d:50:e1:96:50,38:17:c3:19:71:90,a8:bd:27:4c:bd:30,38:17:c3:1f:09:93,20:a6:cd:42:0b:e3,b4:5d:50:e1:96:43,80:8d:b7:55:39:c1,a8:bd:27:4c:bd:32,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:20,80:8d:b7:55:39:c0,20:a6:cd:50:24:a0,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,38:17:c3:1f:22:31,38:17:c3:1f:09:92,38:17:c3:1f:22:32,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,00:4e:35:df:06:41,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:19:71:91,80:8d:b7:55:3a:40,00:4e:35:de:e1:01,44:48:c1:91:95:b3,44:48:c1:91:95:b2,38:17:c3:1e:ff:00,38:17:c3:19:71:92,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:08:42,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:40,a8:bd:27:4c:bd:22,38:17:c3:1f:22:21,00:4e:35:df:0e:12,44:48:c1:91:95:b1,44:48:c1:91:95:b0,00:4e:35:de:d7:53,38:17:c3:1f:08:41,00:4e:35:de:d7:52,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:22:22,00:4e:35:df:0e:10,00:4e:35:df:0e:11,00:4e:35:de:d7:43,38:17:c3:1f:22:20,38:17:c3:19:71:81,38:17:c3:19:71:82,38:17:c3:19:71:80,00:4e:35:de:d7:42,38:17:c3:19:36:30,9c:d6:43:60:92:e0,00:4e:35:de:d7:41,00:4e:35:de:d7:40,38:17:c3:19:36:22,38:17:c3:19:36:21,38:17:c3:19:36:20,00:4e:35:df:0e:02,00:4e:35:df:0e:00,00:4e:35:df:0e:01,38:17:c3:24:4f:12,38:17:c3:1f:0f:92,38:17:c3:1f:0f:91,38:17:c3:24:4f:11,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b0,38:17:c3:1b:08:a0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a1,38:17:c3:24:4f:02,38:17:c3:1b:08:a2,00:4e:35:df:27:11,00:4e:35:df:27:10,00:4e:35:df:27:00,00:4e:35:df:27:02,x,y,timestamp
-47,-47,-83,-83,-54,-100,-44,-100,-100,-57,-57,-47,-82,-100,-57,-69,-100,-100,-81,-80,-80,-80,-86,-87,-100,-100,-100,-100,-69,-55,-70,-54,-70,-54,-85,-84,-100,-100,-77,-77,-100,-54,-85,-100,-77,-82,-100,-100,-78,-79,-79,-80,-80,-80,-100,-100,-68,-78,-77,-79,-86,-100,-72,-72,-72,-70,-76,-100,-100,-73,-73,-85,-100,-100,-100,-100,-100,-87,-100,-86,-87,-100,-100,-100,-100,-100,-100,-86,-100,-79,-80,-100,-85,-72,-100,-73,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-70,-69,-73,-100,-100,-73,-100,-100,-100,-76,-73,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-55,-100,-100,-100,-70,-73,-100,-100,-100,-100,-73,-73,-100,-72,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,227,2441432718390
-59,-58,-83,-83,-100,-87,-47,-100,-100,-60,-59,-58,-82,-100,-60,-67,-100,-100,-81,-80,-80,-80,-86,-100,-100,-100,-100,-100,-69,-55,-69,-55,-68,-100,-80,-80,-100,-100,-76,-76,-100,-54,-80,-100,-76,-100,-100,-100,-78,-78,-79,-80,-80,-83,-100,-100,-66,-78,-77,-79,-86,-100,-71,-71,-72,-69,-76,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-78,-82,-100,-85,-71,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-68,-68,-70,-100,-100,-71,-100,-100,-100,-75,-71,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-70,-69,-55,-100,-100,-100,-70,-68,-100,-100,-100,-100,-73,-68,-100,-72,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,210,2476254431189
-51,-51,-81,-81,-100,-87,-47,-100,-100,-57,-57,-51,-81,-100,-57,-68,-100,-100,-82,-81,-100,-82,-100,-100,-100,-100,-100,-100,-69,-55,-69,-55,-72,-100,-82,-83,-100,-100,-74,-74,-82,-100,-82,-100,-74,-82,-100,-83,-100,-82,-82,-85,-86,-85,-100,-100,-66,-100,-100,-84,-100,-100,-72,-72,-72,-69,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-81,-85,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-71,-100,-100,-71,-100,-100,-100,-75,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-68,-100,-73,-100,-100,-73,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-79,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,210,2482072487125
-58,-58,-81,-81,-100,-87,-46,-100,-100,-58,-58,-58,-81,-100,-58,-67,-100,-100,-82,-81,-82,-82,-80,-100,-100,-100,-100,-100,-70,-54,-70,-54,-69,-100,-82,-83,-100,-100,-78,-78,-82,-100,-82,-100,-78,-83,-100,-82,-82,-82,-82,-85,-84,-83,-100,-100,-74,-80,-81,-83,-83,-84,-70,-70,-70,-67,-77,-100,-100,-65,-65,-80,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-81,-85,-100,-83,-70,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-68,-67,-100,-100,-67,-100,-100,-100,-77,-67,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-68,-68,-100,-100,-100,-100,-64,-68,-100,-69,-70,-100,-69,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,210,2487741868893
-57,-57,-81,-81,-100,-100,-49,-100,-100,-57,-57,-57,-81,-100,-58,-70,-100,-100,-82,-81,-80,-82,-72,-100,-100,-100,-100,-100,-70,-58,-70,-54,-65,-58,-85,-84,-100,-100,-78,-78,-81,-58,-85,-85,-78,-83,-100,-82,-82,-82,-82,-85,-85,-84,-100,-100,-76,-80,-81,-83,-83,-84,-70,-70,-69,-79,-74,-100,-100,-79,-65,-80,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-83,-70,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-65,-67,-100,-100,-68,-100,-100,-100,-77,-67,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-69,-70,-58,-100,-100,-100,-72,-100,-100,-100,-100,-100,-71,-100,-100,-69,-70,-100,-69,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,210,2493735016183
-57,-57,-100,-100,-100,-100,-43,-100,-100,-57,-57,-57,-100,-100,-56,-68,-100,-100,-100,-81,-80,-80,-72,-100,-100,-100,-100,-100,-68,-50,-68,-55,-67,-58,-81,-81,-100,-100,-80,-80,-82,-58,-81,-85,-80,-83,-100,-81,-78,-79,-79,-82,-85,-82,-100,-100,-73,-78,-77,-80,-85,-85,-70,-70,-70,-77,-76,-100,-100,-79,-65,-80,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-86,-100,-80,-83,-100,-83,-70,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-68,-67,-100,-100,-67,-100,-100,-100,-75,-67,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-55,-100,-100,-100,-72,-72,-100,-100,-100,-100,-72,-73,-100,-69,-70,-100,-69,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,210,2499701540660
-53,-53,-100,-100,-100,-100,-43,-100,-100,-57,-56,-53,-100,-100,-57,-67,-100,-100,-100,-100,-80,-80,-85,-100,-100,-100,-100,-100,-67,-50,-67,-55,-67,-58,-82,-81,-100,-100,-80,-80,-80,-58,-82,-85,-81,-100,-100,-81,-78,-79,-79,-81,-82,-81,-100,-100,-82,-78,-77,-80,-85,-85,-70,-70,-70,-77,-76,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-79,-82,-100,-100,-70,-100,-78,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-67,-100,-100,-67,-100,-100,-100,-75,-67,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-55,-100,-100,-100,-72,-72,-100,-100,-100,-100,-72,-73,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,210,2505827900970
-62,-62,-84,-85,-100,-100,-40,-100,-100,-54,-54,-62,-83,-100,-54,-71,-100,-100,-82,-71,-80,-80,-85,-100,-100,-100,-100,-100,-72,-53,-72,-53,-73,-100,-81,-81,-100,-100,-80,-79,-80,-100,-81,-100,-80,-100,-100,-81,-78,-78,-79,-83,-82,-82,-100,-100,-51,-78,-77,-80,-85,-85,-74,-75,-74,-77,-76,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-86,-100,-79,-83,-100,-100,-74,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-67,-100,-100,-67,-100,-100,-100,-75,-66,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-54,-100,-100,-100,-71,-74,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-69,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,193,2535762326062
-64,-64,-84,-85,-100,-100,-40,-100,-100,-52,-52,-64,-83,-100,-52,-73,-100,-100,-82,-71,-80,-100,-86,-100,-100,-100,-100,-100,-73,-53,-74,-53,-72,-100,-81,-81,-100,-100,-78,-77,-100,-100,-81,-100,-78,-100,-100,-100,-100,-78,-79,-85,-82,-84,-100,-100,-51,-100,-100,-84,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-79,-84,-100,-100,-74,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-69,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-71,-74,-100,-100,-100,-100,-74,-74,-100,-100,-100,-100,-69,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,193,2541843355331
-65,-65,-84,-85,-100,-100,-40,-100,-100,-57,-57,-65,-83,-100,-57,-73,-100,-100,-87,-83,-80,-84,-87,-100,-100,-100,-100,-100,-73,-57,-74,-57,-73,-100,-80,-80,-100,-100,-77,-77,-100,-100,-80,-100,-77,-100,-100,-100,-100,-80,-80,-85,-84,-84,-100,-100,-51,-100,-100,-83,-100,-100,-75,-75,-75,-77,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-85,-100,-100,-75,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-73,-70,-100,-100,-70,-100,-100,-100,-74,-70,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-57,-100,-100,-100,-70,-71,-100,-100,-100,-100,-70,-71,-100,-70,-100,-100,-70,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,193,2547643940016
-63,-63,-100,-85,-100,-100,-38,-100,-100,-53,-53,-63,-100,-100,-53,-74,-100,-100,-87,-83,-100,-84,-85,-100,-100,-100,-100,-100,-74,-59,-74,-59,-71,-100,-81,-81,-100,-100,-77,-77,-100,-100,-81,-100,-77,-80,-100,-100,-82,-80,-80,-85,-83,-84,-100,-100,-72,-100,-100,-82,-100,-100,-74,-74,-74,-77,-100,-100,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-84,-100,-100,-74,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-69,-100,-100,-69,-100,-100,-100,-74,-69,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-70,-68,-60,-100,-100,-100,-69,-73,-100,-100,-100,-100,-72,-72,-100,-70,-100,-100,-70,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,193,2553547602149
-64,-64,-84,-85,-100,-100,-40,-100,-100,-53,-53,-64,-85,-100,-53,-72,-100,-100,-85,-83,-78,-84,-86,-100,-100,-100,-100,-100,-74,-59,-74,-57,-71,-100,-81,-80,-100,-100,-78,-78,-100,-100,-81,-100,-78,-80,-100,-100,-82,-79,-79,-84,-84,-84,-100,-100,-78,-100,-100,-83,-100,-100,-75,-75,-75,-75,-76,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-86,-75,-100,-71,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-69,-100,-100,-69,-100,-100,-100,-74,-69,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-60,-100,-100,-100,-69,-73,-100,-100,-100,-100,-72,-71,-100,-70,-100,-100,-70,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-83,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,193,2559005810741
-64,-63,-84,-85,-100,-100,-38,-100,-100,-53,-53,-64,-85,-100,-53,-73,-100,-100,-85,-100,-78,-84,-86,-89,-100,-100,-100,-100,-73,-59,-73,-59,-70,-100,-82,-81,-100,-100,-78,-77,-100,-100,-82,-100,-78,-80,-100,-100,-82,-79,-79,-85,-84,-84,-100,-100,-51,-100,-100,-83,-100,-100,-75,-74,-74,-72,-80,-100,-100,-71,-73,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-85,-100,-86,-74,-100,-71,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-69,-100,-100,-69,-100,-100,-100,-100,-68,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-59,-100,-100,-100,-70,-74,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,193,2565023519228
-62,-62,-84,-85,-100,-100,-46,-100,-100,-63,-63,-63,-85,-100,-63,-73,-100,-100,-85,-100,-78,-84,-82,-89,-100,-100,-100,-100,-73,-62,-73,-61,-75,-100,-85,-85,-100,-100,-80,-80,-100,-100,-84,-100,-81,-100,-100,-100,-100,-80,-80,-85,-85,-83,-100,-100,-76,-100,-100,-83,-100,-100,-75,-74,-74,-72,-80,-100,-100,-71,-73,-86,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-86,-74,-100,-71,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-75,-69,-100,-100,-70,-100,-100,-100,-100,-70,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-61,-100,-100,-100,-72,-73,-100,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,2592464592968
-65,-65,-100,-100,-100,-100,-48,-100,-100,-60,-60,-65,-100,-100,-60,-72,-100,-100,-84,-83,-100,-84,-88,-100,-100,-100,-100,-100,-72,-61,-72,-60,-74,-100,-86,-87,-100,-100,-80,-81,-82,-100,-87,-100,-81,-81,-100,-80,-100,-80,-80,-84,-83,-84,-100,-100,-76,-100,-100,-79,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-100,-100,-70,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-73,-69,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-61,-100,-100,-100,-72,-75,-100,-100,-100,-100,-100,-75,-100,-65,-100,-100,-65,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,2598361828591
-66,-66,-100,-100,-100,-100,-47,-100,-100,-62,-62,-66,-100,-100,-62,-74,-100,-100,-84,-83,-82,-84,-87,-100,-100,-100,-100,-100,-74,-62,-73,-62,-75,-100,-85,-86,-100,-100,-81,-81,-82,-100,-86,-100,-82,-82,-100,-80,-100,-80,-80,-84,-83,-85,-100,-100,-74,-100,-100,-85,-100,-100,-69,-69,-69,-74,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-80,-84,-100,-100,-69,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-69,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-71,-71,-62,-100,-100,-100,-72,-75,-100,-100,-100,-100,-100,-75,-100,-65,-100,-100,-65,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,2604067000359
-65,-65,-100,-100,-100,-100,-46,-100,-100,-62,-62,-66,-100,-100,-62,-74,-100,-100,-84,-83,-82,-84,-86,-100,-100,-100,-100,-100,-74,-63,-74,-63,-74,-100,-84,-85,-100,-100,-79,-79,-80,-100,-84,-100,-79,-82,-100,-80,-100,-100,-100,-84,-84,-84,-100,-100,-76,-100,-100,-81,-83,-83,-69,-69,-69,-72,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-84,-100,-84,-69,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-75,-69,-100,-100,-69,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-73,-62,-100,-100,-100,-73,-74,-100,-100,-100,-100,-70,-73,-100,-65,-100,-100,-65,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,262,176,2609901847857
