38:17:c3:1f:0e:12,38:17:c3:19:d7:62,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:19:45:a1,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,38:17:c3:19:d7:61,38:17:c3:19:45:a0,80:8d:b7:55:39:d0,00:4e:35:df:06:40,44:48:c1:a5:82:30,b0:be:76:f8:30:5e,00:4e:35:df:06:42,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:1e:ff:00,00:4e:35:de:e1:11,00:4e:35:de:e1:12,00:4e:35:de:e1:10,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,b4:5d:50:e1:96:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,44:48:c1:a5:82:21,66:2a:2f:53:7c:99,44:48:c1:a5:82:20,44:48:c1:a5:82:22,68:ff:7b:e4:af:38,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,38:17:c3:1f:01:92,38:17:c3:1f:22:30,80:8d:b7:55:3a:52,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,80:8d:b7:55:3a:50,38:17:c3:1f:01:91,80:8d:b7:55:3a:51,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:35:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:19:55:52,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:0e:00,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,80:8d:b7:55:3a:41,38:17:c3:1f:01:82,80:8d:b7:55:3a:42,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,38:17:c3:1f:01:80,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:30,80:8d:b7:55:25:e3,b4:5d:50:e1:92:31,00:4e:35:df:06:41,38:17:c3:19:45:a2,b4:5d:50:e1:92:23,b4:5d:50:e1:96:53,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:19:71:90,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,68:ff:7b:e4:af:39,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:42:0b:e3,38:17:c3:1f:08:50,38:17:c3:1f:09:92,38:17:c3:1f:09:91,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,a8:bd:27:4c:bd:30,38:17:c3:1f:00:b0,44:48:c1:91:95:b2,44:48:c1:91:95:b3,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:55:40,38:17:c3:19:55:41,38:17:c3:19:55:42,00:4e:35:de:d7:53,00:4e:35:de:d7:52,b4:5d:50:e1:92:22,b4:5d:50:e1:92:21,b4:5d:50:e1:92:20,00:4e:35:de:d7:51,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,00:4e:35:de:d7:50,38:17:c3:1f:08:51,00:4e:35:de:e1:00,00:4e:35:de:e1:02,38:17:c3:1f:09:83,00:4e:35:de:e1:01,a8:bd:27:4c:bd:22,38:17:c3:1f:08:52,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:21,00:4e:35:df:0e:12,00:4e:35:de:d7:40,00:4e:35:de:d7:43,00:4e:35:de:d7:42,00:4e:35:de:d7:41,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:71:82,38:17:c3:19:36:30,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:21,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,70:56:81:c9:91:ab,38:17:c3:1e:fc:b2,00:4e:35:df:0e:02,00:4e:35:df:0e:01,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:24:58:b2,38:17:c3:24:58:a0,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:1b:08:b0,38:17:c3:1f:0f:90,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a2,00:4e:35:df:27:10,00:4e:35:df:27:11,x,y,label
-90,-100,-85,-87,-86,-100,-90,-100,-89,-100,-100,-73,-66,-89,-49,-66,-85,-72,-85,-73,-72,-73,-29,-100,-76,-77,-76,-86,-84,-85,-84,-100,-84,-100,-57,-56,-57,-88,-90,-88,-89,-92,-83,-100,-84,-100,-100,-100,-80,-84,-85,-83,-100,-100,-70,-100,-100,-100,-100,-100,-70,-100,-71,-100,-100,-100,-90,-84,-84,-74,-75,-67,-100,-90,-100,-100,-84,-67,-67,-100,-75,-100,-71,-100,-82,-81,-100,-77,-80,-100,-100,-100,-80,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-78,-78,-77,-100,-100,-100,-100,-100,-100,-72,-73,-100,-100,-79,-80,-100,-80,-83,-100,-100,-100,-100,-83,-82,-81,-100,-100,-100,-100,-84,-80,-100,-100,-100,-100,-100,-87,-86,-100,-87,-87,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-90,-100,-85,-87,-85,-100,-90,-100,-89,-100,-100,-75,-69,-89,-48,-69,-87,-77,-87,-76,-76,-76,-36,-100,-74,-72,-74,-85,-85,-84,-87,-100,-86,-100,-62,-61,-60,-88,-90,-89,-89,-92,-86,-100,-86,-100,-100,-100,-83,-84,-85,-83,-100,-100,-73,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-87,-87,-88,-75,-75,-67,-100,-90,-100,-100,-89,-67,-67,-100,-75,-100,-77,-100,-81,-81,-100,-77,-80,-100,-100,-100,-80,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-78,-78,-77,-100,-100,-100,-100,-100,-100,-76,-75,-100,-100,-81,-80,-100,-79,-83,-100,-100,-100,-100,-83,-82,-85,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-85,-87,-100,-87,-86,-87,-88,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,700.2000000000004,31
-81,-100,-83,-82,-82,-100,-80,-100,-81,-100,-100,-75,-69,-87,-47,-67,-88,-74,-87,-75,-75,-74,-39,-100,-80,-81,-81,-87,-84,-84,-84,-100,-86,-100,-61,-60,-60,-88,-90,-89,-89,-92,-84,-100,-84,-100,-100,-100,-87,-84,-85,-83,-100,-100,-70,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-87,-87,-88,-75,-75,-74,-100,-90,-100,-100,-92,-74,-70,-100,-74,-100,-79,-100,-81,-81,-100,-74,-83,-100,-100,-100,-80,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-77,-76,-76,-100,-100,-100,-100,-100,-100,-65,-64,-100,-100,-82,-82,-100,-79,-83,-100,-100,-100,-100,-74,-77,-86,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-85,-87,-100,-87,-88,-89,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-82,-100,-83,-82,-82,-100,-82,-100,-82,-100,-100,-80,-69,-86,-50,-69,-86,-73,-86,-73,-74,-75,-34,-100,-83,-83,-83,-86,-85,-85,-83,-100,-84,-100,-58,-58,-58,-88,-90,-89,-89,-92,-83,-100,-83,-100,-100,-100,-80,-84,-85,-83,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-87,-86,-85,-80,-79,-70,-100,-90,-100,-100,-85,-71,-68,-100,-77,-100,-80,-100,-85,-85,-100,-79,-86,-100,-100,-100,-80,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-77,-76,-76,-100,-100,-100,-100,-100,-100,-65,-65,-100,-100,-81,-80,-100,-80,-83,-100,-100,-100,-100,-77,-77,-89,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-89,-87,-100,-89,-88,-89,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-87,-100,-82,-83,-83,-100,-89,-100,-86,-100,-100,-79,-69,-85,-50,-69,-86,-70,-86,-70,-70,-70,-33,-100,-76,-77,-77,-86,-85,-85,-83,-100,-84,-100,-60,-60,-59,-88,-90,-89,-89,-92,-82,-100,-83,-100,-100,-100,-80,-84,-85,-83,-100,-100,-70,-100,-100,-100,-100,-100,-71,-100,-71,-100,-100,-100,-87,-85,-86,-78,-78,-69,-100,-90,-100,-100,-87,-69,-65,-100,-74,-100,-75,-100,-82,-80,-100,-74,-86,-100,-100,-100,-80,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-75,-72,-71,-100,-100,-100,-100,-100,-100,-66,-67,-100,-100,-82,-81,-100,-82,-83,-100,-100,-100,-100,-77,-77,-87,-100,-100,-100,-100,-87,-90,-100,-100,-100,-100,-100,-89,-87,-100,-89,-88,-89,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-87,-100,-82,-82,-83,-100,-89,-100,-86,-100,-100,-81,-69,-87,-50,-70,-88,-71,-88,-71,-71,-70,-32,-100,-84,-85,-84,-84,-85,-85,-84,-100,-84,-100,-63,-62,-63,-88,-90,-89,-89,-92,-84,-100,-85,-100,-100,-100,-80,-84,-90,-83,-100,-100,-73,-100,-100,-100,-100,-100,-73,-100,-74,-100,-100,-100,-87,-85,-86,-81,-81,-64,-100,-90,-100,-100,-87,-67,-67,-100,-75,-100,-74,-100,-82,-80,-100,-74,-82,-100,-100,-100,-80,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-74,-70,-71,-100,-100,-100,-100,-100,-100,-64,-66,-100,-100,-82,-81,-100,-82,-76,-100,-100,-100,-100,-77,-77,-88,-100,-100,-100,-100,-84,-90,-100,-100,-100,-100,-100,-89,-87,-100,-89,-88,-89,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-87,-100,-83,-82,-82,-100,-89,-100,-86,-100,-100,-78,-68,-86,-49,-70,-86,-74,-87,-73,-73,-74,-29,-100,-82,-82,-81,-84,-85,-85,-85,-100,-84,-100,-62,-61,-62,-88,-90,-89,-89,-92,-84,-100,-84,-100,-100,-100,-80,-84,-90,-83,-100,-100,-68,-100,-100,-100,-100,-100,-68,-100,-67,-100,-100,-100,-87,-85,-86,-79,-79,-69,-100,-90,-100,-100,-87,-70,-70,-100,-75,-100,-74,-100,-82,-80,-100,-74,-82,-100,-100,-100,-80,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-86,-66,-100,-100,-83,-82,-100,-82,-77,-100,-100,-100,-100,-79,-79,-87,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-90,-87,-100,-89,-88,-89,-89,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-85,-100,-82,-82,-81,-100,-84,-100,-85,-100,-100,-79,-67,-85,-50,-70,-86,-71,-87,-70,-70,-70,-32,-100,-81,-81,-81,-84,-85,-85,-84,-100,-85,-100,-62,-61,-60,-88,-90,-89,-89,-92,-85,-100,-83,-100,-100,-100,-86,-84,-90,-83,-100,-100,-70,-100,-100,-100,-100,-100,-70,-100,-85,-100,-100,-100,-87,-85,-86,-79,-79,-68,-100,-90,-100,-100,-87,-66,-66,-100,-71,-100,-74,-100,-82,-80,-100,-74,-82,-100,-100,-100,-80,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-76,-73,-73,-100,-100,-100,-100,-100,-100,-86,-66,-100,-100,-83,-82,-100,-83,-77,-100,-100,-100,-100,-79,-79,-89,-100,-100,-100,-100,-84,-88,-100,-100,-100,-100,-100,-91,-87,-100,-90,-88,-89,-89,-100,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,714.4000000000004,32
-88,-100,-85,-82,-81,-100,-87,-100,-87,-100,-100,-79,-68,-87,-43,-74,-86,-70,-86,-69,-70,-69,-28,-100,-76,-75,-76,-88,-84,-84,-85,-100,-87,-100,-63,-63,-63,-88,-93,-89,-89,-92,-86,-100,-87,-100,-100,-100,-78,-84,-90,-88,-100,-100,-69,-100,-100,-100,-100,-100,-70,-100,-69,-100,-100,-100,-87,-85,-85,-79,-78,-69,-100,-90,-100,-100,-86,-70,-69,-100,-76,-100,-77,-100,-86,-87,-100,-77,-90,-100,-100,-100,-79,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-76,-73,-73,-100,-100,-100,-100,-100,-100,-59,-62,-100,-100,-88,-84,-100,-88,-77,-100,-100,-100,-100,-79,-79,-86,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-86,-87,-100,-86,-88,-90,-89,-100,-87,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-86,-100,-85,-82,-83,-100,-85,-100,-85,-100,-100,-79,-70,-84,-46,-70,-84,-69,-84,-70,-72,-70,-34,-100,-80,-79,-78,-87,-85,-87,-86,-100,-85,-100,-61,-60,-60,-88,-93,-89,-89,-92,-86,-100,-85,-100,-100,-100,-79,-84,-90,-88,-100,-100,-68,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-87,-85,-86,-79,-78,-64,-100,-90,-100,-100,-87,-64,-65,-100,-78,-100,-78,-100,-88,-88,-100,-76,-87,-100,-100,-100,-79,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-76,-73,-73,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-86,-87,-100,-88,-77,-100,-100,-100,-100,-79,-79,-86,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-88,-88,-100,-87,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-86,-100,-85,-82,-83,-100,-85,-100,-85,-100,-100,-79,-72,-84,-44,-72,-84,-70,-84,-70,-71,-70,-35,-100,-77,-78,-77,-85,-86,-86,-86,-100,-86,-100,-64,-64,-63,-88,-93,-89,-89,-92,-86,-100,-87,-100,-100,-100,-75,-84,-90,-88,-100,-100,-68,-100,-100,-100,-100,-100,-69,-100,-68,-100,-100,-100,-87,-85,-86,-78,-78,-66,-100,-90,-100,-100,-87,-67,-67,-100,-79,-100,-77,-100,-87,-86,-100,-78,-86,-100,-100,-100,-79,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-76,-73,-73,-100,-100,-100,-100,-100,-100,-63,-62,-100,-100,-86,-87,-100,-87,-74,-100,-100,-100,-100,-75,-74,-86,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-87,-87,-100,-87,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-85,-100,-85,-82,-83,-100,-86,-100,-86,-100,-100,-80,-78,-85,-45,-78,-87,-71,-86,-72,-72,-72,-37,-100,-78,-77,-81,-85,-86,-86,-86,-100,-87,-100,-65,-65,-66,-88,-93,-89,-89,-92,-88,-100,-86,-100,-100,-100,-75,-84,-90,-88,-100,-100,-68,-100,-100,-100,-100,-100,-89,-100,-68,-100,-100,-100,-87,-85,-86,-80,-79,-66,-100,-90,-100,-100,-87,-67,-67,-100,-79,-100,-82,-100,-87,-86,-100,-80,-87,-100,-100,-100,-79,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-76,-73,-73,-100,-100,-100,-100,-100,-100,-64,-62,-100,-100,-86,-87,-100,-87,-75,-100,-100,-100,-100,-73,-76,-87,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-87,-87,-100,-88,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-85,-100,-86,-82,-83,-100,-86,-100,-86,-100,-100,-80,-76,-84,-44,-74,-84,-73,-84,-73,-74,-73,-35,-100,-80,-78,-78,-85,-86,-86,-87,-100,-86,-100,-71,-69,-70,-88,-93,-89,-89,-92,-86,-100,-86,-100,-100,-100,-79,-84,-90,-88,-100,-100,-75,-100,-100,-100,-100,-100,-74,-100,-74,-100,-100,-100,-87,-85,-86,-79,-79,-68,-100,-90,-100,-100,-87,-67,-67,-100,-80,-100,-77,-100,-90,-89,-100,-81,-88,-100,-100,-100,-85,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-78,-80,-78,-100,-100,-100,-100,-100,-100,-60,-60,-100,-100,-86,-87,-100,-87,-72,-100,-100,-100,-100,-75,-73,-86,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-87,-87,-100,-88,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-85,-100,-85,-87,-86,-100,-86,-100,-86,-100,-100,-78,-75,-86,-43,-75,-85,-70,-86,-69,-72,-70,-34,-100,-79,-79,-81,-85,-86,-86,-84,-100,-84,-100,-67,-67,-64,-88,-92,-89,-89,-92,-85,-100,-84,-100,-100,-100,-80,-84,-90,-88,-100,-100,-68,-100,-100,-100,-100,-100,-68,-100,-68,-100,-100,-100,-87,-84,-79,-78,-78,-69,-100,-90,-100,-100,-85,-72,-70,-100,-76,-100,-79,-100,-87,-87,-100,-78,-89,-100,-100,-100,-85,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-61,-63,-100,-100,-87,-86,-100,-88,-75,-100,-100,-100,-100,-76,-75,-87,-100,-100,-100,-100,-89,-86,-100,-100,-100,-100,-100,-87,-89,-100,-87,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-85,-100,-84,-87,-86,-100,-85,-100,-84,-100,-100,-80,-72,-85,-41,-72,-85,-80,-84,-78,-79,-79,-32,-100,-87,-85,-86,-86,-85,-85,-85,-100,-84,-100,-70,-71,-72,-88,-92,-89,-89,-100,-84,-100,-84,-100,-100,-100,-80,-84,-90,-88,-100,-100,-70,-100,-100,-100,-100,-100,-69,-100,-70,-100,-100,-100,-87,-84,-79,-82,-80,-71,-100,-100,-100,-100,-85,-72,-72,-100,-84,-100,-79,-100,-87,-87,-100,-78,-89,-100,-100,-100,-85,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-80,-80,-80,-100,-100,-100,-100,-100,-100,-61,-63,-100,-100,-87,-88,-100,-88,-70,-100,-100,-100,-100,-70,-70,-87,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-87,-89,-100,-87,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-85,-100,-86,-84,-86,-100,-84,-100,-85,-100,-100,-81,-70,-88,-43,-69,-88,-78,-87,-78,-79,-78,-33,-100,-80,-81,-80,-87,-86,-85,-84,-100,-84,-100,-69,-66,-70,-88,-92,-89,-89,-100,-84,-100,-84,-100,-100,-100,-84,-84,-90,-88,-100,-100,-70,-100,-100,-100,-100,-100,-72,-100,-70,-100,-100,-100,-87,-84,-84,-80,-80,-73,-100,-100,-100,-100,-84,-73,-73,-100,-77,-100,-77,-100,-87,-87,-100,-76,-90,-100,-100,-100,-85,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-82,-80,-80,-100,-100,-100,-100,-100,-100,-62,-60,-100,-100,-87,-86,-100,-88,-69,-100,-100,-100,-100,-70,-70,-89,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-85,-86,-100,-85,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-100,-86,-84,-86,-100,-84,-100,-85,-100,-100,-84,-69,-91,-42,-70,-88,-76,-90,-76,-76,-76,-31,-100,-81,-81,-81,-89,-86,-87,-84,-100,-84,-100,-70,-70,-70,-88,-92,-89,-89,-100,-84,-100,-84,-100,-100,-100,-84,-84,-90,-88,-100,-100,-69,-100,-100,-100,-100,-100,-70,-100,-69,-100,-100,-100,-87,-84,-84,-85,-85,-72,-100,-100,-100,-100,-84,-73,-74,-100,-77,-100,-77,-100,-87,-87,-100,-76,-90,-100,-100,-100,-85,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-82,-79,-79,-100,-100,-100,-100,-100,-100,-59,-61,-100,-100,-89,-90,-100,-88,-71,-100,-100,-100,-100,-69,-69,-92,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-89,-86,-100,-87,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-100,-85,-86,-84,-100,-84,-100,-82,-100,-100,-81,-73,-88,-44,-72,-88,-76,-86,-76,-76,-76,-30,-100,-83,-84,-84,-87,-84,-85,-84,-100,-84,-100,-69,-70,-70,-88,-92,-91,-89,-100,-84,-100,-84,-100,-100,-100,-80,-84,-88,-88,-100,-100,-73,-100,-100,-100,-100,-100,-86,-100,-73,-100,-100,-100,-89,-84,-84,-82,-81,-71,-100,-100,-100,-100,-84,-70,-68,-100,-79,-100,-82,-100,-87,-87,-100,-79,-90,-100,-100,-100,-85,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-82,-79,-79,-100,-100,-100,-100,-100,-100,-65,-64,-100,-100,-89,-88,-100,-88,-70,-100,-100,-100,-100,-70,-68,-88,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-85,-84,-100,-84,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-84,-100,-84,-84,-83,-100,-84,-100,-82,-100,-100,-81,-83,-83,-44,-70,-83,-83,-84,-83,-83,-82,-32,-100,-83,-84,-84,-89,-84,-85,-84,-100,-84,-100,-75,-74,-76,-88,-92,-91,-89,-100,-84,-100,-84,-100,-100,-100,-81,-84,-88,-87,-100,-100,-67,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-89,-84,-84,-82,-81,-73,-100,-100,-100,-100,-84,-72,-72,-100,-78,-100,-75,-100,-87,-87,-100,-76,-90,-100,-100,-100,-85,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-81,-81,-83,-100,-100,-100,-100,-100,-100,-62,-61,-100,-100,-89,-88,-100,-88,-68,-100,-100,-100,-100,-71,-69,-88,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-89,-86,-100,-84,-88,-89,-89,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
