20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,b6:e6:2d:69:d5:58,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,38:17:c3:22:5e:f1,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,38:17:c3:1f:09:90,b4:5d:50:e1:96:43,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,38:17:c3:19:d7:70,38:17:c3:19:d7:71,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:1c:12,38:17:c3:1f:1c:11,38:17:c3:1f:09:82,38:17:c3:1f:09:83,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:22:61:91,38:17:c3:1a:cf:d0,44:48:c1:91:95:a2,38:17:c3:19:36:30,38:17:c3:19:36:31,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e3,80:8d:b7:55:25:e3,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:29:d0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:11,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:25:e1,38:17:c3:1e:ff:10,80:8d:b7:55:39:d0,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,80:8d:b7:55:25:e2,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,38:17:c3:19:71:91,38:17:c3:19:71:90,68:ff:7b:e4:af:39,38:17:c3:1e:ff:12,38:17:c3:19:71:92,d8:07:b6:72:52:c0,80:8d:b7:55:35:02,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:d1,80:8d:b7:55:29:d2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:29:c0,80:8d:b7:55:39:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:de:e1:12,38:17:c3:1f:0e:10,20:a6:cd:50:24:b0,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b1,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:df:06:51,20:a6:cd:50:24:b2,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,00:4e:35:de:e1:10,00:4e:35:de:e1:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:02,80:8d:b7:55:4d:10,38:17:c3:1f:22:22,x,y,label
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-74,-73,-100,-75,-100,-100,-100,-100,-92,-100,-90,-71,-91,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-91,-77,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-66,-69,-100,-68,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-91,-81,-81,-80,-100,-100,-62,-82,-83,-82,-81,-83,-82,-82,-89,-69,-69,-67,-81,-82,-89,-80,-81,-78,-85,-85,-83,-84,-83,-85,-82,-86,-80,-81,-92,-83,-82,-87,-81,-92,-79,-87,-83,-88,-88,-88,-81,-88,-100,-88,-88,-86,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-80,-78,-100,-75,-100,-100,-100,-100,-92,-100,-90,-68,-91,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-91,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-66,-71,-100,-72,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-91,-85,-82,-80,-100,-100,-63,-85,-83,-82,-83,-81,-85,-85,-89,-70,-70,-70,-76,-76,-89,-76,-77,-83,-85,-85,-83,-83,-83,-85,-80,-85,-82,-80,-91,-87,-87,-88,-81,-92,-80,-85,-87,-86,-87,-92,-79,-87,-100,-87,-88,-86,-88,-92,-91,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-80,-78,-100,-75,-100,-100,-100,-100,-92,-100,-90,-72,-91,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-91,-77,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-76,-72,-100,-71,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-90,-89,-81,-82,-80,-100,-100,-62,-83,-82,-82,-83,-83,-83,-82,-87,-67,-70,-69,-79,-79,-90,-80,-79,-83,-88,-88,-84,-83,-82,-88,-80,-87,-82,-80,-91,-82,-84,-86,-81,-92,-80,-85,-84,-89,-89,-92,-79,-88,-100,-87,-88,-86,-88,-92,-91,-87,-87,-86,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-80,-78,-100,-75,-100,-100,-100,-100,-92,-100,-90,-70,-91,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-91,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-64,-74,-100,-75,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-91,-89,-85,-82,-81,-100,-100,-62,-82,-83,-82,-82,-84,-82,-83,-89,-69,-68,-67,-80,-80,-90,-81,-81,-82,-85,-86,-85,-85,-84,-85,-82,-85,-81,-81,-91,-82,-85,-86,-81,-92,-80,-85,-85,-89,-90,-92,-79,-88,-100,-86,-91,-86,-86,-92,-91,-87,-87,-86,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-75,-76,-100,-76,-100,-100,-100,-100,-92,-100,-90,-73,-91,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-91,-77,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-69,-72,-100,-73,-100,-100,-60,-60,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-91,-92,-84,-81,-80,-100,-100,-60,-84,-83,-84,-84,-84,-84,-84,-86,-69,-69,-69,-81,-81,-90,-80,-81,-82,-85,-85,-85,-84,-83,-86,-80,-86,-83,-80,-90,-82,-85,-86,-80,-92,-81,-92,-85,-89,-88,-92,-80,-88,-100,-86,-91,-86,-86,-91,-91,-87,-87,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,158,29
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-81,-100,-79,-100,-100,-100,-100,-92,-100,-90,-66,-91,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-91,-73,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-74,-71,-100,-69,-100,-100,-65,-64,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-89,-90,-80,-82,-76,-100,-100,-64,-83,-85,-84,-82,-85,-83,-83,-83,-73,-72,-72,-77,-78,-88,-77,-77,-82,-82,-82,-79,-79,-80,-82,-80,-83,-81,-83,-92,-81,-80,-86,-80,-92,-84,-90,-78,-86,-88,-92,-84,-86,-100,-84,-88,-85,-86,-91,-91,-87,-87,-86,-82,-82,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-81,-100,-77,-100,-100,-100,-100,-92,-100,-90,-73,-91,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-91,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-68,-72,-100,-73,-100,-100,-61,-60,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-89,-90,-83,-85,-79,-100,-100,-59,-86,-85,-85,-85,-87,-85,-85,-83,-70,-71,-70,-78,-79,-88,-77,-78,-82,-84,-84,-84,-84,-83,-84,-81,-84,-79,-83,-92,-80,-79,-86,-79,-89,-81,-86,-80,-89,-90,-92,-81,-89,-100,-84,-89,-85,-86,-91,-91,-87,-87,-86,-82,-82,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-81,-100,-77,-100,-100,-100,-100,-92,-100,-90,-63,-91,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-92,-77,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-79,-72,-100,-71,-100,-100,-60,-62,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-89,-90,-80,-81,-83,-100,-100,-58,-85,-83,-84,-86,-83,-86,-85,-80,-78,-70,-71,-80,-81,-88,-81,-81,-82,-81,-81,-81,-80,-81,-80,-84,-80,-83,-83,-92,-83,-84,-86,-79,-89,-81,-88,-84,-87,-89,-92,-81,-89,-100,-84,-89,-85,-86,-91,-91,-86,-85,-87,-81,-81,-89,-88,-86,-90,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-77,-100,-100,-100,-100,-92,-100,-90,-71,-91,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-92,-82,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-80,-70,-100,-70,-100,-100,-59,-57,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-94,-90,-80,-81,-83,-100,-100,-58,-85,-83,-84,-86,-87,-85,-85,-82,-70,-70,-69,-81,-82,-88,-82,-82,-81,-83,-82,-83,-80,-81,-81,-84,-82,-85,-80,-89,-84,-83,-86,-79,-89,-80,-88,-84,-89,-91,-91,-82,-93,-100,-87,-89,-86,-88,-91,-91,-86,-85,-87,-82,-81,-89,-88,-84,-90,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-81,-100,-100,-100,-100,-92,-100,-90,-65,-91,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-92,-83,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-79,-72,-100,-72,-100,-100,-59,-60,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-92,-90,-81,-86,-80,-100,-100,-60,-85,-85,-87,-86,-85,-85,-86,-83,-69,-70,-71,-83,-85,-88,-82,-82,-81,-82,-82,-83,-83,-83,-83,-84,-82,-84,-80,-88,-84,-83,-86,-84,-89,-80,-87,-83,-89,-90,-90,-80,-89,-100,-86,-89,-86,-87,-87,-87,-87,-86,-86,-82,-82,-89,-88,-85,-90,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-78,-100,-100,-100,-100,-92,-100,-90,-66,-91,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-92,-83,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-78,-72,-100,-73,-100,-100,-59,-58,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-90,-78,-86,-80,-100,-100,-60,-83,-85,-85,-84,-86,-84,-84,-83,-69,-72,-76,-79,-79,-88,-78,-79,-71,-82,-83,-83,-83,-82,-83,-84,-83,-84,-78,-91,-84,-83,-90,-84,-89,-77,-87,-82,-89,-91,-90,-79,-89,-100,-89,-89,-85,-87,-87,-87,-87,-86,-86,-82,-82,-89,-88,-85,-90,-85,-84,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,175,30
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-79,-100,-79,-100,-100,-100,-100,-92,-100,-90,-70,-91,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-92,-80,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-64,-75,-100,-74,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-90,-80,-83,-80,-100,-100,-64,-86,-88,-88,-86,-89,-85,-85,-83,-70,-71,-72,-78,-78,-88,-78,-79,-71,-83,-82,-81,-80,-80,-83,-84,-82,-84,-81,-86,-84,-84,-92,-83,-94,-81,-91,-83,-90,-92,-90,-80,-90,-100,-84,-88,-85,-84,-87,-87,-87,-87,-86,-82,-82,-89,-88,-85,-88,-85,-84,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-78,-100,-100,-100,-100,-92,-100,-90,-69,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-92,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-68,-74,-100,-74,-100,-100,-60,-60,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-90,-81,-81,-80,-100,-100,-61,-86,-88,-89,-86,-88,-85,-85,-84,-68,-69,-69,-77,-78,-88,-77,-75,-83,-80,-82,-80,-81,-79,-80,-84,-81,-84,-81,-86,-83,-85,-90,-81,-94,-81,-88,-83,-90,-92,-90,-80,-90,-100,-84,-88,-84,-84,-87,-87,-88,-85,-86,-85,-85,-89,-88,-86,-88,-86,-85,-88,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-92,-80,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-62,-75,-100,-74,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-90,-83,-82,-78,-100,-100,-65,-85,-87,-89,-83,-88,-84,-84,-84,-69,-70,-67,-78,-78,-88,-78,-77,-83,-84,-82,-79,-78,-79,-82,-83,-81,-83,-81,-86,-83,-85,-88,-83,-94,-81,-88,-84,-91,-92,-90,-81,-90,-100,-85,-89,-86,-86,-87,-87,-86,-85,-85,-85,-85,-89,-88,-87,-90,-86,-85,-88,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-69,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-92,-80,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-60,-74,-100,-74,-100,-100,-63,-62,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-90,-81,-81,-79,-100,-100,-63,-84,-88,-89,-83,-88,-84,-83,-84,-66,-70,-69,-78,-78,-88,-78,-80,-81,-81,-81,-79,-79,-79,-80,-84,-82,-83,-80,-88,-83,-85,-89,-83,-94,-80,-90,-83,-91,-91,-90,-80,-90,-100,-85,-90,-85,-86,-88,-87,-88,-86,-86,-85,-85,-89,-88,-87,-86,-87,-86,-88,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-77,-100,-100,-100,-100,-100,-100,-100,-67,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-92,-93,-100,-92,-78,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-69,-74,-100,-74,-100,-100,-62,-62,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-90,-82,-81,-82,-100,-100,-63,-83,-88,-89,-83,-88,-83,-84,-84,-66,-70,-69,-77,-77,-88,-78,-77,-80,-80,-82,-80,-79,-80,-80,-84,-81,-83,-81,-87,-83,-85,-89,-83,-94,-80,-89,-83,-90,-90,-90,-80,-93,-100,-85,-88,-85,-86,-86,-87,-85,-84,-85,-85,-85,-89,-88,-87,-87,-87,-86,-86,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-100,-80,-100,-100,-100,-100,-100,-100,-100,-68,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-92,-95,-100,-92,-80,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-58,-74,-100,-80,-100,-100,-64,-63,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-90,-85,-83,-82,-100,-100,-65,-84,-88,-89,-84,-88,-84,-83,-84,-69,-71,-70,-79,-79,-88,-78,-79,-79,-82,-83,-80,-80,-78,-82,-84,-81,-83,-81,-87,-83,-84,-89,-83,-93,-80,-89,-83,-92,-92,-90,-80,-93,-100,-85,-88,-84,-84,-87,-87,-86,-85,-86,-82,-81,-89,-88,-86,-87,-88,-86,-86,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,690,175,31
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-82,-100,-100,-100,-100,-100,-100,-100,-84,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-92,-77,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-66,-75,-100,-73,-100,-100,-62,-63,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-90,-92,-86,-82,-100,-100,-63,-87,-88,-89,-89,-88,-87,-86,-85,-68,-67,-67,-77,-79,-88,-78,-77,-81,-85,-84,-81,-82,-81,-84,-84,-84,-83,-78,-88,-83,-83,-89,-83,-93,-80,-89,-82,-92,-92,-90,-79,-93,-100,-85,-89,-85,-86,-87,-89,-86,-87,-87,-85,-85,-89,-88,-86,-87,-88,-86,-86,-86,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,707,175,32
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-100,-82,-100,-100,-100,-100,-100,-100,-100,-71,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-95,-100,-92,-74,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-72,-72,-100,-72,-100,-100,-61,-60,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-92,-90,-93,-84,-82,-100,-100,-61,-88,-87,-89,-89,-88,-87,-87,-83,-67,-67,-67,-78,-77,-88,-77,-78,-81,-84,-85,-80,-79,-80,-84,-84,-86,-83,-79,-88,-83,-83,-88,-83,-91,-79,-89,-82,-92,-92,-92,-79,-93,-100,-84,-92,-85,-86,-90,-89,-86,-90,-88,-84,-83,-89,-88,-91,-87,-88,-87,-86,-86,-92,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,707,175,32
