44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:22:61:90,38:17:c3:1f:09:92,38:17:c3:1f:09:93,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:b0,38:17:c3:1f:09:83,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:09:80,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,38:17:c3:24:47:50,44:48:c1:91:d0:04,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:00,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:83,a8:bd:27:4c:aa:82,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,38:17:c3:24:56:50,72:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:1c:10,20:a6:cd:42:13:f2,38:17:c3:1f:00:a2,b4:5d:50:e1:96:42,b4:5d:50:e1:96:43,38:17:c3:1f:1c:12,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:92,44:48:c1:91:aa:31,44:48:c1:91:aa:32,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:1a:cf:d0,38:17:c3:19:36:30,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:19:36:32,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e0,80:8d:b7:55:25:e3,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e2,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:35:03,38:17:c3:19:36:31,80:8d:b7:55:25:f2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,68:ff:7b:e4:af:39,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:35:12,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,68:ff:7b:e4:af:38,38:17:c3:19:71:92,20:a6:cd:50:24:b0,38:17:c3:19:71:91,80:8d:b7:55:29:d0,38:17:c3:19:71:82,38:17:c3:19:71:81,38:17:c3:19:71:80,00:4e:35:df:06:52,80:8d:b7:55:29:d1,ea:9e:b4:53:24:54,80:8d:b7:55:29:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:00,38:17:c3:1f:22:30,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,00:4e:35:df:06:41,00:4e:35:df:06:42,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:22:21,80:8d:b7:55:4d:10,80:8d:b7:55:4d:12,80:8d:b7:55:4d:11,x,y,label
-100,-100,-100,-100,-77,-79,-79,-84,-84,-100,-100,-100,-100,-100,-90,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-71,-72,-71,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-81,-65,-82,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-73,-100,-100,-91,-100,-100,-100,-100,-100,-89,-90,-72,-100,-100,-100,-73,-100,-100,-100,-100,-90,-90,-100,-100,-100,-89,-100,-100,-64,-92,-68,-100,-92,-100,-100,-100,-66,-72,-73,-72,-72,-67,-66,-73,-85,-75,-75,-77,-81,-80,-86,-100,-84,-91,-91,-84,-83,-84,-82,-100,-90,-90,-90,-85,-86,-87,-89,-88,-89,-89,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,639,124,25
-100,-100,-100,-100,-73,-73,-72,-81,-81,-100,-100,-100,-100,-100,-90,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-69,-80,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-73,-100,-100,-90,-100,-100,-100,-100,-100,-89,-90,-74,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-70,-92,-70,-100,-88,-100,-100,-90,-66,-81,-81,-80,-80,-69,-69,-73,-85,-75,-75,-72,-75,-72,-86,-91,-81,-83,-83,-80,-87,-84,-84,-100,-83,-86,-83,-85,-86,-87,-89,-88,-89,-89,-90,-90,-90,-91,-88,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-75,-73,-76,-81,-81,-100,-100,-100,-100,-100,-90,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-74,-74,-74,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-82,-68,-82,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-74,-88,-100,-90,-100,-100,-100,-100,-100,-89,-90,-74,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-65,-92,-69,-100,-89,-100,-100,-91,-75,-81,-81,-80,-80,-69,-70,-85,-86,-84,-75,-74,-72,-74,-87,-89,-81,-83,-85,-80,-87,-86,-85,-100,-84,-87,-83,-85,-86,-87,-89,-88,-84,-83,-90,-90,-83,-93,-88,-86,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-74,-74,-77,-79,-79,-100,-100,-100,-100,-100,-93,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-69,-71,-70,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-68,-81,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-74,-88,-100,-90,-100,-100,-100,-100,-100,-89,-90,-73,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-69,-92,-70,-100,-92,-100,-100,-91,-77,-77,-78,-78,-78,-69,-69,-84,-86,-83,-83,-74,-73,-84,-87,-89,-80,-82,-83,-80,-87,-86,-85,-100,-82,-87,-82,-85,-86,-87,-89,-88,-85,-85,-90,-87,-84,-93,-88,-89,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-75,-74,-75,-80,-81,-100,-100,-100,-100,-100,-93,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-71,-71,-71,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-83,-67,-81,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-72,-88,-100,-90,-100,-100,-100,-100,-100,-89,-90,-72,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-67,-92,-70,-100,-91,-100,-100,-91,-78,-80,-79,-80,-79,-70,-70,-84,-86,-83,-85,-85,-75,-75,-88,-91,-79,-82,-82,-81,-87,-86,-85,-100,-82,-87,-83,-85,-86,-87,-89,-88,-83,-85,-93,-87,-84,-93,-87,-89,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-77,-77,-75,-81,-80,-100,-100,-100,-100,-100,-93,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-72,-72,-70,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-68,-83,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-73,-88,-100,-91,-100,-100,-100,-100,-100,-90,-90,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-68,-92,-70,-100,-91,-100,-100,-90,-80,-79,-79,-79,-78,-69,-69,-85,-86,-84,-86,-74,-75,-74,-87,-91,-81,-83,-83,-80,-87,-86,-85,-100,-83,-86,-83,-85,-90,-89,-89,-88,-85,-84,-93,-87,-84,-93,-88,-89,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-77,-75,-78,-82,-80,-100,-100,-100,-100,-100,-95,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-67,-81,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-74,-88,-100,-91,-100,-100,-100,-100,-100,-90,-90,-74,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-67,-92,-70,-100,-93,-100,-100,-90,-80,-80,-81,-81,-80,-69,-70,-84,-86,-83,-85,-73,-73,-74,-87,-91,-83,-84,-83,-82,-84,-84,-84,-92,-83,-86,-83,-85,-90,-89,-85,-86,-83,-85,-93,-88,-84,-93,-88,-89,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,656,124,26
-100,-100,-100,-100,-79,-79,-79,-83,-84,-100,-100,-100,-100,-100,-92,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-72,-73,-71,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-72,-87,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-79,-88,-100,-91,-100,-100,-100,-100,-100,-90,-90,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-72,-92,-66,-100,-91,-100,-100,-90,-76,-89,-86,-89,-88,-67,-66,-78,-89,-83,-85,-73,-75,-74,-85,-90,-84,-85,-85,-83,-84,-84,-84,-95,-85,-86,-84,-85,-90,-89,-85,-86,-83,-89,-93,-88,-84,-94,-88,-89,-88,-93,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-78,-78,-79,-79,-79,-100,-100,-100,-100,-100,-92,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-73,-74,-73,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-83,-68,-84,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-77,-88,-100,-91,-100,-100,-100,-100,-100,-89,-91,-80,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-71,-92,-65,-100,-90,-100,-100,-89,-80,-85,-84,-85,-86,-63,-62,-82,-87,-82,-81,-73,-77,-74,-85,-90,-78,-84,-84,-79,-83,-84,-83,-95,-84,-86,-84,-85,-90,-89,-85,-87,-91,-91,-93,-89,-84,-93,-88,-89,-88,-93,-92,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-81,-80,-85,-82,-81,-100,-100,-100,-100,-100,-92,-93,-93,-100,-100,-100,-100,-91,-100,-100,-100,-70,-70,-71,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-92,-84,-70,-85,-72,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-81,-88,-100,-91,-100,-100,-100,-100,-100,-89,-91,-82,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-63,-92,-70,-100,-88,-100,-100,-90,-79,-85,-86,-86,-85,-69,-70,-83,-87,-83,-81,-76,-75,-75,-85,-90,-82,-92,-90,-81,-84,-83,-83,-95,-90,-89,-90,-86,-90,-89,-87,-87,-91,-91,-93,-88,-84,-87,-88,-89,-88,-93,-87,-93,-88,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-83,-81,-81,-79,-79,-100,-100,-100,-100,-100,-92,-93,-93,-100,-100,-100,-100,-95,-100,-100,-100,-71,-72,-72,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-92,-83,-69,-83,-69,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-80,-88,-100,-91,-100,-100,-100,-100,-100,-93,-91,-81,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-65,-92,-69,-100,-91,-100,-100,-90,-79,-84,-85,-84,-86,-67,-68,-83,-83,-85,-81,-75,-73,-74,-85,-90,-79,-92,-90,-79,-88,-83,-87,-95,-90,-88,-90,-86,-90,-89,-89,-87,-83,-83,-91,-88,-84,-92,-88,-89,-88,-94,-89,-93,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-83,-81,-81,-77,-78,-100,-100,-100,-100,-100,-92,-93,-100,-100,-100,-100,-100,-95,-100,-100,-100,-69,-69,-71,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-92,-85,-70,-85,-69,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-77,-88,-100,-93,-100,-100,-100,-100,-100,-93,-89,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-61,-92,-71,-100,-91,-100,-100,-90,-79,-87,-86,-85,-86,-71,-70,-83,-84,-82,-82,-77,-75,-77,-85,-90,-77,-90,-87,-77,-83,-81,-82,-95,-86,-91,-87,-86,-90,-89,-89,-87,-83,-83,-91,-88,-84,-92,-86,-88,-88,-94,-86,-93,-89,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-80,-79,-80,-78,-78,-100,-100,-100,-100,-100,-91,-93,-100,-100,-100,-100,-100,-93,-100,-100,-100,-70,-69,-69,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-92,-85,-70,-86,-70,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-80,-88,-100,-93,-100,-100,-100,-100,-100,-90,-89,-81,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-63,-92,-70,-100,-93,-100,-100,-90,-79,-84,-84,-84,-85,-71,-70,-83,-84,-82,-82,-77,-75,-77,-85,-90,-78,-86,-86,-79,-82,-83,-82,-95,-86,-91,-85,-86,-90,-89,-89,-87,-84,-85,-92,-88,-84,-88,-88,-88,-88,-94,-88,-93,-87,-93,-91,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,124,27
-100,-100,-100,-100,-83,-80,-80,-78,-78,-100,-100,-100,-100,-100,-91,-93,-100,-100,-100,-100,-100,-93,-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-85,-71,-86,-72,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-72,-88,-100,-93,-100,-100,-100,-100,-100,-90,-89,-76,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-65,-92,-60,-100,-92,-100,-100,-90,-79,-85,-85,-85,-86,-61,-60,-84,-80,-86,-84,-71,-71,-69,-82,-92,-76,-84,-84,-78,-80,-80,-81,-90,-83,-91,-83,-86,-84,-85,-89,-87,-81,-85,-92,-90,-84,-88,-88,-88,-88,-94,-87,-93,-86,-93,-91,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-83,-81,-83,-76,-76,-100,-100,-100,-100,-100,-91,-93,-100,-100,-100,-100,-100,-93,-100,-100,-100,-73,-74,-73,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-85,-72,-86,-73,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-70,-88,-100,-93,-100,-100,-100,-100,-100,-90,-89,-75,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-63,-92,-60,-100,-90,-100,-100,-91,-81,-84,-83,-82,-82,-61,-59,-85,-79,-84,-85,-71,-72,-72,-82,-92,-75,-87,-85,-76,-80,-80,-80,-90,-86,-88,-85,-86,-84,-85,-86,-86,-82,-82,-92,-90,-82,-85,-88,-88,-88,-93,-85,-93,-85,-93,-91,-89,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-83,-80,-83,-79,-78,-100,-100,-100,-100,-100,-91,-93,-100,-100,-100,-100,-100,-93,-100,-100,-100,-72,-71,-72,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-92,-90,-71,-90,-72,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-76,-88,-100,-93,-100,-100,-100,-100,-100,-90,-89,-77,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-60,-92,-62,-100,-90,-100,-100,-91,-81,-83,-83,-84,-83,-61,-61,-85,-79,-84,-85,-71,-70,-78,-83,-92,-78,-85,-85,-78,-80,-79,-80,-90,-84,-86,-83,-86,-85,-85,-87,-87,-81,-81,-92,-88,-82,-87,-89,-89,-89,-92,-86,-93,-86,-92,-91,-89,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-83,-80,-79,-76,-77,-100,-100,-100,-100,-100,-91,-93,-100,-100,-100,-100,-100,-93,-100,-100,-100,-74,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-92,-90,-73,-90,-74,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-76,-88,-100,-93,-100,-100,-100,-100,-100,-90,-89,-73,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-59,-92,-62,-100,-91,-100,-100,-90,-76,-82,-81,-82,-83,-60,-61,-85,-80,-84,-85,-71,-72,-71,-83,-89,-78,-83,-83,-77,-79,-78,-80,-90,-83,-89,-85,-86,-85,-85,-87,-86,-82,-81,-92,-88,-82,-85,-89,-89,-90,-92,-85,-93,-85,-92,-91,-89,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
-100,-100,-100,-100,-79,-79,-79,-78,-77,-100,-100,-100,-100,-100,-91,-93,-100,-100,-100,-100,-100,-93,-100,-100,-100,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-92,-90,-73,-90,-72,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-75,-88,-100,-93,-100,-100,-100,-100,-100,-90,-89,-76,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-66,-92,-62,-100,-92,-100,-100,-90,-76,-84,-84,-83,-83,-60,-62,-85,-81,-84,-85,-71,-72,-67,-83,-89,-77,-84,-82,-77,-80,-80,-80,-90,-83,-89,-82,-86,-85,-86,-87,-86,-81,-82,-92,-90,-81,-84,-89,-88,-89,-92,-84,-93,-85,-92,-91,-89,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,673,141,28
