38:17:c3:19:71:90,38:17:c3:1f:0e:12,38:17:c3:19:d7:62,38:17:c3:1f:0e:10,38:17:c3:19:d7:60,38:17:c3:1f:0e:11,44:48:c1:a5:82:30,80:8d:b7:55:25:f2,44:48:c1:a5:82:32,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,b8:27:eb:9f:6b:77,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1f:01:92,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:01:90,38:17:c3:1f:01:91,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:32,b4:5d:50:e1:92:33,b4:5d:50:e1:92:31,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:d0,00:4e:35:df:06:40,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:42,00:4e:35:de:e1:12,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,b4:5d:50:e1:96:53,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,72:32:b1:3e:1a:b7,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,80:8d:b7:55:25:e3,38:17:c3:1e:ff:00,00:4e:35:de:e1:10,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1e:ff:02,a8:bd:27:4c:bd:30,80:8d:b7:55:35:00,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:82,38:17:c3:19:d7:61,b4:5d:50:e1:92:23,66:2a:2f:53:7c:99,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:09:90,b4:5d:50:e1:92:30,00:4e:35:de:e1:11,b4:5d:50:e1:96:50,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:e3,38:17:c3:1f:09:83,38:17:c3:1f:00:b0,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,38:17:c3:19:71:91,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:91,20:a6:cd:42:0b:f2,38:17:c3:19:71:92,38:17:c3:19:45:a1,38:17:c3:19:45:a2,44:48:c1:91:95:b3,38:17:c3:1f:08:50,44:48:c1:91:95:b2,a8:bd:27:4c:bd:32,00:4e:35:de:e1:00,a8:bd:27:4c:bd:31,38:17:c3:1f:08:52,38:17:c3:1f:08:51,3e:33:00:4a:90:c1,38:17:c3:1f:08:41,38:17:c3:1f:08:42,44:48:c1:91:95:b0,44:48:c1:91:95:b1,00:4e:35:de:d7:53,b4:5d:50:e1:92:21,00:4e:35:de:d7:52,38:17:c3:1f:08:40,00:4e:35:de:e1:02,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,00:4e:35:df:0e:12,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:55:40,00:4e:35:de:e1:01,38:17:c3:19:55:41,38:17:c3:19:36:31,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:df:0e:11,38:17:c3:19:55:42,38:17:c3:19:36:32,38:17:c3:1e:fc:b0,38:17:c3:19:71:82,00:4e:35:de:d7:43,38:17:c3:1f:22:22,00:4e:35:df:0e:00,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,a8:bd:27:4c:bd:20,00:4e:35:df:0e:10,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1e:fc:a0,a8:bd:27:4c:bd:22,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,a8:bd:27:4c:bd:21,38:17:c3:24:58:b0,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,64:e5:99:c3:13:3c,00:4e:35:df:27:01,00:4e:35:df:27:00,38:17:c3:24:58:a1,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a0,00:4e:35:df:27:02,00:4e:35:df:27:12,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:de:d7:40,00:4e:35:de:d7:42,00:4e:35:de:d7:41,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-81,-55,-81,-78,-84,-84,-84,-84,-100,-100,-80,-100,-80,-80,-100,-100,-100,-100,-100,-100,-88,-88,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-38,-100,-91,-93,-90,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-88,-37,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-58,-100,-100,-55,-88,-86,-89,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,428,-93,4479142427717
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-80,-56,-79,-82,-85,-76,-78,-78,-100,-100,-79,-100,-79,-80,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-88,-100,-100,-100,-86,-100,-100,-100,-39,-100,-91,-93,-90,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-37,-88,-37,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-54,-100,-100,-54,-89,-88,-90,-100,-100,-100,-100,-89,-100,-100,-88,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,428,-93,4484883544902
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-81,-55,-78,-81,-84,-79,-77,-79,-100,-100,-79,-100,-80,-80,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-88,-100,-100,-100,-83,-100,-100,-100,-38,-100,-91,-93,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-37,-88,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-54,-100,-100,-55,-89,-88,-90,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,428,-93,4490613532035
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-79,-56,-78,-78,-83,-78,-79,-79,-100,-100,-79,-100,-79,-80,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-88,-100,-100,-100,-84,-100,-100,-100,-38,-100,-91,-92,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-88,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-53,-100,-100,-53,-87,-88,-88,-100,-100,-100,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,428,-93,4496348084481
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-78,-55,-78,-79,-83,-76,-75,-77,-100,-100,-80,-100,-80,-80,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-88,-100,-95,-100,-83,-100,-100,-100,-38,-100,-91,-92,-90,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-87,-37,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-55,-100,-100,-54,-88,-88,-89,-100,-100,-100,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,428,-93,4501787256771
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-71,-59,-75,-76,-80,-77,-76,-78,-100,-100,-81,-100,-82,-82,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-88,-100,-95,-100,-81,-100,-100,-100,-39,-100,-91,-92,-90,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-81,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-48,-100,-100,-48,-88,-88,-89,-100,-100,-100,-100,-89,-100,-100,-91,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,446,-93,4533305037488
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-76,-62,-74,-75,-82,-74,-74,-75,-100,-100,-84,-100,-83,-83,-100,-100,-100,-100,-100,-100,-88,-87,-100,-100,-88,-100,-95,-100,-81,-100,-100,-100,-39,-100,-91,-92,-90,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-40,-81,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-50,-100,-100,-48,-88,-88,-89,-100,-100,-100,-100,-89,-100,-100,-91,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,446,-93,4539797880194
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-76,-57,-74,-77,-77,-74,-74,-75,-100,-100,-83,-100,-84,-83,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-87,-100,-95,-100,-76,-100,-100,-100,-38,-100,-91,-91,-91,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-83,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-50,-100,-100,-47,-92,-88,-89,-100,-100,-89,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,446,-93,4546229060973
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-31,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-77,-60,-72,-77,-79,-76,-76,-76,-100,-100,-83,-100,-83,-84,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-88,-100,-95,-100,-80,-100,-100,-100,-39,-100,-91,-91,-91,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-80,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-49,-100,-100,-47,-89,-88,-89,-100,-100,-89,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,446,-93,4551952499616
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-29,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-74,-62,-77,-76,-79,-75,-74,-74,-100,-100,-82,-100,-83,-83,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-86,-100,-95,-100,-80,-100,-100,-100,-38,-100,-91,-93,-91,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-39,-83,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-49,-100,-100,-50,-89,-88,-89,-100,-100,-89,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,446,-93,4557688904562
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-28,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-62,-77,-77,-81,-75,-75,-77,-100,-100,-83,-100,-83,-85,-100,-100,-100,-100,-100,-100,-85,-87,-100,-100,-87,-100,-95,-100,-80,-100,-100,-100,-39,-100,-100,-93,-91,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-80,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-100,-48,-100,-100,-48,-89,-88,-89,-100,-100,-89,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,446,-93,4563438411799
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-30,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-74,-61,-69,-73,-72,-71,-72,-71,-100,-100,-84,-100,-84,-83,-100,-100,-100,-100,-100,-100,-85,-88,-100,-100,-87,-100,-95,-100,-74,-100,-100,-100,-51,-100,-100,-91,-91,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-81,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-60,-100,-100,-62,-89,-88,-89,-100,-100,-89,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,465,-93,4597728147724
-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-74,-70,-72,-73,-74,-73,-75,-74,-100,-100,-84,-100,-91,-83,-100,-100,-90,-92,-100,-100,-87,-88,-100,-100,-87,-100,-95,-100,-75,-100,-100,-100,-47,-100,-100,-91,-91,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-79,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-87,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-53,-100,-100,-53,-89,-88,-89,-100,-100,-89,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,465,-93,4603658374961
-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-73,-63,-72,-71,-71,-73,-75,-74,-100,-100,-86,-100,-86,-84,-100,-100,-91,-89,-100,-100,-87,-88,-100,-100,-88,-100,-95,-100,-72,-100,-100,-100,-47,-100,-100,-91,-91,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-80,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-87,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-56,-100,-100,-56,-89,-88,-89,-100,-100,-89,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-90,-89,-100,-100,-100,465,-93,4609509808188
-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-32,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-73,-45,-71,-71,-74,-71,-72,-70,-100,-100,-85,-100,-84,-85,-100,-100,-90,-90,-100,-100,-86,-87,-100,-100,-86,-100,-95,-100,-73,-100,-100,-100,-47,-100,-100,-91,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-86,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-86,-100,-100,-100,-78,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-88,-100,-100,-100,-56,-100,-100,-55,-89,-88,-89,-100,-100,-84,-100,-89,-100,-100,-89,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,465,-93,4615338499175
-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-34,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-73,-63,-71,-71,-73,-76,-74,-73,-100,-100,-87,-100,-86,-87,-100,-100,-90,-90,-100,-100,-87,-86,-100,-100,-88,-100,-95,-100,-74,-100,-100,-100,-47,-100,-100,-91,-91,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-79,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-89,-100,-100,-100,-78,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-88,-100,-100,-100,-55,-100,-100,-55,-89,-88,-89,-100,-100,-84,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,465,-93,4621135083236
-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-38,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-71,-64,-72,-71,-71,-76,-74,-74,-100,-100,-84,-100,-84,-85,-100,-100,-90,-90,-100,-100,-86,-87,-100,-100,-87,-100,-95,-100,-74,-100,-100,-100,-47,-100,-100,-91,-91,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-79,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-86,-100,-100,-100,-79,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-88,-100,-100,-100,-55,-100,-100,-55,-89,-88,-89,-100,-100,-84,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,465,-93,4626926989379
-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-33,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-70,-55,-72,-73,-73,-77,-76,-75,-100,-100,-81,-100,-81,-80,-100,-100,-90,-91,-100,-100,-86,-87,-100,-100,-90,-100,-91,-100,-72,-100,-100,-100,-45,-100,-100,-91,-91,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-77,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-92,-100,-100,-100,-77,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-88,-100,-100,-100,-59,-100,-100,-59,-89,-88,-89,-100,-100,-84,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,484,-93,4671049443008
-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-36,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-73,-56,-73,-70,-73,-76,-75,-76,-100,-100,-81,-100,-82,-81,-100,-100,-93,-91,-100,-100,-86,-88,-100,-100,-90,-100,-91,-100,-72,-100,-100,-100,-43,-100,-100,-89,-91,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-77,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-87,-100,-100,-100,-77,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-88,-100,-100,-100,-58,-100,-100,-58,-89,-100,-89,-100,-100,-84,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-89,-90,-100,-100,-100,484,-93,4676897795923
