38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,32:f7:72:50:57:3b,38:17:c3:1f:0e:12,38:17:c3:19:55:41,38:17:c3:19:55:42,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:19:55:40,44:48:c1:a5:82:30,44:48:c1:a5:82:32,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f1,38:17:c3:1f:08:50,38:17:c3:1e:fc:b2,38:17:c3:1f:08:51,38:17:c3:1f:08:52,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:35:12,20:a6:cd:50:24:b0,80:8d:b7:55:35:13,44:48:c1:a5:82:21,44:48:c1:a5:82:20,44:48:c1:a5:82:22,80:8d:b7:55:35:10,20:a6:cd:50:24:b2,80:8d:b7:55:35:11,20:a6:cd:50:24:b1,38:17:c3:1e:ff:11,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,38:17:c3:1f:22:30,38:17:c3:1f:01:92,38:17:c3:1f:22:32,38:17:c3:1f:22:31,60:32:b1:3e:1a:b7,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:19:55:52,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:1f:01:81,38:17:c3:1f:01:82,38:17:c3:1e:ff:12,38:17:c3:1f:01:80,b4:5d:50:e1:92:33,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,00:4e:35:df:06:40,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,00:4e:35:df:06:41,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:52,68:ff:7b:e4:af:38,68:ff:7b:e4:af:39,b4:5d:50:e1:96:53,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:3a:52,38:17:c3:24:58:b0,72:32:b1:3e:1a:b7,38:17:c3:24:58:b1,38:17:c3:24:58:b2,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:00,64:e5:99:c3:13:3c,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,ac:e2:d3:c4:08:e6,38:17:c3:1f:0e:00,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:24:58:a0,38:17:c3:24:58:a1,80:8d:b7:55:3a:40,80:8d:b7:55:25:e3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a0,00:4e:35:df:06:42,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:31,b4:5d:50:e1:96:50,66:2a:2f:53:7c:99,38:17:c3:19:d7:60,38:17:c3:1e:ff:00,00:4e:35:de:e1:12,20:a6:cd:50:24:a2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,b4:5d:50:e1:92:23,00:4e:35:de:e1:00,20:a6:cd:50:24:a1,38:17:c3:1f:00:b0,00:4e:35:de:e1:11,00:4e:35:de:e1:10,80:8d:b7:55:25:e2,38:17:c3:19:45:a0,20:a6:cd:42:0b:f3,38:17:c3:19:71:90,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:1f:09:92,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:19:71:91,60:32:b1:3e:1a:b8,20:a6:cd:42:0b:f0,72:32:b1:3e:1a:b8,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:32,20:a6:cd:42:0b:e3,a8:bd:27:4c:bd:31,00:4e:35:de:e1:01,00:4e:35:de:e1:02,44:48:c1:91:95:b3,44:48:c1:91:95:b2,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,b4:5d:50:e1:92:20,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1f:08:42,00:4e:35:de:d7:52,00:4e:35:de:d7:53,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:19:71:92,00:4e:35:de:d7:43,00:4e:35:df:0e:12,00:4e:35:df:0e:11,00:4e:35:df:0e:10,38:17:c3:19:36:30,38:17:c3:19:36:32,38:17:c3:19:36:31,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,a8:bd:27:4c:bd:22,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,38:17:c3:24:4f:02,00:4e:35:df:27:12,38:17:c3:1b:08:a2,00:4e:35:de:d7:42,00:4e:35:de:d7:40,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-76,-92,-65,-76,-73,-72,-73,-100,-100,-100,-100,-100,-100,-83,-89,-100,-87,-88,-80,-80,-100,-88,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-88,-91,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-83,-100,-100,-71,-100,-100,-100,-100,-75,-100,-100,-70,-71,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-55,-100,-55,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-66,-67,-66,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,477,5,5846684838914
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-90,-91,-100,-100,-100,-100,-100,-100,-100,-100,-80,-92,-65,-76,-72,-72,-73,-100,-100,-100,-100,-100,-100,-81,-89,-100,-87,-88,-81,-80,-100,-88,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-88,-91,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-100,-74,-100,-100,-100,-100,-78,-100,-100,-75,-73,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-55,-100,-55,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-67,-67,-67,-100,-100,-100,-100,-100,-100,-100,-85,-86,-85,-100,-100,-100,-100,-100,477,5,5850447305944
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-80,-92,-65,-76,-75,-76,-75,-100,-100,-100,-100,-100,-100,-81,-90,-100,-87,-88,-81,-81,-100,-88,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-88,-91,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-83,-100,-100,-75,-100,-100,-100,-100,-73,-100,-100,-72,-71,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-56,-100,-55,-76,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-66,-67,-66,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,477,5,5854208641568
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-74,-92,-64,-72,-75,-75,-75,-100,-100,-100,-100,-100,-100,-81,-90,-100,-87,-88,-81,-81,-100,-88,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-88,-91,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-86,-100,-100,-73,-100,-100,-100,-100,-73,-100,-100,-71,-71,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-54,-100,-55,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-67,-67,-66,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,477,5,5857972028181
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-79,-92,-66,-78,-75,-75,-76,-100,-100,-100,-100,-100,-100,-81,-90,-100,-100,-100,-82,-82,-100,-88,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-100,-100,-100,-78,-100,-100,-74,-73,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-61,-100,-61,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-63,-63,-62,-100,-100,-100,-100,-100,-100,-100,-89,-85,-85,-100,-92,-100,-100,-100,494,5,5892827641553
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-78,-92,-64,-78,-74,-74,-74,-100,-100,-100,-100,-100,-100,-84,-90,-100,-100,-100,-82,-82,-100,-88,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-78,-100,-100,-74,-100,-100,-100,-100,-80,-100,-100,-76,-74,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-55,-100,-56,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-86,-100,-100,-100,-63,-59,-63,-100,-100,-100,-100,-100,-100,-100,-87,-86,-86,-100,-92,-100,-100,-100,494,5,5896587986604
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-79,-92,-65,-79,-73,-74,-73,-100,-100,-100,-100,-100,-100,-83,-90,-100,-100,-100,-84,-84,-100,-88,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-82,-100,-100,-72,-100,-100,-100,-100,-80,-100,-100,-72,-73,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-100,-56,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-86,-100,-100,-100,-63,-64,-63,-100,-100,-100,-100,-100,-100,-100,-86,-87,-87,-100,-92,-100,-100,-100,494,5,5900344101967
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-76,-92,-64,-75,-78,-78,-78,-100,-100,-100,-100,-100,-100,-83,-90,-100,-100,-100,-83,-83,-100,-88,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-72,-100,-100,-100,-100,-80,-100,-100,-72,-71,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-100,-55,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-87,-86,-100,-100,-100,-64,-64,-64,-100,-100,-100,-100,-100,-100,-100,-86,-85,-85,-100,-92,-100,-100,-100,494,5,5904105403319
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-64,-79,-79,-77,-78,-100,-100,-100,-100,-100,-100,-82,-90,-100,-100,-100,-85,-82,-100,-89,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-80,-100,-100,-74,-100,-100,-100,-100,-79,-100,-100,-75,-73,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-58,-100,-58,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-87,-86,-100,-100,-100,-64,-63,-63,-100,-100,-100,-100,-100,-100,-100,-89,-87,-85,-100,-92,-100,-100,-100,494,5,5907860854985
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-76,-92,-64,-79,-78,-77,-78,-100,-100,-100,-100,-100,-100,-82,-90,-100,-100,-100,-85,-82,-100,-90,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-79,-100,-100,-74,-100,-100,-100,-100,-80,-100,-100,-75,-75,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-58,-100,-56,-93,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-86,-100,-100,-100,-63,-64,-64,-100,-100,-100,-100,-100,-100,-100,-85,-85,-89,-100,-92,-100,-100,-100,494,5,5911608378525
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-76,-93,-59,-83,-74,-74,-75,-100,-100,-100,-100,-100,-100,-86,-92,-100,-100,-100,-86,-85,-100,-90,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-79,-100,-100,-75,-100,-100,-100,-100,-72,-100,-100,-75,-74,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-49,-100,-50,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-86,-100,-100,-100,-64,-67,-63,-100,-100,-100,-100,-100,-100,-100,-82,-84,-82,-100,-92,-100,-100,-100,512,5,5945500662210
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-82,-93,-61,-78,-78,-78,-81,-100,-100,-100,-100,-100,-100,-86,-92,-100,-100,-100,-88,-87,-100,-90,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-72,-100,-100,-100,-100,-78,-100,-100,-71,-72,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-54,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-90,-88,-86,-100,-100,-100,-64,-66,-63,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-100,-92,-100,-100,-100,512,5,5949265650021
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-82,-93,-61,-83,-78,-78,-79,-100,-100,-100,-100,-100,-100,-86,-91,-100,-100,-100,-89,-87,-100,-92,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-79,-100,-100,-68,-100,-100,-100,-100,-78,-100,-100,-64,-67,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-100,-55,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-90,-88,-86,-100,-100,-100,-67,-68,-67,-100,-100,-100,-100,-100,-100,-100,-84,-83,-84,-100,-92,-100,-100,-100,512,5,5953022731790
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-81,-93,-63,-83,-79,-78,-78,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-89,-87,-100,-92,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-78,-100,-100,-66,-100,-100,-100,-100,-78,-100,-100,-65,-66,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-56,-100,-56,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-90,-88,-86,-100,-100,-100,-66,-67,-67,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-100,-92,-100,-100,-100,512,5,5956771410226
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-81,-93,-61,-81,-77,-78,-78,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-90,-87,-100,-92,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-80,-100,-100,-66,-100,-100,-100,-100,-78,-100,-100,-67,-69,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-100,-54,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-89,-88,-90,-100,-100,-100,-66,-64,-78,-100,-100,-100,-100,-100,-100,-100,-84,-84,-83,-100,-92,-100,-100,-100,512,5,5960523335798
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-81,-93,-63,-81,-78,-78,-78,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-92,-87,-100,-92,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-88,-100,-100,-71,-100,-100,-100,-100,-76,-100,-100,-70,-70,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-54,-100,-54,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-89,-88,-88,-100,-100,-100,-66,-67,-67,-100,-100,-100,-100,-100,-100,-100,-87,-85,-85,-100,-92,-100,-100,-100,512,5,5964286113192
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-77,-93,-63,-79,-79,-78,-79,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-87,-86,-100,-91,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-78,-100,-100,-71,-100,-100,-100,-100,-78,-100,-100,-73,-71,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-57,-100,-56,-79,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-85,-84,-85,-100,-100,-100,-67,-66,-68,-89,-89,-89,-100,-100,-100,-100,-86,-85,-85,-100,-92,-100,-100,-100,529,5,6002206338230
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-78,-93,-63,-80,-77,-77,-79,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-86,-86,-100,-91,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-72,-100,-100,-100,-100,-80,-100,-100,-71,-72,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-54,-100,-57,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-85,-85,-86,-100,-100,-100,-66,-66,-66,-89,-89,-89,-100,-100,-100,-100,-88,-88,-89,-100,-92,-100,-100,-100,529,5,6005956227656
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-78,-93,-62,-79,-81,-79,-79,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-86,-86,-100,-91,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-79,-100,-100,-71,-100,-100,-100,-100,-79,-100,-100,-72,-73,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-56,-100,-55,-78,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-87,-85,-88,-100,-100,-100,-66,-65,-65,-89,-89,-89,-100,-100,-100,-100,-85,-85,-86,-100,-92,-100,-100,-100,529,5,6009709353071
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-93,-91,-100,-100,-100,-100,-100,-100,-100,-100,-78,-93,-61,-78,-78,-79,-77,-100,-100,-100,-100,-100,-100,-86,-88,-100,-100,-100,-86,-86,-100,-91,-100,-100,-100,-100,-100,-100,-90,-88,-100,-100,-100,-91,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-86,-100,-100,-73,-100,-100,-100,-100,-78,-100,-100,-73,-73,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-100,-55,-78,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-85,-86,-86,-100,-100,-100,-78,-65,-71,-88,-88,-87,-100,-100,-100,-100,-88,-87,-86,-100,-92,-100,-100,-100,529,5,6013467375413
