20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a2,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c3,44:48:c1:91:d0:00,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:19:45:a0,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:19:d7:70,44:48:c1:91:d0:10,38:17:c3:19:d7:72,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,66:2a:2f:53:7c:99,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,38:17:c3:22:61:90,38:17:c3:1f:19:c0,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:09:93,38:17:c3:1f:14:00,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:22:5e:f2,20:a6:cd:42:13:f0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,38:17:c3:1f:19:f0,20:a6:cd:42:13:f2,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:81,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,38:17:c3:1f:09:82,38:17:c3:1f:09:83,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:93,38:17:c3:19:45:b0,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:1f:09:80,44:48:c1:91:95:a3,38:17:c3:19:d7:71,38:17:c3:19:36:30,44:48:c1:91:aa:21,38:17:c3:1f:14:01,38:17:c3:1f:1c:10,72:32:b1:3e:1a:b8,38:17:c3:1f:1c:11,80:8d:b7:55:25:e3,38:17:c3:22:61:92,38:17:c3:22:61:91,38:17:c3:1f:19:f1,38:17:c3:1a:cf:d0,38:17:c3:1f:19:f2,20:a6:cd:42:0b:e3,38:17:c3:19:36:31,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:60,38:17:c3:19:d7:61,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,80:8d:b7:55:35:03,38:17:c3:19:36:32,80:8d:b7:55:3a:52,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:10,80:8d:b7:55:35:13,80:8d:b7:55:35:12,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,80:8d:b7:55:3a:40,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,38:17:c3:1e:ff:11,38:17:c3:19:71:90,80:8d:b7:55:39:d0,80:8d:b7:55:29:d0,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,38:17:c3:19:71:92,80:8d:b7:55:39:d1,38:17:c3:19:71:91,ea:9e:b4:53:24:54,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,20:a6:cd:50:24:b0,38:17:c3:19:71:80,80:8d:b7:55:39:c1,80:8d:b7:55:29:d1,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,80:8d:b7:55:29:d2,80:8d:b7:55:39:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:29:c0,80:8d:b7:55:29:c1,80:8d:b7:55:29:c2,38:17:c3:1f:22:32,38:17:c3:1f:22:31,20:a6:cd:50:24:a2,00:4e:35:df:06:52,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:0e:10,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:40,00:4e:35:de:e1:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,38:17:c3:1f:22:22,80:8d:b7:55:4d:02,80:8d:b7:55:4d:12,80:8d:b7:55:4d:10,38:17:c3:1f:22:21,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-95,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-50,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-83,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-57,-100,-79,-79,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-100,-87,-88,-94,-88,-89,-90,-87,-65,-65,-65,-74,-75,-73,-76,-80,-78,-79,-100,-80,-87,-86,-82,-82,-82,-81,-89,-80,-80,-78,-84,-81,-81,-92,-88,-80,-83,-83,-83,-88,-88,-91,-87,-91,-94,-90,-88,-89,-100,-85,-79,-82,-82,-82,-79,-88,-84,-85,-83,-84,-85,-86,-85,-100,-87,-83,-93,-92,-90,-92,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,501,687,2616563233427
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-95,-100,-100,-70,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-51,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-81,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-57,-100,-83,-83,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-100,-87,-88,-94,-88,-89,-90,-87,-64,-64,-64,-73,-74,-73,-73,-77,-77,-79,-100,-78,-87,-86,-81,-81,-82,-80,-90,-80,-80,-78,-78,-78,-81,-92,-89,-79,-83,-83,-83,-88,-88,-91,-89,-91,-89,-94,-89,-88,-100,-85,-79,-84,-83,-84,-80,-90,-85,-85,-85,-84,-85,-86,-84,-88,-86,-85,-90,-92,-90,-92,-88,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,501,687,2620383731498
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-86,-100,-100,-100,-100,-95,-100,-100,-71,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-50,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-57,-100,-85,-84,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-100,-87,-88,-94,-88,-89,-90,-87,-62,-63,-63,-73,-74,-74,-74,-78,-77,-79,-100,-80,-87,-86,-81,-81,-81,-81,-91,-76,-76,-78,-78,-79,-76,-92,-91,-79,-83,-83,-83,-79,-88,-91,-89,-91,-89,-94,-86,-88,-100,-85,-79,-81,-82,-82,-80,-91,-85,-85,-84,-84,-85,-86,-84,-85,-85,-85,-90,-92,-90,-92,-89,-87,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,501,687,2624192539882
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-85,-100,-100,-100,-100,-95,-100,-100,-71,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-52,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-81,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-63,-100,-83,-83,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-100,-87,-88,-94,-88,-89,-90,-87,-63,-62,-61,-72,-74,-71,-71,-73,-72,-83,-100,-72,-90,-86,-77,-77,-78,-78,-91,-78,-77,-81,-81,-79,-78,-88,-86,-79,-86,-86,-87,-91,-93,-89,-86,-89,-90,-89,-86,-89,-100,-85,-79,-82,-83,-82,-80,-85,-85,-85,-84,-84,-85,-86,-84,-89,-88,-85,-91,-92,-90,-92,-88,-88,-85,-93,-100,-100,-100,-100,-100,-100,-100,-100,501,687,2628003528162
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-95,-100,-100,-69,-100,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-46,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-81,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-54,-100,-78,-80,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-100,-87,-88,-94,-88,-89,-90,-87,-62,-62,-62,-72,-72,-73,-72,-75,-76,-80,-100,-74,-90,-86,-81,-81,-81,-81,-83,-77,-77,-81,-79,-83,-77,-88,-89,-83,-87,-86,-87,-91,-93,-87,-89,-86,-90,-88,-88,-90,-100,-85,-83,-86,-86,-84,-83,-91,-85,-86,-86,-86,-85,-85,-84,-89,-88,-85,-87,-89,-88,-93,-87,-88,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,501,687,2631825434306
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-95,-100,-100,-66,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-53,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-81,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-52,-100,-77,-78,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-100,-87,-88,-94,-88,-89,-90,-87,-63,-62,-62,-72,-72,-72,-72,-76,-76,-80,-100,-76,-90,-86,-81,-80,-81,-81,-81,-77,-77,-79,-79,-81,-77,-94,-86,-82,-85,-85,-85,-88,-93,-87,-87,-86,-93,-92,-86,-90,-100,-85,-82,-83,-86,-84,-82,-87,-85,-86,-90,-88,-85,-85,-84,-86,-86,-87,-89,-88,-88,-93,-88,-88,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,501,687,2635652485607
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-63,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-50,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-81,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-59,-100,-80,-80,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-100,-100,-100,-94,-88,-89,-90,-100,-57,-58,-57,-73,-73,-76,-73,-80,-80,-80,-100,-80,-90,-86,-84,-85,-91,-85,-85,-75,-75,-79,-81,-81,-76,-94,-88,-82,-84,-85,-84,-88,-93,-87,-90,-86,-93,-92,-87,-87,-100,-85,-82,-83,-82,-81,-82,-90,-87,-86,-83,-86,-89,-87,-88,-87,-88,-83,-91,-88,-88,-93,-88,-88,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,516,687,2675444999238
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-70,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-50,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-81,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-51,-100,-82,-83,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-87,-100,-100,-100,-94,-88,-89,-90,-100,-59,-59,-59,-74,-75,-74,-74,-77,-78,-80,-100,-78,-84,-84,-83,-82,-83,-82,-88,-74,-74,-79,-82,-81,-74,-94,-89,-82,-82,-85,-83,-84,-93,-87,-90,-86,-86,-92,-87,-88,-100,-86,-83,-83,-82,-81,-82,-88,-87,-87,-82,-86,-89,-85,-88,-87,-88,-82,-91,-91,-91,-93,-88,-87,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,516,687,2679256127049
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-70,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-52,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-53,-100,-82,-83,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-90,-100,-100,-100,-94,-88,-89,-90,-100,-58,-58,-58,-74,-74,-74,-75,-77,-78,-81,-100,-78,-84,-84,-85,-86,-85,-84,-87,-74,-74,-84,-85,-85,-74,-92,-92,-80,-85,-86,-86,-84,-93,-87,-90,-86,-86,-90,-89,-89,-100,-86,-81,-84,-83,-83,-81,-89,-87,-87,-82,-86,-87,-89,-87,-86,-87,-82,-89,-89,-91,-93,-88,-89,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,516,687,2683078605120
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-52,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-56,-100,-83,-82,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-90,-100,-100,-100,-94,-88,-89,-90,-100,-58,-58,-58,-73,-74,-74,-72,-79,-80,-81,-100,-80,-84,-84,-85,-84,-83,-84,-86,-76,-77,-84,-85,-85,-77,-92,-92,-82,-84,-85,-84,-84,-93,-87,-90,-86,-86,-90,-88,-92,-100,-89,-84,-84,-84,-83,-83,-89,-87,-88,-82,-86,-88,-86,-87,-87,-87,-85,-89,-89,-91,-93,-88,-89,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,516,687,2686898934650
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-65,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-50,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-100,-86,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-59,-100,-83,-82,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-90,-100,-100,-100,-94,-88,-89,-90,-100,-57,-57,-57,-75,-75,-75,-77,-78,-75,-81,-100,-76,-84,-84,-82,-83,-82,-82,-86,-76,-76,-82,-83,-83,-77,-92,-92,-79,-82,-85,-81,-84,-93,-87,-92,-86,-86,-91,-86,-89,-100,-89,-79,-82,-84,-83,-79,-88,-87,-89,-82,-85,-87,-87,-87,-85,-87,-83,-93,-89,-92,-93,-89,-90,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,516,687,2690708749284
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-100,-100,-100,-72,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-49,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-83,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-60,-100,-81,-80,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-90,-100,-100,-100,-94,-88,-89,-90,-100,-58,-57,-58,-76,-74,-75,-75,-78,-78,-81,-100,-77,-84,-84,-84,-84,-83,-84,-86,-76,-76,-82,-83,-85,-77,-92,-90,-82,-84,-83,-84,-84,-93,-87,-90,-86,-88,-91,-86,-88,-100,-87,-81,-84,-83,-83,-80,-90,-88,-87,-84,-84,-88,-86,-87,-85,-87,-83,-92,-89,-92,-93,-89,-90,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,516,687,2694538162928
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-100,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-53,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-54,-100,-86,-85,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-90,-100,-100,-100,-94,-100,-100,-100,-100,-59,-61,-62,-77,-76,-77,-77,-78,-77,-80,-100,-77,-84,-84,-81,-82,-82,-80,-85,-76,-76,-80,-81,-81,-77,-92,-90,-80,-78,-79,-79,-82,-93,-87,-90,-86,-83,-92,-91,-89,-100,-85,-79,-80,-82,-80,-80,-90,-86,-85,-85,-84,-88,-86,-87,-85,-87,-84,-89,-89,-90,-93,-89,-90,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,531,687,2735687273277
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-48,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-56,-100,-87,-87,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-90,-100,-100,-100,-94,-100,-100,-100,-100,-62,-62,-63,-80,-80,-81,-81,-78,-79,-80,-100,-79,-84,-84,-86,-87,-86,-87,-86,-76,-76,-81,-81,-81,-77,-92,-90,-79,-78,-80,-79,-82,-93,-87,-90,-86,-89,-92,-87,-88,-100,-85,-80,-80,-80,-80,-78,-88,-84,-85,-84,-84,-88,-86,-87,-88,-88,-84,-90,-92,-90,-93,-88,-88,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,531,687,2739508026140
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-100,-100,-100,-75,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-48,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-52,-100,-88,-88,-100,-100,-100,-48,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-90,-100,-100,-100,-94,-100,-100,-100,-100,-61,-60,-60,-78,-78,-79,-79,-79,-80,-80,-100,-80,-84,-83,-86,-87,-87,-87,-77,-73,-72,-81,-81,-81,-72,-92,-90,-79,-80,-80,-80,-82,-93,-87,-90,-86,-87,-92,-86,-90,-100,-85,-80,-80,-83,-80,-79,-88,-84,-85,-84,-85,-86,-85,-87,-87,-88,-84,-90,-92,-90,-93,-92,-90,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,531,687,2743333651764
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-100,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-50,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-85,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-58,-100,-84,-84,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-90,-100,-100,-100,-94,-100,-100,-100,-100,-60,-61,-60,-79,-81,-79,-78,-77,-78,-80,-100,-77,-84,-83,-86,-84,-84,-84,-77,-76,-74,-81,-80,-81,-73,-92,-91,-79,-80,-81,-81,-82,-93,-87,-90,-86,-87,-91,-87,-89,-100,-84,-80,-80,-79,-80,-79,-88,-83,-84,-85,-85,-86,-85,-87,-87,-88,-84,-91,-92,-91,-93,-90,-89,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,531,687,2747006156919
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-100,-100,-100,-74,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-52,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-59,-100,-87,-87,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-93,-100,-100,-100,-94,-100,-100,-100,-100,-61,-60,-62,-77,-78,-77,-78,-79,-79,-81,-100,-79,-84,-85,-84,-84,-85,-84,-85,-74,-73,-80,-80,-81,-74,-92,-92,-82,-82,-85,-81,-84,-87,-87,-90,-86,-87,-91,-88,-89,-100,-86,-82,-80,-83,-80,-82,-88,-83,-87,-83,-82,-86,-85,-87,-87,-88,-84,-91,-92,-91,-93,-90,-89,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,531,687,2750837069886
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-88,-85,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-52,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-82,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-57,-100,-87,-88,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-93,-100,-100,-100,-94,-100,-100,-100,-100,-60,-60,-61,-77,-78,-77,-78,-78,-78,-78,-100,-78,-84,-85,-87,-86,-85,-85,-85,-74,-73,-82,-81,-80,-74,-92,-92,-82,-80,-81,-81,-84,-88,-87,-90,-86,-87,-91,-90,-88,-100,-86,-82,-80,-79,-78,-82,-88,-85,-87,-83,-84,-86,-85,-87,-87,-88,-84,-90,-90,-92,-93,-89,-90,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,531,687,2754643614155
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-88,-85,-100,-100,-100,-100,-100,-100,-100,-71,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-48,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-89,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-48,-100,-85,-85,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-60,-61,-60,-73,-72,-72,-72,-77,-77,-78,-100,-77,-84,-85,-81,-81,-82,-81,-85,-78,-78,-79,-79,-79,-77,-91,-90,-87,-80,-81,-81,-84,-88,-92,-89,-91,-89,-91,-86,-88,-100,-87,-87,-82,-82,-83,-89,-91,-87,-87,-78,-80,-86,-86,-85,-86,-85,-76,-90,-92,-92,-93,-86,-87,-85,-91,-100,-100,-100,-100,-100,-100,-100,-100,546,687,2793828078932
